Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Дальнеконстантиновская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	17348	814	1000	832	949	311	310	641	388	545	305	319	657	850	618	401	351	885	509	490	375	311	1149	331	567	414	229	573	582	872	770									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17150	800	1100	850	950	300	350	650	350	550	300	300	650	900	600	400	300	900	450	500	350	300	1150	300	550	400	200	600	550	850	700									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	8931	287	633	477	532	146	196	313	133	299	153	197	311	310	344	124	128	416	215	168	232	155	723	68	209	159	113	414	426	547	503									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2558	189	8	28	119	57	12	105	94	54	88	17	142	234	78	163	61	115	166	129	72	89	51	135	134	92	37	28	53	3	5									
6	Число погашенных избирательных бюллетеней	5661	324	459	345	299	97	142	232	123	197	59	86	197	356	178	113	111	369	69	203	46	56	376	97	207	149	50	158	71	300	192									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2558	189	8	28	119	57	12	105	94	54	88	17	142	234	78	163	61	115	166	129	72	89	51	135	134	92	37	28	53	3	5									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	8931	287	633	477	532	146	196	313	133	299	153	197	311	310	344	124	128	416	215	168	232	155	723	68	209	159	113	414	426	547	503									
9	Число недействительных избирательных бюллетеней	114	2	9	4	40	0	0	3	1	0	0	5	1	2	4	1	3	2	4	3	2	0	0	2	1	0	4	1	5	10	5									
10	Число действительных избирательных бюллетеней	11375	474	632	501	611	203	208	415	226	353	241	209	452	542	418	286	186	529	377	294	302	244	774	201	342	251	146	441	474	540	503									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	241	13	15	10	10	5	5	5	5	5	20	5	5	10	5	5	5	30	5	5	5	8	20	5	5	5	5	5	5	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	131	13	15	10	9	0	5	2	0	5	0	0	0	0	2	0	2	30	3	0	1	6	8	2	5	3	0	0	5	4	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	103	7	5	4	2	1	2	0	1	3	1	1	5	5	0	2	13	9	3	1	3	1	6	5	4	4	3	3	6	3	0									
14	Число погашенных неиспользованных открепительных удостоверений	110	0	0	0	1	5	0	3	5	0	20	5	5	10	3	5	3	0	2	5	4	2	12	3	0	2	5	5	0	1	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
