Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Увельская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172					
1	"Число избирателей, внесенных в списки"	23486	1353	1374	1425	1174	1460	610	662	323	462	1712	153	644	1829	885	696	215	655	643	1180	253	367	473	744	369	593	388	418	1039	194	586	607					
2	"Число бюллетеней, полученных участковыми комиссиями"	22460	1250	1230	1325	1085	1310	585	590	275	450	1665	150	635	1795	865	650	205	630	590	1135	240	350	460	1165	355	580	360	415	870	170	540	535					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13363	695	695	841	587	658	326	371	195	275	793	126	368	976	494	393	139	461	373	669	162	233	351	706	184	350	241	260	651	98	356	336					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	958	43	15	27	52	23	17	6	33	0	215	0	10	57	18	8	0	0	38	95	14	6	0	38	31	24	13	9	20	11	69	66					
6	Число погашенных бюллетеней	8139	512	520	457	446	629	242	213	47	175	657	24	257	762	353	249	66	169	179	371	64	111	109	421	140	206	106	146	199	61	115	133					
7	Число бюллетеней в переносных ящиках для голосования	958	43	15	27	52	23	17	6	33	0	215	0	10	57	18	8	0	0	38	95	14	6	0	38	31	24	13	9	20	11	69	66					
8	Число бюллетеней в стационарных ящиках для голосования	13360	695	695	841	587	658	326	371	195	275	793	126	366	975	494	393	139	461	373	669	162	233	351	706	184	350	241	260	651	98	356	336					
9	Число недействительных бюллетеней	233	9	4	11	7	10	12	4	3	3	22	0	5	6	5	8	9	1	3	15	3	7	9	10	4	3	11	9	10	16	8	6					
10	Число действительных бюллетеней	14085	729	706	857	632	671	331	373	225	272	986	126	371	1026	507	393	130	460	408	749	173	232	342	734	211	371	243	260	661	93	417	396					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	180	5	10	15	5	5	5	5	5	5	15	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	86	1	6	13	0	4	2	1	3	5	11	0	3	4	1	0	0	0	1	5	5	2	0	2	3	2	0	0	4	1	3	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	139	5	3	8	7	4	1	2	0	1	7	0	3	7	6	5	2	0	1	2	1	0	0	5	1	2	0	2	57	0	6	1					
14	Число погашенных открепительных удостоверений	94	4	4	2	5	1	3	4	2	0	4	5	2	1	4	5	5	5	4	0	0	3	5	3	2	3	5	5	1	4	2	1					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	169	4	10	4	1	5	1	1	3	15	17	3	6	5	9	4	0	6	5	11	0	2	0	10	9	7	5	7	7	1	7	4					
		1.18%	0.54%	1.40%	0.46%	0.15%	0.73%	0.29%	0.26%	1.31%	5.45%	1.68%	2.38%	1.59%	0.48%	1.75%	0.99%	0.0%	1.30%	1.21%	1.43%	0.0%	0.83%	0.0%	1.34%	4.18%	1.87%	1.96%	2.60%	1.04%	0.91%	1.64%	0.99%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	197	9	11	21	11	10	4	4	1	7	6	0	6	12	12	9	0	7	4	7	2	3	0	22	1	4	1	1	14	1	3	4					
		1.37%	1.21%	1.54%	2.41%	1.72%	1.46%	1.16%	1.06%	0.43%	2.54%	0.59%	0.0%	1.59%	1.16%	2.34%	2.24%	0.0%	1.51%	0.97%	0.91%	1.13%	1.25%	0.0%	2.95%	0.46%	1.06%	0.39%	0.37%	2.08%	0.91%	0.70%	0.99%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	3063	160	160	217	153	209	81	107	61	40	99	14	77	229	82	57	20	87	73	224	70	31	26	124	26	123	80	47	148	34	97	107					
		21.39%	21.68%	22.53%	25.0%	23.94%	30.69%	23.61%	28.38%	26.75%	14.54%	9.82%	11.11%	20.47%	22.18%	16.01%	14.21%	14.38%	18.87%	17.76%	29.31%	39.77%	12.97%	7.40%	16.66%	12.09%	32.88%	31.49%	17.47%	22.05%	31.19%	22.82%	26.61%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	276	24	16	21	22	3	4	13	2	0	24	6	7	36	12	9	1	14	3	6	2	12	0	12	2	3	2	1	13	0	3	3					
		1.92%	3.25%	2.25%	2.41%	3.44%	0.44%	1.16%	3.44%	0.87%	0.0%	2.38%	4.76%	1.86%	3.48%	2.34%	2.24%	0.71%	3.03%	0.72%	0.78%	1.13%	5.02%	0.0%	1.61%	0.93%	0.80%	0.78%	0.37%	1.93%	0.0%	0.70%	0.74%					
22	"5. ""За Русь Святую"""	32	1	2	0	0	4	1	0	1	4	1	0	1	4	0	0	0	3	0	1	1	0	0	1	1	1	0	0	2	0	2	1					
		0.22%	0.13%	0.28%	0.0%	0.0%	0.58%	0.29%	0.0%	0.43%	1.45%	0.09%	0.0%	0.26%	0.38%	0.0%	0.0%	0.0%	0.65%	0.0%	0.13%	0.56%	0.0%	0.0%	0.13%	0.46%	0.26%	0.0%	0.0%	0.29%	0.0%	0.47%	0.24%					
23	"6. ""Объединенная Российская партия ""Русь"""	30	1	2	1	1	4	0	0	1	0	0	1	0	6	0	1	2	2	0	1	0	0	0	3	0	1	0	0	1	0	1	1					
		0.20%	0.13%	0.28%	0.11%	0.15%	0.58%	0.0%	0.0%	0.43%	0.0%	0.0%	0.79%	0.0%	0.58%	0.0%	0.24%	1.43%	0.43%	0.0%	0.13%	0.0%	0.0%	0.0%	0.40%	0.0%	0.26%	0.0%	0.0%	0.14%	0.0%	0.23%	0.24%					
24	"7. ""Новый курс - Автомобильная Россия"""	29	2	1	0	3	2	0	0	1	2	2	0	0	1	2	1	0	0	0	0	0	4	0	0	1	1	2	0	1	0	3	0					
		0.20%	0.27%	0.14%	0.0%	0.46%	0.29%	0.0%	0.0%	0.43%	0.72%	0.19%	0.0%	0.0%	0.09%	0.39%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	1.67%	0.0%	0.0%	0.46%	0.26%	0.78%	0.0%	0.14%	0.0%	0.70%	0.0%					
25	"8. ""Народно-республиканская партия России"""	19	1	1	2	0	0	0	0	0	0	3	2	0	1	2	0	0	1	0	1	0	0	0	1	0	0	0	0	3	0	1	0					
		0.13%	0.13%	0.14%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	1.58%	0.0%	0.09%	0.39%	0.0%	0.0%	0.21%	0.0%	0.13%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.23%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	36	1	2	3	1	1	0	0	2	0	2	0	1	3	1	2	0	1	1	3	0	1	0	3	0	4	0	0	2	0	1	1					
		0.25%	0.13%	0.28%	0.34%	0.15%	0.14%	0.0%	0.0%	0.87%	0.0%	0.19%	0.0%	0.26%	0.29%	0.19%	0.49%	0.0%	0.21%	0.24%	0.39%	0.0%	0.41%	0.0%	0.40%	0.0%	1.06%	0.0%	0.0%	0.29%	0.0%	0.23%	0.24%					
27	"10. ""Аграрная партия России"""	352	6	16	11	5	7	6	6	2	0	43	6	13	14	6	17	4	15	10	14	7	1	19	30	8	7	5	29	19	4	17	5					
		2.45%	0.81%	2.25%	1.26%	0.78%	1.02%	1.74%	1.59%	0.87%	0.0%	4.26%	4.76%	3.45%	1.35%	1.17%	4.23%	2.87%	3.25%	2.43%	1.83%	3.97%	0.41%	5.41%	4.03%	3.72%	1.87%	1.96%	10.78%	2.83%	3.66%	4.0%	1.24%					
28	"11. ""Истинные патриоты России"""	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1					
		0.03%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.91%	0.0%	0.24%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	66	4	1	0	4	8	2	1	2	0	5	0	3	3	2	2	0	4	1	3	0	0	0	4	4	2	1	4	3	1	1	1					
		0.46%	0.54%	0.14%	0.0%	0.62%	1.17%	0.58%	0.26%	0.87%	0.0%	0.49%	0.0%	0.79%	0.29%	0.39%	0.49%	0.0%	0.86%	0.24%	0.39%	0.0%	0.0%	0.0%	0.53%	1.86%	0.53%	0.39%	1.48%	0.44%	0.91%	0.23%	0.24%					
30	"13. ""Демократическая партия России"""	30	4	0	1	0	0	0	2	1	6	0	0	0	4	1	0	0	2	1	2	0	0	0	0	1	0	0	0	2	1	1	1					
		0.20%	0.54%	0.0%	0.11%	0.0%	0.0%	0.0%	0.53%	0.43%	2.18%	0.0%	0.0%	0.0%	0.38%	0.19%	0.0%	0.0%	0.43%	0.24%	0.26%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.29%	0.91%	0.23%	0.24%					
31	"14. ""Великая Россия - Евразийский Союз"""	25	4	0	1	0	1	1	1	1	0	2	0	0	1	1	0	0	1	1	1	1	0	2	0	0	0	0	0	0	1	2	3					
		0.17%	0.54%	0.0%	0.11%	0.0%	0.14%	0.29%	0.26%	0.43%	0.0%	0.19%	0.0%	0.0%	0.09%	0.19%	0.0%	0.0%	0.21%	0.24%	0.13%	0.56%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.91%	0.47%	0.74%					
32	"15. ""Партия СЛОН"""	10	0	1	2	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0					
		0.06%	0.0%	0.14%	0.23%	0.0%	0.14%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.21%	0.0%	0.13%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	397	29	23	27	15	39	5	9	1	11	17	1	7	47	17	7	5	11	7	17	3	4	1	25	4	0	2	2	33	3	9	16					
		2.77%	3.92%	3.23%	3.11%	2.34%	5.72%	1.45%	2.38%	0.43%	4.0%	1.68%	0.79%	1.86%	4.55%	3.32%	1.74%	3.59%	2.38%	1.70%	2.22%	1.70%	1.67%	0.28%	3.36%	1.86%	0.0%	0.78%	0.74%	4.91%	2.75%	2.11%	3.98%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	36	1	2	2	0	2	0	1	1	1	2	1	4	1	1	1	0	1	0	0	0	0	1	3	0	2	0	3	3	0	1	2					
