Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Торбеевская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733					
1	"Число избирателей, внесенных в списки"	17442	1521	2042	2146	1743	524	235	365	281	320	67	815	292	173	343	396	109	106	331	142	1251	586	169	282	79	271	103	786	227	62	615	74	425	243	318					
2	"Число бюллетеней, полученных участковыми комиссиями"	17494	1505	1966	2123	1857	529	235	378	281	324	69	818	295	168	345	399	111	112	338	145	1221	587	171	284	81	272	105	798	223	64	619	77	431	248	315					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14942	1363	1898	1547	1337	493	231	281	250	269	60	705	231	128	295	374	105	99	275	140	1094	541	169	248	75	217	103	693	207	62	504	69	377	217	285					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1638	37	26	294	313	26	4	75	31	41	7	110	44	29	38	19	4	7	52	0	97	27	0	33	4	48	0	77	16	0	80	5	38	26	30					
6	Число погашенных бюллетеней	914	105	42	282	207	10	0	22	0	14	2	3	20	11	12	6	2	6	11	5	30	19	2	3	2	7	2	28	0	2	35	3	16	5	0					
7	Число бюллетеней в переносных ящиках для голосования	1638	37	26	294	313	26	4	75	31	41	7	110	44	29	38	19	4	7	52	0	97	27	0	33	4	48	0	77	16	0	80	5	38	26	30					
8	Число бюллетеней в стационарных ящиках для голосования	14939	1363	1898	1547	1337	493	231	279	250	269	60	705	231	128	295	374	105	99	275	140	1094	541	169	248	75	217	103	692	207	62	504	69	377	217	285					
9	Число недействительных бюллетеней	98	0	2	1	3	1	0	38	0	1	0	0	16	0	0	0	0	1	13	2	0	0	0	1	0	0	0	0	0	0	15	4	0	0	0					
10	Число действительных бюллетеней	16479	1400	1922	1840	1647	518	235	316	281	309	67	815	259	157	333	393	109	105	314	138	1191	568	169	280	79	265	103	769	223	62	569	70	415	243	315					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	298	23	30	30	25	10	5	10	5	5	3	15	5	5	5	5	5	5	5	5	20	10	5	5	3	5	5	10	5	2	10	2	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	39	7	5	14	7	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	32	3	4	3	7	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	2	2	0	0	0	1	0	2					
14	Число погашенных открепительных удостоверений	259	16	25	16	18	10	5	10	4	5	3	15	5	5	5	5	5	5	4	5	18	10	5	5	2	5	5	9	5	2	10	2	5	5	5					
15	Число открепительных удостоверений выданных ТИК	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	13	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0					
		0.07%	0.0%	0.15%	0.10%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.96%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	78	13	4	13	17	0	0	1	0	2	0	1	1	0	0	1	0	0	1	0	7	0	0	0	0	2	0	2	0	0	5	0	1	0	7					
