Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																		
Дата голосования: 07.12.2003 0:00:00																		
																		
Наименование Избирательной комиссии:    Троицкая городская																		
																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																		
																		
		Сумма	УИК №2860	УИК №2861	УИК №2862	УИК №2863	УИК №2864	УИК №2865	УИК №2866	УИК №2867	УИК №2868	УИК №2869	УИК №2870					
1	"Число избирателей, внесенных в списки"	27133	2595	1860	2262	2262	2367	2509	2726	2726	2533	2530	2763					
2	"Число бюллетеней, полученных участковыми комиссиями"	25655	2451	1723	2145	2136	2232	2380	2601	2593	2408	2377	2609					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14251	1158	911	1192	1059	1267	1318	1396	1523	1444	1463	1520					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	215	25	6	16	13	5	22	18	22	15	44	29					
6	Число погашенных бюллетеней	11187	1268	806	937	1064	960	1040	1187	1048	949	867	1061					
7	Число бюллетеней в переносных ящиках для голосования	215	25	6	16	13	5	22	18	22	15	44	29					
8	Число бюллетеней в стационарных ящиках для голосования	14222	1157	910	1188	1058	1264	1317	1392	1519	1438	1463	1516					
9	Число недействительных бюллетеней	147	32	8	12	29	14	9	12	3	12	7	9					
10	Число действительных бюллетеней	14290	1150	908	1192	1042	1255	1330	1398	1538	1441	1500	1536					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	240	20	20	20	20	20	40	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	143	6	11	9	11	7	24	16	12	14	18	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	133	14	8	14	13	18	9	5	9	12	20	11					
14	Число погашенных открепительных удостоверений	97	14	9	11	9	13	16	4	8	6	2	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	3	0	0	0	0	0	0	0	0	0	3	0					
17	Число не учтенных при получении бюллетеней	1	0	0	0	0	0	0	0	0	0	0	1					
																		
18	"1. ""ЕДИНЕНИЕ"""	71	8	3	8	10	3	3	9	4	7	4	12					
		0.49%	0.67%	0.32%	0.66%	0.93%	0.23%	0.22%	0.63%	0.25%	0.48%	0.26%	0.77%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1347	67	106	82	56	129	138	162	152	151	132	172					
		9.33%	5.66%	11.57%	6.81%	5.22%	10.16%	10.30%	11.48%	9.86%	10.39%	8.75%	11.13%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	240	34	8	31	27	19	20	17	28	20	18	18					
		1.66%	2.87%	0.87%	2.57%	2.52%	1.49%	1.49%	1.20%	1.81%	1.37%	1.19%	1.16%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1490	53	95	93	69	137	169	162	184	169	172	187					
		10.32%	4.48%	10.37%	7.72%	6.44%	10.79%	12.62%	11.48%	11.94%	11.63%	11.41%	12.10%					
22	"5. ""За Русь Святую"""	77	10	7	11	4	4	5	7	6	8	11	4					
		0.53%	0.84%	0.76%	0.91%	0.37%	0.31%	0.37%	0.49%	0.38%	0.55%	0.72%	0.25%					
