Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:     Ханты-Мансийская городская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307					
1	"Число избирателей, внесенных в список избирателей"	46805	2471	2084	617	2918	2355	876	1300	1860	2190	3098	2001	762	2462	1457	1902	2574	2823	2692	919	662	1978	682	2305	1598	1022	1197					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35000	1800	1400	450	2200	1800	650	1000	1400	1650	2250	1500	550	1900	1000	1400	2000	2000	2200	700	500	1550	500	1800	1200	800	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	22598	1134	1051	279	1217	1139	465	580	1024	1177	1672	1037	344	1221	691	914	1431	1249	1042	393	294	960	277	1109	750	636	512					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	949	33	65	6	65	64	32	65	6	53	20	23	10	38	20	33	33	257	15	9	11	17	6	36	28	1	3					
6	Число погашенных избирательных бюллетеней	11453	633	284	165	918	597	153	355	370	420	558	440	196	641	289	453	536	494	1143	298	195	573	217	655	422	163	285					
7	Число избирательных бюллетеней в переносных ящиках для голосования	949	33	65	6	65	64	32	65	6	53	20	23	10	38	20	33	33	257	15	9	11	17	6	36	28	1	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22586	1134	1049	279	1213	1139	465	580	1024	1176	1670	1037	344	1221	691	914	1431	1249	1042	392	294	958	277	1109	750	636	512					
9	Число недействительных избирательных бюллетеней	368	24	19	3	25	21	5	11	13	15	24	22	4	22	8	9	21	24	17	15	4	14	7	17	9	8	7					
10	Число действительных избирательных бюллетеней	23167	1143	1095	282	1253	1182	492	634	1017	1214	1666	1038	350	1237	703	938	1443	1482	1040	386	301	961	276	1128	769	629	508					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	560	30	30	10	30	30	10	20	20	30	30	30	10	30	20	20	30	30	10	10	10	20	10	30	20	20	20					
