Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Сергачская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	24979	1144	1180	1088	1017	1002	1019	1011	1584	1448	1511	1091	1451	1058	1049	1215	471	427	666	177	286	362	329	376	150	68	227	316	173	388	162	75	65	61	582	320	561	187	167	90	315	110									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24600	1100	1200	1100	1000	1000	1000	1000	1600	1400	1500	1100	1400	1000	1000	1200	400	400	700	200	300	400	300	600	150	50	200	300	150	350	150	50	50	50	500	300	550	200	150	100	300	100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11946	611	607	651	555	570	554	383	795	557	593	412	620	499	513	448	231	230	355	96	126	117	135	287	66	32	67	159	101	207	95	39	40	32	352	166	195	112	85	45	146	62									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3204	131	131	95	133	104	166	91	79	165	157	181	131	42	168	30	111	29	85	39	97	107	83	89	48	9	66	41	29	100	47	11	10	14	44	49	152	22	26	16	62	14									
6	Число погашенных избирательных бюллетеней	9448	358	462	354	312	326	280	526	726	678	750	507	649	457	319	722	58	141	260	65	77	176	82	224	36	9	67	100	20	43	8	0	0	4	104	85	203	66	39	39	92	24									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	3204	131	131	95	133	104	166	91	79	165	157	181	131	42	168	30	111	29	85	39	97	107	83	89	48	9	66	41	29	100	47	11	10	14	44	49	152	22	26	16	62	14									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11916	611	607	651	555	543	554	383	795	557	593	412	617	499	513	448	231	230	355	96	126	117	135	287	66	32	67	159	101	207	95	39	40	32	352	166	195	112	85	45	146	62									
9	Число недействительных избирательных бюллетеней	295	3	9	6	11	9	4	4	11	10	12	22	93	14	3	8	6	5	6	5	8	0	2	3	2	2	3	1	4	1	0	1	0	0	4	12	0	5	1	1	0	4									
10	Число действительных избирательных бюллетеней	14825	739	729	740	677	638	716	470	863	712	738	571	655	527	678	470	336	254	434	130	215	224	216	373	112	39	130	199	126	306	142	49	50	46	392	203	347	129	110	60	208	72									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	302	13	15	18	15	15	14	15	15	13	17	5	15	15	15	15	6	5	6	4	5	4	4	5	3	2	4	4	2	4	2	2	2	2	3	3	3	3	4	2	3	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	224	13	15	18	15	8	11	7	15	12	17	5	14	15	15	8	4	1	5	1	2	1	0	3	1	1	1	0	0	1	0	0	0	0	1	2	3	3	4	0	2	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	165	14	3	0	3	2	6	9	14	4	10	6	3	4	12	5	3	1	4	4	4	2	1	2	2	1	3	3	4	4	1	1	3	4	4	4	6	1	1	1	1	5									
14	Число погашенных неиспользованных открепительных удостоверений	78	0	0	0	0	7	3	8	0	1	0	0	1	0	0	7	2	4	1	3	3	3	4	2	2	1	3	4	2	3	2	2	2	2	2	1	0	0	0	2	1	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	98	3	8	5	4	8	4	4	4	3	6	1	5	3	6	7	1	0	0	4	1	1	0	6	0	0	1	1	0	1	0	0	0	0	0	0	2	2	3	4	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	86	1	3	0	4	6	2	6	3	5	2	5	12	7	1	2	2	0	4	2	0	1	1	5	0	0	0	0	0	0	1	1	1	0	4	0	1	1	1	0	0	2									
		0.57%	0.13%	0.41%	0.00%	0.58%	0.93%	0.28%	1.27%	0.34%	0.69%	0.27%	0.84%	1.60%	1.29%	0.15%	0.42%	0.58%	0.00%	0.91%	1.48%	0.00%	0.45%	0.46%	1.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	2.00%	2.00%	0.00%	1.01%	0.00%	0.29%	0.75%	0.90%	0.00%	0.00%	2.63%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	316	0	14	10	12	18	15	15	13	17	3	17	22	20	3	18	5	7	17	4	5	6	4	3	6	1	3	9	5	3	3	1	1	5	9	7	2	4	6	0	2	1									
		2.09%	0.00%	1.90%	1.34%	1.74%	2.78%	2.08%	3.16%	1.49%	2.35%	0.40%	2.87%	2.94%	3.70%	0.44%	3.77%	1.46%	2.70%	3.86%	2.96%	2.24%	2.68%	1.83%	0.80%	5.26%	2.44%	2.26%	4.50%	3.85%	0.98%	2.11%	2.00%	2.00%	10.87%	2.27%	3.26%	0.58%	2.99%	5.41%	0.00%	0.96%	1.32%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	124	3	5	6	5	4	4	12	11	2	1	7	10	8	1	7	3	1	1	3	3	0	3	2	2	1	1	1	3	0	1	0	0	0	4	2	1	2	2	0	0	2									
		0.82%	0.40%	0.68%	0.80%	0.73%	0.62%	0.56%	2.53%	1.26%	0.28%	0.13%	1.18%	1.34%	1.48%	0.15%	1.46%	0.88%	0.39%	0.23%	2.22%	1.35%	0.00%	1.38%	0.53%	1.75%	2.44%	0.75%	0.50%	2.31%	0.00%	0.70%	0.00%	0.00%	0.00%	1.01%	0.93%	0.29%	1.49%	1.80%	0.00%	0.00%	2.63%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10022	633	455	574	477	411	499	265	637	528	528	301	346	250	494	195	197	158	267	89	167	173	155	256	73	23	81	140	105	242	112	40	39	28	300	172	219	91	81	47	129	45									
		66.28%	85.31%	61.65%	76.94%	69.33%	63.52%	69.31%	55.91%	72.88%	73.13%	70.40%	50.76%	46.26%	46.21%	72.54%	40.79%	57.60%	61.00%	60.68%	65.93%	74.89%	77.23%	71.10%	68.09%	64.04%	56.10%	60.90%	70.00%	80.77%	78.83%	78.87%	80.00%	78.00%	60.87%	75.76%	80.00%	63.11%	67.91%	72.97%	77.05%	62.02%	59.21%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	0	0	1	2	0	0	2	2	0	0	0	1	1	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0									
		0.12%	0.00%	0.00%	0.13%	0.29%	0.00%	0.00%	0.42%	0.23%	0.00%	0.00%	0.00%	0.13%	0.18%	0.00%	0.21%	0.29%	0.39%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.64%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0									
