Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Уватская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983					
1	"Число избирателей, внесенных в списки"	12921	392	131	464	71	249	3060	322	290	3160	473	212	397	221	1179	102	1882	316					
2	"Число бюллетеней, полученных участковыми комиссиями"	12563	388	134	466	74	248	2836	317	283	3119	479	208	392	231	1133	110	1837	308					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	40	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8642	276	126	213	70	202	2071	269	245	1850	345	174	283	191	861	99	1136	231					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	518	69	1	124	0	28	106	22	0	57	0	17	39	9	28	3	15	0					
6	Число погашенных бюллетеней	3363	43	7	129	4	18	619	26	38	1212	134	17	70	31	244	8	686	77					
7	Число бюллетеней в переносных ящиках для голосования	558	69	1	124	0	28	146	22	0	57	0	17	39	9	28	3	15	0					
8	Число бюллетеней в стационарных ящиках для голосования	8641	276	126	213	70	202	2071	269	245	1850	345	174	283	191	861	99	1136	230					
9	Число недействительных бюллетеней	44	1	0	6	0	0	8	4	0	6	0	1	7	0	2	1	4	4					
10	Число действительных бюллетеней	9155	344	127	331	70	230	2209	287	245	1901	345	190	315	200	887	101	1147	226					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	197	10	5	10	3	10	25	10	10	30	10	10	7	8	15	5	19	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	84	5	5	2	0	2	19	1	1	12	3	0	1	8	13	0	11	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	59	1	1	0	0	1	9	0	2	16	2	1	2	0	5	1	18	0					
14	Число погашенных открепительных удостоверений	113	5	0	8	3	8	6	9	9	18	7	10	6	0	2	5	8	9					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	156	6	2	9	5	4	42	6	6	17	13	2	1	3	13	3	20	4					
		1.69%	1.73%	1.57%	2.67%	7.14%	1.73%	1.89%	2.06%	2.44%	0.89%	3.76%	1.04%	0.31%	1.5%	1.46%	2.94%	1.73%	1.73%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	107	6	2	0	2	0	39	9	7	9	2	2	5	3	15	0	4	2					
		1.16%	1.73%	1.57%	0.0%	2.85%	0.0%	1.75%	3.09%	2.85%	0.47%	0.57%	1.04%	1.55%	1.5%	1.68%	0.0%	0.34%	0.86%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	161	3	3	14	0	1	26	9	2	26	5	6	9	4	14	2	31	6					
		1.75%	0.86%	2.36%	4.15%	0.0%	0.43%	1.17%	3.09%	0.81%	1.36%	1.44%	3.14%	2.79%	2.0%	1.57%	1.96%	2.69%	2.60%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	143	2	0	5	0	0	51	2	4	20	3	1	4	2	8	0	32	9					
		1.55%	0.57%	0.0%	1.48%	0.0%	0.0%	2.30%	0.68%	1.63%	1.04%	0.86%	0.52%	1.24%	1.0%	0.89%	0.0%	2.78%	3.91%					
22	"5. ""За Русь Святую"""	44	0	0	0	0	1	5	6	0	8	0	0	2	0	4	7	11	0					
		0.47%	0.0%	0.0%	0.0%	0.0%	0.43%	0.22%	2.06%	0.0%	0.41%	0.0%	0.0%	0.62%	0.0%	0.44%	6.86%	0.95%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	3	0	1	1	0	2	1	0	4	2	1	2	1	2	0	2	1					
		0.25%	0.86%	0.0%	0.29%	1.42%	0.0%	0.09%	0.34%	0.0%	0.20%	0.57%	0.52%	0.62%	0.5%	0.22%	0.0%	0.17%	0.43%					
24	"7. ""Новый курс - Автомобильная Россия"""	63	0	0	0	0	0	10	1	1	13	3	0	0	2	12	1	12	8					
		0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.34%	0.40%	0.68%	0.86%	0.0%	0.0%	1.0%	1.34%	0.98%	1.04%	3.47%					
25	"8. ""Народно-республиканская партия России"""	8	1	0	1	0	1	3	0	0	0	2	0	0	0	0	0	0	0					
		0.08%	0.28%	0.0%	0.29%	0.0%	0.43%	0.13%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	13	0	0	0	0	0	4	2	1	2	0	0	0	0	0	0	3	1					
