Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Урюпинская																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635					
1	"Число избирателей, внесенных в списки"	24455	295	873	295	125	276	736	2237	363	475	164	373	816	1501	690	872	784	1145	158	320	143	374	190	152	614	712	259	568	391	1051	281	505	448	109	492	135	361	91	896	66	96	109	717	107	379	294	1549	463	405					
2	"Число бюллетеней, полученных участковыми комиссиями"	22410	270	800	290	120	250	700	2050	350	450	160	350	750	1350	650	800	750	1050	150	300	130	350	180	140	550	670	230	510	360	900	250	460	410	100	420	160	300	80	810	60	90	100	650	100	350	270	1400	420	370					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12271	133	446	151	68	152	293	1099	133	217	93	247	504	614	333	532	367	467	90	189	61	124	85	81	317	289	143	258	199	562	130	309	232	59	291	104	189	50	525	49	68	71	342	70	170	172	838	142	213					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1437	14	23	17	24	45	45	51	0	9	4	15	27	124	28	19	38	96	0	53	38	20	13	28	9	22	8	19	41	49	28	48	0	0	55	4	13	0	25	0	0	6	101	20	97	66	41	20	34					
6	Число погашенных бюллетеней	8702	123	331	122	28	53	362	900	217	224	63	88	219	612	289	249	345	487	60	58	31	206	82	31	224	359	79	233	120	289	92	103	178	41	74	52	98	30	260	11	22	23	207	10	83	32	521	258	123					
7	Число бюллетеней в переносных ящиках для голосования	1437	14	23	17	24	45	45	51	0	9	4	15	27	124	28	19	38	96	0	53	38	20	13	28	9	22	8	19	41	49	28	48	0	0	55	4	13	0	25	0	0	6	101	20	97	66	41	20	34					
8	Число бюллетеней в стационарных ящиках для голосования	12267	133	446	151	68	152	293	1099	133	217	93	247	504	614	333	532	367	467	90	189	61	124	85	81	316	289	143	258	199	562	130	309	232	59	291	104	189	50	524	49	68	71	342	70	170	172	836	142	213					
9	Число недействительных бюллетеней	384	4	13	12	3	1	12	34	9	5	4	8	10	23	3	11	13	11	3	11	0	3	6	8	13	12	7	5	4	5	6	20	4	1	9	1	10	0	21	2	1	4	21	2	6	2	17	0	4					
10	Число действительных бюллетеней	13320	143	456	156	89	196	326	1116	124	221	93	254	521	715	358	540	392	552	87	231	99	141	92	101	312	299	144	272	236	606	152	337	228	58	337	107	192	50	528	47	67	73	422	88	261	236	860	162	243					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	398	8	8	8	8	8	8	10	8	8	8	8	10	10	8	8	8	10	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	10	8	8	8	10	8	8	8	10	8	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	21	1	0	1	0	0	2	5	0	1	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	51	0	0	0	8	0	0	2	1	3	0	0	2	1	1	2	0	1	0	0	1	0	0	2	1	5	6	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	2	1	0	0	2					
14	Число погашенных открепительных удостоверений	369	7	8	7	0	8	6	5	8	7	8	8	8	7	8	8	7	10	8	8	8	8	8	8	8	8	8	3	8	8	8	8	8	8	8	8	8	8	10	8	8	8	10	8	8	8	10	8	8					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	"1. ""ЕДИНЕНИЕ"""	168	5	4	4	2	6	4	5	4	4	1	2	5	8	2	6	3	3	0	2	1	0	1	4	6	4	4	6	5	7	0	5	3	0	7	1	1	1	10	2	1	5	0	0	3	4	15	2	0					
		1.22%	3.40%	0.85%	2.38%	2.17%	3.04%	1.18%	0.43%	3.00%	1.76%	1.03%	0.76%	0.94%	1.08%	0.55%	1.08%	0.74%	0.53%	0.0%	0.82%	1.01%	0.0%	1.02%	3.66%	1.84%	1.28%	2.64%	2.16%	2.08%	1.14%	0.0%	1.40%	1.29%	0.0%	2.02%	0.92%	0.49%	2.0%	1.82%	4.08%	1.47%	6.49%	0.0%	0.0%	1.12%	1.68%	1.71%	1.23%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	392	1	17	2	2	3	4	34	2	0	2	6	18	15	10	12	6	25	2	7	1	15	5	1	10	18	0	11	13	17	5	8	5	0	30	4	6	1	14	3	0	1	11	3	6	3	20	3	10					
		2.86%	0.68%	3.62%	1.19%	2.17%	1.52%	1.18%	2.95%	1.50%	0.0%	2.06%	2.29%	3.38%	2.03%	2.77%	2.17%	1.48%	4.44%	2.22%	2.89%	1.01%	10.41%	5.10%	0.91%	3.07%	5.78%	0.0%	3.97%	5.41%	2.78%	3.16%	2.24%	2.15%	0.0%	8.67%	3.70%	2.97%	2.0%	2.55%	6.12%	0.0%	1.29%	2.48%	3.33%	2.24%	1.26%	2.28%	1.85%	4.04%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	284	6	6	4	1	3	11	16	7	4	1	4	11	16	9	8	13	13	1	5	2	2	8	4	7	11	3	6	8	12	3	7	3	0	4	1	3	0	11	0	0	3	6	1	2	6	22	6	4					
		2.07%	4.08%	1.27%	2.38%	1.08%	1.52%	3.25%	1.39%	5.26%	1.76%	1.03%	1.52%	2.07%	2.16%	2.49%	1.45%	3.20%	2.30%	1.11%	2.06%	2.02%	1.38%	8.16%	3.66%	2.15%	3.53%	1.98%	2.16%	3.33%	1.96%	1.89%	1.96%	1.29%	0.0%	1.15%	0.92%	1.48%	0.0%	2.00%	0.0%	0.0%	3.89%	1.35%	1.11%	0.74%	2.52%	2.50%	3.70%	1.61%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	174	2	3	1	3	5	2	19	5	1	0	1	6	13	14	9	3	8	2	5	0	0	0	8	0	2	0	9	4	1	1	2	3	0	3	0	1	0	8	2	0	2	0	2	1	5	13	0	5					
