Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Камышинская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940					
1	"Число избирателей, внесенных в списки избирателей"	32468	317	666	855	552	939	689	415	182	763	197	444	616	142	175	110	142	1026	753	221	757	323	301	758	1464	1206	694	1172	1363	985	988	1252	1215	1268	933	404	1025	882	772	154	1190	855	1075	2228					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	28840	280	580	750	470	850	630	370	181	690	196	395	530	122	162	91	144	900	660	200	640	260	270	690	1280	1040	590	1010	1190	870	840	1100	1070	1150	870	380	920	800	700	149	1080	770	970	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18914	115	335	585	321	554	394	239	117	540	157	232	438	90	119	62	94	741	459	151	464	158	181	418	796	631	397	485	725	547	572	730	684	776	542	251	564	481	455	101	668	479	632	1434					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1932	65	58	30	91	54	39	20	12	25	3	29	37	19	10	11	7	67	128	11	45	19	13	71	24	65	28	72	48	34	29	92	52	75	74	30	82	44	36	15	84	56	70	58					
6	Число погашенных избирательных бюллетеней	7994	100	187	135	58	242	197	111	52	125	36	134	55	13	33	18	43	92	73	38	131	83	76	201	460	344	165	453	417	289	239	278	334	299	254	99	274	275	209	33	328	235	268	508					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1932	65	58	30	91	54	39	20	12	25	3	29	37	19	10	11	7	67	128	11	45	19	13	71	24	65	28	72	48	34	29	92	52	75	74	30	82	44	36	15	84	56	70	58					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18914	115	335	585	321	554	394	239	117	540	157	232	438	90	119	62	94	741	459	151	464	158	181	418	796	631	397	485	725	547	572	730	684	776	542	251	564	481	455	101	668	479	632	1434					
9	Число недействительных избирательных бюллетеней	111	0	4	6	3	7	1	0	0	1	2	4	0	1	0	0	0	0	6	0	6	4	1	2	0	0	2	3	3	1	3	7	3	3	1	4	3	3	4	0	3	6	4	10					
10	Число действительных избирательных бюллетеней	20735	180	389	609	409	601	432	259	129	564	158	257	475	108	129	73	101	808	581	162	503	173	193	487	820	696	423	554	770	580	598	815	733	848	615	277	643	522	487	116	749	529	698	1482					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	373	5	5	4	4	9	5	5	4	5	5	5	5	5	5	3	5	10	10	5	5	5	5	10	12	15	10	13	14	14	10	14	14	15	13	5	8	8	10	5	12	15	14	23					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	175	1	2	2	4	9	5	0	0	1	0	2	2	0	0	0	5	9	10	1	5	5	1	0	12	1	2	2	3	3	2	11	10	0	5	0	0	8	3	0	6	9	11	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	156	5	1	6	19	6	3	1	3	2	2	3	1	1	2	2	2	2	3	4	3	3	3	3	5	1	2	4	3	2	9	11	3	3	1	0	9	2	3	3	2	2	6	5					
14	Число погашенных неиспользованных открепительных удостоверений	198	4	3	2	0	0	0	5	4	4	5	3	3	5	5	3	0	1	0	4	0	0	4	10	0	14	8	11	11	11	8	3	4	15	8	5	8	0	7	5	6	6	3	0					
