Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Федоровская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №3156	УИК №3157	УИК №3158	УИК №3159	УИК №3160	УИК №3161	УИК №3162	УИК №3163	УИК №3164	УИК №3165	УИК №3166	УИК №3167	УИК №3168	УИК №3169	УИК №3170	УИК №3171	УИК №3172	УИК №3173	УИК №3174	УИК №3175	УИК №3176	УИК №3177	УИК №3178	УИК №3179	УИК №3180	УИК №3181	УИК №3182	УИК №3183	УИК №3184	УИК №3185	УИК №3186	УИК №3187	УИК №3188	УИК №3189	УИК №3190	УИК №3191	УИК №3478									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13494	195	541	392	116	703	178	187	206	284	159	313	209	255	513	216	205	440	255	504	143	436	290	690	165	259	168	125	291	339	400	366	238	946	971	954	470	372									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14015	195	626	406	121	718	192	190	213	288	167	319	216	264	521	217	223	447	268	602	148	447	299	722	164	263	170	124	295	340	406	371	246	964	995	992	494	382									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10281	155	444	346	95	596	103	145	104	249	135	300	194	235	284	191	180	374	160	437	135	325	215	398	115	187	136	73	233	225	336	327	153	559	774	739	297	327									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1106	28	51	30	15	32	10	10	55	7	12	6	7	15	27	16	17	25	13	37	5	84	54	31	25	56	22	29	31	81	44	20	50	41	35	53	10	22									
6	Число погашенных избирательных бюллетеней	2628	12	131	30	11	90	79	35	54	32	20	13	15	14	210	10	26	48	95	128	8	38	30	293	24	20	12	22	31	34	26	24	43	364	186	200	187	33									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1106	28	51	30	15	32	10	10	55	7	12	6	7	15	27	16	17	25	13	37	5	84	54	31	25	56	22	29	31	81	44	20	50	41	35	53	10	22									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10281	155	444	346	95	596	103	145	104	249	135	300	194	235	284	191	180	374	160	437	135	325	215	398	115	187	136	73	233	225	336	327	153	559	774	739	297	327									
9	Число недействительных избирательных бюллетеней	99	2	20	0	0	0	2	0	3	0	0	0	0	0	16	0	0	0	3	11	0	0	0	3	0	0	0	0	0	0	0	1	0	17	16	0	5	0									
10	Число действительных избирательных бюллетеней	11288	181	475	376	110	628	111	155	156	256	147	306	201	250	295	207	197	399	170	463	140	409	269	426	140	243	158	102	264	306	380	346	203	583	793	792	302	349									
