Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Акушинская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71					
1	"Число избирателей, внесенных в списки избирателей"	26900	1274	694	1167	525	455	251	336	352	40	833	817	689	56	61	1004	401	811	1144	67	408	927	240	511	601	1099	474	822	474	1432	602	161	1397	208	155	261	722	489	252	329	126	385	174	260	112	618	275	591	305	316	166	868	163					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26352	1271	693	1152	524	450	249	332	347	40	832	816	688	51	61	1001	401	811	1144	67	395	917	235	511	489	1098	469	729	461	1419	577	154	1234	208	155	243	721	483	252	327	126	385	174	260	112	618	275	584	305	316	166	867	157					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	25178	1234	672	1106	504	434	243	332	335	38	825	816	660	50	57	950	385	779	1098	65	387	842	230	510	488	1070	451	670	392	1417	574	152	1184	198	137	221	659	463	241	247	81	371	167	251	108	561	270	561	293	290	166	791	152					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	30	63	0	0	0	0	0	12	12	39	0	0	67	39	0	0	0	0	33	0	0	0	0	0	41	0					
6	Число погашенных избирательных бюллетеней	800	37	21	46	20	16	6	0	12	2	7	0	28	1	4	51	16	32	46	2	8	37	5	1	1	28	18	29	6	2	3	2	50	10	6	10	23	20	11	13	6	14	7	9	4	24	5	23	12	26	0	35	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	30	63	0	0	0	0	0	12	12	39	0	0	67	39	0	0	0	0	33	0	0	0	0	0	41	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25165	1234	672	1106	504	434	243	328	335	37	825	808	660	50	57	950	385	779	1098	65	387	842	230	510	488	1070	451	670	392	1417	574	152	1184	198	137	221	659	463	241	247	81	371	167	251	108	561	270	561	293	290	166	791	152					
9	Число недействительных избирательных бюллетеней	28	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	9	0	0	0	2	2	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0					
10	Число действительных избирательных бюллетеней	25511	1234	672	1106	504	434	243	324	335	37	825	804	660	50	57	950	385	779	1098	65	387	879	230	510	488	1070	451	700	455	1417	574	151	1175	198	149	233	696	461	241	314	120	370	167	251	107	594	270	561	293	288	166	831	152					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	400	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	399	8	8	8	8	8	8	8	8	8	8	8	8	8	8	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7					
