Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Ленинская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117					
1	"Число избирателей, внесенных в списки избирателей"	23375	1807	1797	1489	1440	1361	1229	1478	1276	587	715	1001	1337	1747	1127	340	753	474	295	142	316	748	612	231	547	526					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21900	1650	1650	1300	1300	1250	1100	1350	1200	550	700	950	1150	1600	1150	350	750	550	300	150	350	700	600	200	550	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12315	1062	871	792	751	732	632	783	280	336	446	594	677	694	652	181	433	312	121	93	226	382	389	172	371	333					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2558	41	125	115	95	68	60	50	626	28	128	78	197	262	64	70	75	38	92	21	87	90	22	22	23	81					
6	Число погашенных избирательных бюллетеней	7025	546	654	393	454	449	408	517	294	186	126	278	276	644	434	99	242	200	87	36	37	228	189	6	156	86					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2558	41	125	115	95	68	60	50	626	28	128	78	197	262	64	70	75	38	92	21	87	90	22	22	23	81					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12314	1062	871	792	751	731	632	783	280	336	446	594	677	694	652	181	433	312	121	93	226	382	389	172	371	333					
9	Число недействительных избирательных бюллетеней	125	2	5	4	6	5	5	5	14	4	6	9	1	8	5	2	2	5	0	1	0	9	7	0	13	7					
10	Число действительных избирательных бюллетеней	14747	1101	991	903	840	794	687	828	892	360	568	663	873	948	711	249	506	345	213	113	313	463	404	194	381	407					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	450	16	20	10	20	18	11	20	6	16	37	23	41	30	27	7	34	28	7	2	6	18	33	9	2	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	415	16	16	7	16	18	6	15	4	16	37	23	41	27	27	7	34	28	7	1	5	18	33	9	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	197	15	6	12	5	11	7	14	6	9	2	7	12	22	10	1	15	7	3	5	6	8	5	4	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	35	0	4	3	4	0	5	5	2	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	2	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	490	23	37	21	29	23	19	21	14	18	26	8	15	28	41	6	16	19	21	4	9	21	18	14	25	14					
		3.29%	2.09%	3.71%	2.32%	3.43%	2.88%	2.75%	2.52%	1.55%	4.95%	4.53%	1.19%	1.72%	2.93%	5.73%	2.39%	3.15%	5.43%	9.86%	3.51%	2.88%	4.45%	4.38%	7.22%	6.35%	3.38%					
19	2.Всероссийская политическая партия «Гражданская Сила»	66	4	8	3	7	7	3	1	4	2	2	2	3	7	1	0	3	2	0	0	2	0	1	2	1	1					
		0.44%	0.36%	0.80%	0.33%	0.83%	0.88%	0.43%	0.12%	0.44%	0.55%	0.35%	0.30%	0.34%	0.73%	0.14%	0.00%	0.59%	0.57%	0.00%	0.00%	0.64%	0.00%	0.24%	1.03%	0.25%	0.24%					
20	3.Политическая партия «Демократическая партия России»	25	0	2	0	2	3	0	2	5	1	2	0	2	0	1	0	0	0	0	0	0	1	1	0	1	2					
		0.17%	0.00%	0.20%	0.00%	0.24%	0.38%	0.00%	0.24%	0.55%	0.27%	0.35%	0.00%	0.23%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.24%	0.00%	0.25%	0.48%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1869	129	137	82	154	131	102	108	56	55	43	73	132	116	118	45	57	52	26	17	28	78	40	31	41	18					
		12.57%	11.70%	13.76%	9.04%	18.20%	16.40%	14.74%	12.97%	6.18%	15.11%	7.49%	10.86%	15.10%	12.13%	16.48%	17.93%	11.22%	14.86%	12.21%	14.91%	8.95%	16.53%	9.73%	15.98%	10.41%	4.35%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	30	2	2	1	1	0	4	0	4	0	2	0	2	1	2	0	2	0	0	0	4	0	0	1	1	1					
		0.20%	0.18%	0.20%	0.11%	0.12%	0.00%	0.58%	0.00%	0.44%	0.00%	0.35%	0.00%	0.23%	0.10%	0.28%	0.00%	0.39%	0.00%	0.00%	0.00%	1.28%	0.00%	0.00%	0.52%	0.25%	0.24%					
23	6.Политическая партия «Партия социальной справедливости»	24	3	2	1	1	1	1	3	2	0	0	1	0	1	3	0	1	0	1	1	0	1	0	0	1	0					
		0.16%	0.27%	0.20%	0.11%	0.12%	0.13%	0.14%	0.36%	0.22%	0.00%	0.00%	0.15%	0.00%	0.10%	0.42%	0.00%	0.20%	0.00%	0.47%	0.88%	0.00%	0.21%	0.00%	0.00%	0.25%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1500	130	113	82	118	107	79	87	235	25	58	31	52	99	54	15	36	27	12	7	27	37	12	8	21	28					
		10.09%	11.79%	11.35%	9.04%	13.95%	13.39%	11.42%	10.44%	25.94%	6.87%	10.10%	4.61%	5.95%	10.36%	7.54%	5.98%	7.09%	7.71%	5.63%	6.14%	8.63%	7.84%	2.92%	4.12%	5.33%	6.76%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1417	135	92	69	76	90	73	82	47	33	55	124	101	76	57	18	35	67	16	16	51	25	24	3	43	9					
		9.53%	12.24%	9.24%	7.61%	8.98%	11.26%	10.55%	9.84%	5.19%	9.07%	9.58%	18.45%	11.56%	7.95%	7.96%	7.17%	6.89%	19.14%	7.51%	14.04%	16.29%	5.30%	5.84%	1.55%	10.91%	2.17%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	125	9	7	5	10	5	4	10	11	0	6	2	12	13	6	2	7	1	3	0	3	3	1	0	2	3					
		0.84%	0.82%	0.70%	0.55%	1.18%	0.63%	0.58%	1.20%	1.21%	0.00%	1.05%	0.30%	1.37%	1.36%	0.84%	0.80%	1.38%	0.29%	1.41%	0.00%	0.96%	0.64%	0.24%	0.00%	0.51%	0.72%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9105	660	584	630	435	422	397	508	510	226	368	419	540	603	424	161	348	174	132	67	187	295	306	135	245	329					
		61.22%	59.84%	58.63%	69.46%	51.42%	52.82%	57.37%	60.98%	56.29%	62.09%	64.11%	62.35%	61.78%	63.08%	59.22%	64.14%	68.50%	49.71%	61.97%	58.77%	59.74%	62.50%	74.45%	69.59%	62.18%	79.47%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	96	6	7	9	7	5	5	6	4	0	6	3	14	4	4	2	1	3	2	1	2	2	1	0	0	2					
		0.65%	0.54%	0.70%	0.99%	0.83%	0.63%	0.72%	0.72%	0.44%	0.00%	1.05%	0.45%	1.60%	0.42%	0.56%	0.80%	0.20%	0.86%	0.94%	0.88%	0.64%	0.42%	0.24%	0.00%	0.00%	0.48%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
