Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Ленинская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425					
1	"Число избирателей, внесенных в список избирателей"	22139	1655	1921	1280	1362	1464	1267	1979	316	578	692	978	1366	1676	1025	350	658	480	242	105	359	607	558	193	527	501					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20400	1400	1500	1100	1200	1200	1100	1700	450	600	700	900	1200	1400	1000	300	700	550	300	150	400	700	650	200	500	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10405	868	821	507	636	669	501	810	316	296	337	546	529	628	491	158	327	287	106	79	153	354	303	101	325	257					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1760	43	92	132	69	36	40	74	0	42	108	87	153	168	117	36	99	54	66	13	47	174	31	13	16	50					
6	Число погашенных избирательных бюллетеней	8235	489	587	461	495	495	559	816	134	262	255	267	518	604	392	106	274	209	128	58	200	172	316	86	159	193					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1760	43	92	132	69	36	40	74	0	42	108	87	153	168	117	36	99	54	66	13	47	174	31	13	16	50					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10405	868	821	507	636	669	501	810	316	296	337	546	529	628	491	158	327	287	106	79	153	354	303	101	325	257					
9	Число недействительных избирательных бюллетеней	135	7	9	11	4	6	3	8	4	6	6	6	11	13	7	2	2	4	2	0	0	6	7	0	1	10					
10	Число действительных избирательных бюллетеней	12030	904	904	628	701	699	538	876	312	332	439	627	671	783	601	192	424	337	170	92	200	522	327	114	340	297					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	502	20	15	20	20	20	10	15	0	15	30	25	25	25	30	15	30	30	15	12	10	50	40	15	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	311	16	12	18	16	16	9	12	0	9	4	15	4	10	25	7	15	10	5	12	0	50	24	12	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	148	5	4	4	1	14	8	9	8	6	3	4	9	15	7	1	6	6	1	6	5	11	2	7	1	5					
14	Число погашенных неиспользованных открепительных удостоверений	191	4	3	2	4	4	1	3	0	6	26	10	21	15	5	8	15	20	10	0	10	0	16	3	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	2	0	0	0	1	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2225	224	201	119	176	136	109	183	23	48	64	135	131	141	112	34	62	42	14	22	53	54	50	21	39	32					
		18.29%	24.59%	22.02%	18.62%	24.96%	19.29%	20.15%	20.70%	7.28%	14.20%	14.38%	21.33%	19.21%	17.71%	18.42%	17.53%	14.55%	12.32%	8.14%	23.91%	26.50%	10.23%	14.97%	18.42%	11.44%	10.42%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1747	138	144	122	102	115	92	141	82	42	64	39	108	162	87	22	71	51	19	21	20	31	17	5	25	27					
		14.36%	15.15%	15.77%	19.09%	14.47%	16.31%	17.01%	15.95%	25.95%	12.43%	14.38%	6.16%	15.84%	20.35%	14.31%	11.34%	16.67%	14.96%	11.05%	22.83%	10.00%	5.87%	5.09%	4.39%	7.33%	8.79%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	107	4	15	3	7	8	1	10	0	2	0	5	9	15	5	2	6	2	1	1	0	2	3	2	2	2					
		0.88%	0.44%	1.64%	0.47%	0.99%	1.13%	0.18%	1.13%	0.00%	0.59%	0.00%	0.79%	1.32%	1.88%	0.82%	1.03%	1.41%	0.59%	0.58%	1.09%	0.00%	0.38%	0.90%	1.75%	0.59%	0.65%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2749	244	225	174	204	188	147	213	27	107	64	146	139	173	126	53	114	103	38	18	42	49	42	24	50	39					
		22.60%	26.78%	24.64%	27.23%	28.94%	26.67%	27.17%	24.10%	8.54%	31.66%	14.38%	23.06%	20.38%	21.73%	20.72%	27.32%	26.76%	30.21%	22.09%	19.57%	21.00%	9.28%	12.57%	21.05%	14.66%	12.70%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	233	15	30	9	17	23	22	23	2	0	6	10	19	14	7	1	1	6	2	4	5	2	3	1	3	8					
		1.92%	1.65%	3.29%	1.41%	2.41%	3.26%	4.07%	2.60%	0.63%	0.00%	1.35%	1.58%	2.79%	1.76%	1.15%	0.52%	0.23%	1.76%	1.16%	4.35%	2.50%	0.38%	0.90%	0.88%	0.88%	2.61%					
