Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Сухиничская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644					
1	"Число избирателей, внесенных в списки"	21242	1454	1453	1762	1984	1646	2075	2602	1677	257	359	346	223	253	138	324	455	154	185	458	238	646	233	376	175	235	849	269	213	203					
2	"Число бюллетеней, полученных участковыми комиссиями"	19850	1400	1400	1600	1800	1600	2000	2300	1600	250	340	320	210	230	130	300	420	130	150	450	210	600	220	350	150	220	820	250	200	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10352	748	701	774	980	789	978	1206	916	135	181	181	114	160	59	143	127	110	103	207	133	288	148	173	99	105	411	160	136	87					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1834	61	32	10	68	45	55	37	79	54	78	74	69	31	43	100	183	17	42	115	56	104	40	81	34	69	149	35	28	45					
6	Число погашенных бюллетеней	7664	591	667	816	752	766	967	1057	605	61	81	65	27	39	28	57	110	3	5	128	21	208	32	96	17	46	260	55	36	68					
7	Число бюллетеней в переносных ящиках для голосования	1834	61	32	10	68	45	55	37	79	54	78	74	69	31	43	100	183	17	42	115	56	104	40	81	34	69	149	35	28	45					
8	Число бюллетеней в стационарных ящиках для голосования	10350	748	701	774	980	788	978	1206	915	135	181	181	114	160	59	143	127	110	103	207	133	288	148	173	99	105	411	160	136	87					
9	Число недействительных бюллетеней	176	9	15	5	12	18	7	32	20	0	2	3	5	7	1	1	3	1	0	3	5	5	1	8	5	0	3	0	2	3					
10	Число действительных бюллетеней	12008	800	718	779	1036	815	1026	1211	974	189	257	252	178	184	101	242	307	126	145	319	184	387	187	246	128	174	557	195	162	129					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	399	20	20	30	29	25	30	30	25	5	5	10	5	10	5	15	15	5	5	15	5	20	5	15	5	5	25	5	5	5					
