Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Котельничская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624					
1	"Число избирателей, внесенных в списки избирателей"	15153	338	1156	1183	368	544	150	326	189	424	77	212	903	123	772	255	378	969	114	200	420	673	189	618	98	248	1234	484	157	121	310	212	1041	667					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15739	360	1180	1226	383	570	156	352	197	434	72	222	893	128	791	272	428	983	125	226	436	711	198	646	100	264	1272	500	167	131	324	222	1072	698					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9776	227	650	690	241	345	95	242	126	310	41	138	559	108	498	155	241	644	69	111	287	428	128	377	73	191	729	329	131	86	201	152	744	430					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1817	48	126	127	54	68	21	29	25	46	25	32	73	7	59	39	58	156	19	58	57	107	14	122	7	13	87	71	22	12	51	31	72	81					
6	Число погашенных избирательных бюллетеней	4146	85	404	409	88	157	40	81	46	78	6	52	261	13	234	78	129	183	37	57	92	176	56	147	20	60	456	100	14	33	72	39	256	187					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1817	48	126	127	54	68	21	29	25	46	25	32	73	7	59	39	58	156	19	58	57	107	14	122	7	13	87	71	22	12	51	31	72	81					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9773	227	650	690	241	345	95	242	126	310	41	138	559	108	498	154	241	644	69	111	285	428	128	377	73	191	729	329	131	86	201	152	744	430					
9	Число недействительных избирательных бюллетеней	121	4	2	11	4	5	0	1	2	2	0	4	3	2	3	2	5	9	0	0	2	11	1	1	2	1	10	7	3	0	4	3	5	12					
10	Число действительных избирательных бюллетеней	11469	271	774	806	291	408	116	270	149	354	66	166	629	113	554	191	294	791	88	169	340	524	141	498	78	203	806	393	150	98	248	180	811	499					
