Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Юрьев-Польская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	27449	1945	1015	1030	967	1039	2013	1791	922	899	667	437	894	303	300	323	345	598	287	343	705	587	612	695	570	325	246	838	1189	826	504	173	268	390	263	272	255	217	243	1135	1018									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27515	1940	1015	1025	965	990	2015	1795	930	900	660	435	895	300	295	325	345	600	285	345	715	620	655	700	575	320	250	845	1190	825	510	180	275	390	255	270	255	215	240	1145	1025									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11259	787	420	524	437	467	827	775	423	410	213	156	355	153	148	113	122	205	132	195	241	186	246	246	206	113	112	411	482	321	187	86	142	149	59	122	109	40	110	389	440									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2362	69	35	28	47	65	45	42	41	39	49	55	72	55	37	50	55	62	26	18	129	134	109	79	87	74	45	64	104	84	82	19	33	66	103	28	24	54	20	114	20									
6	Число погашенных избирательных бюллетеней	13894	1084	560	473	481	458	1143	978	466	451	398	224	468	92	110	162	168	333	127	132	345	300	300	375	282	133	93	370	604	420	241	75	100	175	93	120	122	121	110	642	565									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2362	69	35	28	47	65	45	42	41	39	49	55	72	55	37	50	55	62	26	18	129	134	109	79	87	74	45	64	104	84	82	19	33	66	103	28	24	54	20	114	20									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11259	787	420	524	437	467	827	775	423	410	213	156	355	153	148	113	122	205	132	195	241	186	246	246	206	113	112	411	482	321	187	86	142	149	59	122	109	40	110	389	440									
9	Число недействительных избирательных бюллетеней	234	0	8	11	17	8	10	18	13	6	4	3	10	1	2	1	0	2	3	5	4	11	6	5	7	0	2	5	13	1	7	2	1	5	1	2	5	2	3	11	19									
10	Число действительных избирательных бюллетеней	13387	856	447	541	467	524	862	799	451	443	258	208	417	207	183	162	177	265	155	208	366	309	349	320	286	187	155	470	573	404	262	103	174	210	161	148	128	92	127	492	441									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	363	15	10	7	5	10	10	15	10	10	3	2	7	5	3	5	5	6	5	5	17	36	44	8	6	2	5	7	10	14	8	2	11	8	2	9	5	5	5	13	8									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	360	15	10	7	5	10	10	15	10	10	3	2	7	5	3	5	5	6	2	5	17	36	44	8	6	2	5	7	10	14	8	2	11	8	2	9	5	5	5	13	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	152	13	3	4	1	7	5	7	5	10	7	0	4	5	1	2	1	2	1	2	5	4	2	2	1	0	2	3	7	1	2	0	2	3	9	7	4	2	3	9	4									
14	Число погашенных неиспользованных открепительных удостоверений	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	37	7	0	2	0	1	1	2	1	2	2	0	1	0	0	1	0	2	0	1	3	1	0	3	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
