Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
Наименование Избирательной комиссии:    Чебаркульская																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506					
1	"Число избирателей, внесенных в списки"	21203	1030	737	320	387	1658	483	126	518	1910	241	214	247	277	224	292	122	418	128	154	670	213	105	547	2515	165	364	140	1978	183	440	250	334	214	202	208	1343	241	208	369	550	329	149					
2	"Число бюллетеней, полученных участковыми комиссиями"	19290	1020	686	250	376	1475	450	110	445	1711	205	200	212	250	200	270	155	393	125	147	597	189	101	506	2153	385	316	128	1735	170	380	220	313	191	170	188	1157	224	192	340	492	321	142					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10940	530	518	174	196	830	306	53	226	881	102	116	157	140	153	114	122	250	76	106	310	77	76	236	1330	149	204	81	1008	101	250	128	140	126	130	93	572	107	105	211	254	148	54					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	439	0	0	0	4	32	12	0	10	51	0	6	6	15	7	0	0	17	9	0	5	0	0	20	38	16	2	4	18	3	9	13	9	7	4	7	14	0	10	0	23	58	10					
6	Число погашенных бюллетеней	7911	490	168	76	176	613	132	57	209	779	103	78	49	95	40	156	33	126	40	41	282	112	25	250	785	220	110	43	709	66	121	79	164	58	36	88	571	117	77	129	215	115	78					
7	Число бюллетеней в переносных ящиках для голосования	439	0	0	0	4	32	12	0	10	51	0	6	6	15	7	0	0	17	9	0	5	0	0	20	38	16	2	4	18	3	9	13	9	7	4	7	14	0	10	0	23	58	10					
8	Число бюллетеней в стационарных ящиках для голосования	10936	530	518	174	196	830	306	53	226	881	100	116	157	140	153	114	122	250	76	106	310	77	76	236	1328	149	204	81	1008	101	250	128	140	126	130	93	572	107	105	211	254	148	54					
9	Число недействительных бюллетеней	299	28	15	8	6	19	11	1	9	20	2	7	3	10	3	4	4	2	2	2	5	2	3	7	28	3	9	0	24	3	0	8	6	6	1	6	9	0	3	10	6	1	3					
10	Число действительных бюллетеней	11076	502	503	166	194	843	307	52	227	912	98	115	160	145	157	110	118	265	83	104	310	75	73	249	1338	162	197	85	1002	101	259	133	143	127	133	94	577	107	112	201	271	205	61					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	188	12	6	3	3	14	3	2	3	16	2	2	2	3	2	3	2	3	2	2	6	2	2	4	18	3	3	2	16	2	3	2	4	2	2	2	13	0	2	4	6	3	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	65	2	4	2	0	1	0	0	2	9	0	2	0	0	0	0	0	1	0	1	2	0	0	3	15	0	0	0	3	0	1	1	1	0	0	0	10	0	0	0	5	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	94	6	16	5	0	2	0	1	2	6	5	0	0	0	2	0	0	7	5	0	6	2	0	0	5	3	3	0	3	0	2	1	0	1	3	2	0	0	1	0	2	1	2					
14	Число погашенных открепительных удостоверений	123	10	2	1	3	13	3	2	1	7	2	0	2	3	2	3	2	2	2	1	4	2	2	1	3	3	3	2	13	2	2	1	3	2	2	2	3	0	2	4	1	3	2					
15	Число открепительных удостоверений выданных ТИК	12	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	"1. ""ЕДИНЕНИЕ"""	182	10	14	1	8	7	2	2	5	7	1	1	2	3	4	5	1	7	1	1	4	4	2	2	8	2	9	0	15	0	5	1	1	3	5	3	10	8	4	4	5	1	4					
		1.6%	1.88%	2.70%	0.57%	4.0%	0.81%	0.62%	3.77%	2.11%	0.75%	1.0%	0.81%	1.22%	1.93%	2.5%	4.38%	0.81%	2.62%	1.17%	0.94%	1.26%	5.19%	2.63%	0.78%	0.58%	1.21%	4.36%	0.0%	1.46%	0.0%	1.93%	0.70%	0.67%	2.25%	3.73%	3.0%	1.70%	7.47%	3.47%	1.89%	1.80%	0.48%	6.25%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	165	9	11	2	2	5	3	0	5	7	1	6	3	1	2	2	0	3	2	1	1	2	1	7	31	4	1	0	19	0	4	2	1	4	2	3	8	1	3	1	4	1	0					
		1.45%	1.69%	2.12%	1.14%	1.0%	0.58%	0.94%	0.0%	2.11%	0.75%	1.0%	4.91%	1.84%	0.64%	1.25%	1.75%	0.0%	1.12%	2.35%	0.94%	0.31%	2.59%	1.31%	2.73%	2.26%	2.42%	0.48%	0.0%	1.85%	0.0%	1.54%	1.41%	0.67%	3.00%	1.49%	3.0%	1.36%	0.93%	2.60%	0.47%	1.44%	0.48%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	525	39	26	19	3	33	8	0	13	44	14	8	4	11	3	3	1	21	6	13	14	5	1	14	52	9	10	5	48	8	7	8	3	8	1	7	26	3	4	5	8	8	2					
		4.61%	7.35%	5.01%	10.91%	1.5%	3.82%	2.51%	0.0%	5.50%	4.72%	14.0%	6.55%	2.45%	7.09%	1.87%	2.63%	0.81%	7.86%	7.05%	12.26%	4.44%	6.49%	1.31%	5.46%	3.80%	5.45%	4.85%	5.88%	4.67%	7.69%	2.70%	5.67%	2.01%	6.01%	0.74%	7.0%	4.43%	2.80%	3.47%	2.36%	2.88%	3.88%	3.12%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	299	13	18	2	1	15	5	4	8	22	4	2	1	3	1	1	0	9	0	0	9	3	1	8	49	7	4	0	33	2	1	8	3	3	1	7	21	0	7	8	7	8	0					
		2.62%	2.45%	3.47%	1.14%	0.5%	1.74%	1.57%	7.54%	3.38%	2.36%	4.0%	1.63%	0.61%	1.93%	0.62%	0.87%	0.0%	3.37%	0.0%	0.0%	2.85%	3.89%	1.31%	3.12%	3.58%	4.24%	1.94%	0.0%	3.21%	1.92%	0.38%	5.67%	2.01%	2.25%	0.74%	7.0%	3.58%	0.0%	6.08%	3.79%	2.52%	3.88%	0.0%					
22	"5. ""За Русь Святую"""	40	2	2	2	0	2	0	0	0	3	0	1	0	0	0	0	1	3	0	0	2	0	2	0	6	0	0	0	2	0	0	0	1	1	4	1	2	0	0	0	3	0	0					
		0.35%	0.37%	0.38%	1.14%	0.0%	0.23%	0.0%	0.0%	0.0%	0.32%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%	0.81%	1.12%	0.0%	0.0%	0.63%	0.0%	2.63%	0.0%	0.43%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.67%	0.75%	2.98%	1.0%	0.34%	0.0%	0.0%	0.0%	1.08%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	39	1	1	3	1	2	1	0	1	1	0	2	0	0	1	1	0	1	0	1	3	0	0	1	5	1	1	0	4	0	0	0	2	2	0	0	0	0	1	0	0	2	0					
		0.34%	0.18%	0.19%	1.72%	0.5%	0.23%	0.31%	0.0%	0.42%	0.10%	0.0%	1.63%	0.0%	0.0%	0.62%	0.87%	0.0%	0.37%	0.0%	0.94%	0.95%	0.0%	0.0%	0.39%	0.36%	0.60%	0.48%	0.0%	0.38%	0.0%	0.0%	0.0%	1.34%	1.50%	0.0%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	0.97%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	69	0	8	0	0	4	0	0	1	8	2	0	0	0	1	0	2	0	2	0	0	0	0	2	15	0	1	0	5	1	1	0	1	1	0	0	8	0	3	1	1	1	0					
		0.60%	0.0%	1.54%	0.0%	0.0%	0.46%	0.0%	0.0%	0.42%	0.85%	2.0%	0.0%	0.0%	0.0%	0.62%	0.0%	1.63%	0.0%	2.35%	0.0%	0.0%	0.0%	0.0%	0.78%	1.09%	0.0%	0.48%	0.0%	0.48%	0.96%	0.38%	0.0%	0.67%	0.75%	0.0%	0.0%	1.36%	0.0%	2.60%	0.47%	0.36%	0.48%	0.0%					
25	"8. ""Народно-республиканская партия России"""	23	1	0	2	0	0	0	0	0	3	0	0	1	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	1	0	3	0	0	1	1	0	3					
		0.20%	0.18%	0.0%	1.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.61%	0.0%	0.0%	0.87%	0.0%	0.37%	1.17%	0.0%	0.0%	0.0%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	0.75%	0.74%	0.0%	0.51%	0.0%	0.0%	0.47%	0.36%	0.0%	4.68%					
26	"9. ""Российская экологическая партия ""Зеленые"""	67	0	1	0	0	5	1	0	0	1	0	1	0	1	0	0	0	0	0	2	3	0	0	2	3	0	32	2	5	0	1	0	0	1	0	0	1	2	0	1	1	1	0					
		0.58%	0.0%	0.19%	0.0%	0.0%	0.58%	0.31%	0.0%	0.0%	0.10%	0.0%	0.81%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	1.88%	0.95%	0.0%	0.0%	0.78%	0.21%	0.0%	15.53%	2.35%	0.48%	0.0%	0.38%	0.0%	0.0%	0.75%	0.0%	0.0%	0.17%	1.86%	0.0%	0.47%	0.36%	0.48%	0.0%					
27	"10. ""Аграрная партия России"""	687	17	11	5	9	49	25	0	25	38	6	16	16	12	29	9	19	23	3	9	19	1	5	6	85	11	1	6	48	14	22	8	9	7	11	3	46	24	8	12	11	3	6					
		6.03%	3.20%	2.12%	2.87%	4.5%	5.68%	7.86%	0.0%	10.59%	4.07%	6.0%	13.11%	9.81%	7.74%	18.12%	7.89%	15.57%	8.61%	3.52%	8.49%	6.03%	1.29%	6.57%	2.34%	6.22%	6.66%	0.48%	7.05%	4.67%	13.46%	8.49%	5.67%	6.04%	5.26%	8.20%	3.0%	7.84%	22.42%	6.95%	5.68%	3.97%	1.45%	9.37%					
28	"11. ""Истинные патриоты России"""	33	0	0	0	4	0	0	0	0	3	0	0	0	1	0	0	2	1	0	0	0	1	0	1	3	2	2	0	0	2	1	0	0	0	2	0	3	0	1	0	2	1	1					
		0.29%	0.0%	0.0%	0.0%	2.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	1.63%	0.37%	0.0%	0.0%	0.0%	1.29%	0.0%	0.39%	0.21%	1.21%	0.97%	0.0%	0.0%	1.92%	0.38%	0.0%	0.0%	0.0%	1.49%	0.0%	0.51%	0.0%	0.86%	0.0%	0.72%	0.48%	1.56%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	95	5	6	2	2	6	1	0	2	6	0	2	1	0	2	1	1	1	1	0	1	1	1	4	17	0	0	0	11	0	0	2	1	0	0	3	4	0	1	3	2	4	1					
		0.83%	0.94%	1.15%	1.14%	1.0%	0.69%	0.31%	0.0%	0.84%	0.64%	0.0%	1.63%	0.61%	0.0%	1.25%	0.87%	0.81%	0.37%	1.17%	0.0%	0.31%	1.29%	1.31%	1.56%	1.24%	0.0%	0.0%	0.0%	1.07%	0.0%	0.0%	1.41%	0.67%	0.0%	0.0%	3.0%	0.68%	0.0%	0.86%	1.42%	0.72%	1.94%	1.56%					
30	"13. ""Демократическая партия России"""	36	0	1	0	1	3	1	0	0	2	0	0	0	1	1	0	0	3	0	1	3	0	1	1	0	0	0	0	4	0	0	0	0	0	1	0	4	0	1	1	2	2	2					
		0.31%	0.0%	0.19%	0.0%	0.5%	0.34%	0.31%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.64%	0.62%	0.0%	0.0%	1.12%	0.0%	0.94%	0.95%	0.0%	1.31%	0.39%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.68%	0.0%	0.86%	0.47%	0.72%	0.97%	3.12%					
