Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Урус-Мартановская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286					
1	"Число избирателей, внесенных в списки избирателей"	54658	2580	2098	1844	1510	1963	1763	2304	1985	2308	1860	1275	1629	1870	1269	1742	2160	2056	986	1330	1180	996	2113	906	2693	2758	2462	2807	2114	1074	1023					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	54658	2580	2098	1844	1510	1963	1763	2304	1985	2308	1860	1275	1629	1870	1269	1742	2160	2056	986	1330	1180	996	2113	906	2693	2758	2462	2807	2114	1074	1023					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	324	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	53765	2554	2080	1825	1495	1943	1745	2278	1957	2287	1526	1243	1609	1852	1242	1724	2133	2038	965	1317	1170	986	2104	889	2667	2746	2440	2793	2088	1062	1007					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	246	6	7	12	9	12	11	14	17	12	0	13	6	3	8	7	12	13	12	5	6	2	4	3	6	2	11	7	14	3	9					
6	Число погашенных избирательных бюллетеней	323	20	11	7	6	8	7	12	11	9	10	19	14	15	19	11	15	5	9	8	4	8	5	14	20	10	11	7	12	9	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	570	6	7	12	9	12	11	14	17	12	324	13	6	3	8	7	12	13	12	5	6	2	4	3	6	2	11	7	14	3	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	53735	2554	2080	1823	1491	1943	1742	2278	1956	2287	1526	1243	1607	1852	1237	1724	2133	2035	965	1312	1170	986	2101	889	2667	2746	2438	2793	2088	1062	1007					
9	Число недействительных избирательных бюллетеней	38	1	1	4	0	0	7	0	0	0	0	12	0	0	0	0	4	3	3	0	0	0	0	0	0	0	1	2	0	0	0					
10	Число действительных избирательных бюллетеней	54267	2559	2086	1831	1500	1955	1746	2292	1973	2299	1850	1244	1613	1855	1245	1731	2141	2045	974	1317	1176	988	2105	892	2673	2748	2448	2798	2102	1065	1016					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	399	15	15	13	13	13	13	15	13	15	13	13	13	13	13	13	15	15	10	12	12	10	15	12	15	15	15	15	13	12	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	397	15	15	13	13	13	13	14	12	15	13	13	13	13	13	13	15	15	10	12	12	10	15	12	15	15	15	15	13	12	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	26	0	0	2	1	0	2	0	0	7	0	0	0	0	3	0	2	0	2	1	0	2	3	0	0	0	0	0	0	0	1					
