Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Лахденпохская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267					
1	"Число избирателей, внесенных в списки"	13925	1503	1339	1253	706	622	804	1205	196	414	51	126	770	168	658	330	206	114	719	422	64	160	79	611	540	221	193	451					
2	"Число бюллетеней, полученных участковыми комиссиями"	12962	1500	1230	1150	640	560	730	1100	198	410	73	135	670	176	540	320	207	123	670	390	66	174	85	480	510	185	200	440					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6854	697	604	685	357	266	266	557	75	212	51	88	455	111	364	171	110	48	322	231	35	68	48	311	304	140	89	189					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	282	25	8	10	14	9	2	7	1	14	0	9	7	0	17	23	0	4	34	23	6	4	13	26	8	0	6	12					
6	Число погашенных бюллетеней	5826	778	618	455	269	285	462	536	122	184	22	38	208	65	159	126	97	71	314	136	25	102	24	143	198	45	105	239					
7	Число бюллетеней в переносных ящиках для голосования	282	25	8	10	14	9	2	7	1	14	0	9	7	0	17	23	0	4	34	23	6	4	13	26	8	0	6	12					
8	Число бюллетеней в стационарных ящиках для голосования	6850	697	601	685	357	265	266	557	75	212	51	88	455	111	364	171	110	48	322	231	35	68	48	311	304	140	89	189					
9	Число недействительных бюллетеней	112	10	4	10	7	2	7	6	0	4	0	0	8	3	7	0	2	3	4	3	1	15	0	2	9	1	1	3					
10	Число действительных бюллетеней	7020	712	605	685	364	272	261	558	76	222	51	97	454	108	374	194	108	49	352	251	40	57	61	335	303	139	94	198					
