Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Нерчинско-Заводская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672					
1	"Число избирателей, внесенных в список избирателей"	8427	459	620	225	105	224	130	223	233	909	90	332	227	583	2204	304	42	252	243	192	335	495					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8475	427	648	212	107	229	133	227	234	937	87	342	225	603	2200	291	43	271	240	184	344	491					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4205	195	266	121	56	97	56	108	158	377	74	166	166	333	1011	174	21	160	159	99	175	233					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	405	24	58	1	3	9	7	17	12	44	0	30	10	26	80	9	0	18	7	21	29	0					
6	Число погашенных избирательных бюллетеней	3825	168	324	90	48	123	70	102	64	516	13	146	49	244	1109	108	22	93	74	64	140	258					
7	Число избирательных бюллетеней в переносных ящиках для голосования	445	64	58	1	3	9	7	17	12	44	0	30	10	26	80	9	0	18	7	21	29	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4205	195	266	121	56	97	56	108	158	377	74	166	166	333	1011	174	21	160	159	99	175	233					
9	Число недействительных избирательных бюллетеней	69	3	8	0	0	1	3	1	5	9	1	2	4	7	16	1	0	2	1	0	3	2					
10	Число действительных избирательных бюллетеней	4581	256	316	122	59	105	60	124	165	412	73	194	172	352	1075	182	21	176	165	120	201	231					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	252	10	15	5	5	5	5	8	8	11	5	20	10	15	60	10	5	20	10	5	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	111	2	14	0	0	2	0	0	8	11	0	4	5	11	19	3	0	17	0	3	7	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	48	4	1	2	1	1	1	0	2	1	1	0	1	0	20	2	1	2	2	2	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	141	8	1	5	5	3	5	8	0	0	5	16	5	4	41	7	5	3	10	2	3	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	521	21	24	5	4	6	18	18	20	55	5	28	27	38	154	20	2	17	9	4	20	26					
		11.20%	8.11%	7.41%	4.10%	6.78%	5.66%	28.57%	14.40%	11.76%	13.06%	6.76%	14.29%	15.34%	10.58%	14.12%	10.93%	9.52%	9.55%	5.42%	3.33%	9.80%	11.16%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	792	47	27	29	10	18	6	14	40	87	9	30	42	52	171	34	7	44	31	23	29	42					
		17.03%	18.15%	8.33%	23.77%	16.95%	16.98%	9.52%	11.20%	23.53%	20.67%	12.16%	15.31%	23.86%	14.48%	15.67%	18.58%	33.33%	24.72%	18.67%	19.17%	14.22%	18.03%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	1	3	1	0	2	1	4	0	4	2	4	2	2	12	2	0	0	1	3	3	1					
		1.03%	0.39%	0.93%	0.82%	0.00%	1.89%	1.59%	3.20%	0.00%	0.95%	2.70%	2.04%	1.14%	0.56%	1.10%	1.09%	0.00%	0.00%	0.60%	2.50%	1.47%	0.43%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	887	86	66	19	4	14	19	36	40	49	12	30	26	65	255	24	2	34	29	11	13	53					
		19.08%	33.20%	20.37%	15.57%	6.78%	13.21%	30.16%	28.80%	23.53%	11.64%	16.22%	15.31%	14.77%	18.11%	23.37%	13.11%	9.52%	19.10%	17.47%	9.17%	6.37%	22.75%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	27	0	0	1	2	1	0	0	0	0	0	1	1	0	9	2	0	2	3	0	2	3					
		0.58%	0.00%	0.00%	0.82%	3.39%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.57%	0.00%	0.82%	1.09%	0.00%	1.12%	1.81%	0.00%	0.98%	1.29%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2295	101	196	67	39	64	15	51	64	215	45	100	74	195	472	100	10	79	92	79	133	104					
		49.35%	38.99%	60.49%	54.92%	66.10%	60.38%	23.81%	40.80%	37.65%	51.07%	60.81%	51.02%	42.05%	54.32%	43.26%	54.64%	47.62%	44.38%	55.42%	65.83%	65.20%	44.64%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	11	0	0	0	0	0	1	1	1	2	0	1	0	0	2	0	0	0	0	0	1	2					
		0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%	0.80%	0.59%	0.48%	0.00%	0.51%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.86%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
