Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
Наименование Избирательной комиссии:    Кировская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615					
1	"Число избирателей, внесенных в списки избирателей"	75768	2165	2115	2191	2207	2145	2116	2367	2234	1389	998	331	2881	2158	2454	752	550	872	526	2773	2676	2775	2751	2735	2849	2786	2602	2692	2457	2714	1430	1171	301	2218	1924	103	639	602	1299	1067	990	812	389	190	1174	381	188	431	198					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	73487	2100	2100	2150	2150	2050	2000	2300	2200	1300	950	300	2800	2150	1912	750	550	850	500	2650	2650	2650	2700	2650	2750	2700	2500	2600	2400	2550	1400	1150	250	2250	2000	105	650	650	1300	1050	1000	900	350	150	1200	350	142	450	228					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	37301	978	967	1003	1099	1134	1082	1135	857	824	517	131	1340	967	1198	338	173	489	278	1408	1505	1539	1443	1446	1511	1379	1269	1154	1281	1221	769	618	180	1155	1016	78	328	424	510	511	428	323	137	86	600	152	68	178	74					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1982	21	24	18	10	15	41	19	58	20	42	35	36	36	32	26	74	19	5	34	35	20	22	21	12	257	14	47	35	14	17	15	6	20	18	12	92	19	50	29	75	81	91	16	53	61	54	143	88					
6	Число погашенных избирательных бюллетеней	34204	1101	1109	1129	1041	901	877	1146	1285	456	391	134	1424	1147	682	386	303	342	217	1208	1110	1091	1235	1183	1227	1064	1217	1399	1084	1315	614	517	64	1075	966	15	230	207	740	510	497	496	122	48	547	137	20	129	66					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1982	21	24	18	10	15	41	19	58	20	42	35	36	36	32	26	74	19	5	34	35	20	22	21	12	257	14	47	35	14	17	15	6	20	18	12	92	19	50	29	75	81	91	16	53	61	54	143	88					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	37274	977	966	1003	1097	1133	1082	1132	857	824	517	131	1339	967	1198	338	173	489	277	1408	1505	1537	1443	1444	1511	1374	1269	1150	1280	1221	767	618	180	1155	1016	78	328	424	510	511	427	323	137	86	600	152	68	178	74					
9	Число недействительных избирательных бюллетеней	354	6	11	10	6	6	7	6	4	2	3	0	15	11	14	2	3	4	3	7	9	12	7	13	19	30	9	18	13	14	4	8	2	19	8	0	1	8	8	2	2	5	5	3	7	2	2	1	3					
10	Число действительных избирательных бюллетеней	38902	992	979	1011	1101	1142	1116	1145	911	842	556	166	1360	992	1216	362	244	504	279	1435	1531	1545	1458	1452	1504	1601	1274	1179	1302	1221	780	625	184	1156	1026	90	419	435	552	538	500	399	223	99	646	211	120	320	159					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1363	38	38	38	38	18	38	38	38	30	25	9	38	30	30	25	20	20	10	38	28	38	20	33	38	18	23	38	38	38	25	25	9	40	40	10	34	39	30	30	30	20	20	20	30	20	20	40	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	872	16	11	15	14	14	13	21	12	6	7	2	38	28	19	25	20	17	5	19	21	31	19	14	19	17	16	16	22	20	18	15	4	40	40	3	34	37	14	16	12	12	16	13	30	20	6	40	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	588	6	4	4	16	24	9	6	23	6	14	9	37	11	20	9	11	16	9	29	18	29	9	9	14	5	25	9	14	9	10	18	5	8	7	17	13	17	7	12	8	5	6	3	8	9	2	10	19					
14	Число погашенных неиспользованных открепительных удостоверений	491	22	27	23	24	4	25	17	26	24	18	7	0	2	11	0	0	3	5	19	7	7	1	19	19	1	7	22	16	18	7	10	5	0	0	7	0	2	16	14	18	8	4	7	0	0	14	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	2	4	3	2	2	2	1	1	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	1.Политическая партия «Аграрная партия России»	1034	25	43	28	23	32	36	20	14	18	9	0	31	34	20	6	6	15	8	37	61	46	47	33	41	50	38	31	34	25	13	10	7	33	41	2	8	5	16	18	20	15	5	1	19	1	4	2	3					
		2.63%	2.51%	4.34%	2.74%	2.08%	2.79%	3.21%	1.74%	1.53%	2.13%	1.61%	0.00%	2.25%	3.39%	1.63%	1.65%	2.43%	2.95%	2.84%	2.57%	3.96%	2.95%	3.21%	2.25%	2.69%	3.07%	2.96%	2.59%	2.59%	2.02%	1.66%	1.58%	3.76%	2.81%	3.97%	2.22%	1.90%	1.13%	2.86%	3.33%	3.98%	3.71%	2.19%	0.98%	2.91%	0.47%	3.28%	0.62%	1.85%					
19	2.Всероссийская политическая партия «Гражданская Сила»	518	10	10	13	20	7	19	25	15	5	11	1	16	10	15	3	1	3	2	23	21	28	20	24	43	25	34	22	19	18	17	6	0	5	6	0	2	1	1	4	4	3	0	0	2	0	0	2	2					
		1.32%	1.00%	1.01%	1.27%	1.81%	0.61%	1.69%	2.17%	1.64%	0.59%	1.97%	0.60%	1.16%	0.99%	1.22%	0.82%	0.40%	0.59%	0.71%	1.60%	1.36%	1.80%	1.37%	1.64%	2.82%	1.53%	2.65%	1.84%	1.44%	1.46%	2.17%	0.95%	0.00%	0.43%	0.58%	0.00%	0.48%	0.23%	0.18%	0.74%	0.80%	0.74%	0.00%	0.00%	0.31%	0.00%	0.00%	0.62%	1.23%					
20	3.Политическая партия «Демократическая партия России»	38	2	2	1	1	0	1	1	1	1	0	0	1	3	1	0	0	0	1	1	0	2	1	2	1	1	1	1	2	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1					
		0.10%	0.20%	0.20%	0.10%	0.09%	0.00%	0.09%	0.09%	0.11%	0.12%	0.00%	0.00%	0.07%	0.30%	0.08%	0.00%	0.00%	0.00%	0.35%	0.07%	0.00%	0.13%	0.07%	0.14%	0.07%	0.06%	0.08%	0.08%	0.15%	0.08%	0.13%	0.16%	0.54%	0.00%	0.00%	0.00%	0.24%	0.00%	0.18%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.82%	0.31%	0.62%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4538	137	108	95	111	141	110	104	96	97	39	12	188	155	133	42	15	38	38	165	189	205	189	160	171	177	203	165	205	165	61	69	14	98	80	3	29	60	62	99	74	66	12	5	106	18	8	13	8					
		11.56%	13.73%	10.91%	9.30%	10.03%	12.28%	9.80%	9.04%	10.49%	11.49%	6.98%	7.23%	13.67%	15.45%	10.81%	11.54%	6.07%	7.48%	13.48%	11.44%	12.27%	13.17%	12.90%	10.92%	11.23%	10.85%	15.82%	13.78%	15.59%	13.36%	7.78%	10.90%	7.53%	8.34%	7.74%	3.33%	6.90%	13.54%	11.07%	18.33%	14.74%	16.34%	5.26%	4.90%	16.23%	8.45%	6.56%	4.05%	4.94%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	498	8	12	16	20	18	18	16	14	8	7	3	21	11	12	2	0	1	4	27	17	24	32	27	27	18	17	13	13	20	21	6	1	9	6	0	1	4	5	5	2	2	0	0	5	1	0	4	0					
		1.27%	0.80%	1.21%	1.57%	1.81%	1.57%	1.60%	1.39%	1.53%	0.95%	1.25%	1.81%	1.53%	1.10%	0.98%	0.55%	0.00%	0.20%	1.42%	1.87%	1.10%	1.54%	2.18%	1.84%	1.77%	1.10%	1.33%	1.09%	0.99%	1.62%	2.68%	0.95%	0.54%	0.77%	0.58%	0.00%	0.24%	0.90%	0.89%	0.93%	0.40%	0.50%	0.00%	0.00%	0.77%	0.47%	0.00%	1.25%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	75	5	1	3	1	3	5	0	2	3	0	0	2	2	6	1	0	0	2	2	2	1	3	1	5	5	2	2	2	3	2	0	0	2	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0					
