Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Кировская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612					
1	"Число избирателей, внесенных в список избирателей"	77731	2190	2251	2118	2302	2285	2112	2112	2302	1367	1075	363	2812	2120	2840	770	578	957	573	2664	2727	2670	2739	2792	2921	2727	2627	2845	2703	3019	1497	1289	315	2098	2231	89	725	695	1337	828	996	1165	1131	496	176	312	124	481	185					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	72147	2100	2200	2000	2200	2200	2100	2100	2200	1300	1000	320	2500	2100	2200	750	550	850	500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	3000	1400	1200	300	2000	2000	84	700	650	1150	800	950	1000	1100	450	170	300	120	450	153					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	35859	1005	1064	954	1069	1135	954	962	820	690	496	145	1226	897	1248	312	169	486	302	1230	1387	1527	1432	1407	1478	1346	1276	1182	1232	1381	738	618	159	1023	1118	58	312	403	409	277	310	464	412	119	86	93	23	344	81					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1585	14	20	27	28	19	26	18	30	21	31	11	35	37	34	26	44	11	12	16	40	13	26	11	10	161	13	29	24	13	12	18	7	7	9	12	117	17	40	37	75	33	36	90	16	48	36	105	70					
6	Число погашенных избирательных бюллетеней	34702	1081	1116	1019	1103	1046	1120	1120	1350	589	473	164	1239	1166	918	412	337	353	186	1254	1073	960	1042	1082	1012	993	1211	1289	1244	1606	650	564	134	970	872	14	271	230	701	486	565	503	652	241	68	159	61	1	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1585	14	20	27	28	19	26	18	30	21	31	11	35	37	34	26	44	11	12	16	40	13	26	11	10	161	13	29	24	13	12	18	7	7	9	12	117	17	40	37	75	33	36	90	16	48	36	105	70					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35768	1002	1059	953	1066	1081	954	961	819	690	496	145	1218	897	1248	312	169	486	301	1230	1387	1526	1430	1404	1478	1342	1276	1182	1232	1378	738	617	159	1023	1118	58	312	403	409	277	310	464	412	119	86	93	23	344	81					
9	Число недействительных избирательных бюллетеней	781	21	24	19	14	15	29	13	17	15	33	1	32	21	25	14	10	13	7	28	35	22	29	23	23	38	17	10	24	23	10	10	7	34	37	3	10	12	11	7	6	12	12	5	7	1	0	1	1					
10	Число действительных избирательных бюллетеней	36572	995	1055	961	1080	1085	951	966	832	696	494	155	1221	913	1257	324	203	484	306	1218	1392	1517	1427	1392	1465	1465	1272	1201	1232	1368	740	625	159	996	1090	67	419	408	438	307	379	485	436	204	95	140	59	448	150					
