Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Адыге-Хабльская ТИК																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92					
1	"Число избирателей, внесенных в списки"	20387	2668	1069	2897	162	557	419	244	179	1520	122	1005	924	2306	1705	431	224	259	874	791	1341	417	273					
2	"Число бюллетеней, полученных участковыми комиссиями"	19687	2580	1024	2827	159	550	402	240	170	1449	114	953	883	2206	1645	420	220	240	850	780	1300	410	265					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12466	2152	394	977	97	279	309	198	95	537	72	901	837	763	606	401	205	225	846	730	1214	377	251					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	657	45	15	82	12	32	17	15	25	62	12	24	17	52	66	15	7	12	1	32	75	29	10					
6	Число погашенных бюллетеней	6564	383	615	1768	50	239	76	27	50	850	30	28	29	1391	973	4	8	3	3	18	11	4	4					
7	Число бюллетеней в переносных ящиках для голосования	657	45	15	82	12	32	17	15	25	62	12	24	17	52	66	15	7	12	1	32	75	29	10					
8	Число бюллетеней в стационарных ящиках для голосования	12461	2152	394	977	97	279	309	198	95	537	72	901	837	763	606	401	205	225	846	730	1214	372	251					
9	Число недействительных бюллетеней	155	11	14	7	0	29	3	0	1	10	0	2	36	14	15	2	0	3	8	0	0	0	0					
10	Число действительных бюллетеней	12963	2186	395	1052	109	282	323	213	119	589	84	923	818	801	657	414	212	234	839	762	1289	401	261					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	194	20	5	55	0	5	5	5	0	15	5	19	5	10	10	5	5	5	0	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	96	18	0	36	0	0	0	0	0	7	0	5	5	10	9	1	0	2	0	0	2	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	30	0	3	0	1	1	1	2	1	5	1	1	1	1	1	1	1	1	1	1	2	2	2					
14	Число погашенных открепительных удостоверений	98	2	5	19	0	5	5	5	0	8	5	14	0	0	1	4	5	3	0	5	3	4	5					
15	Число открепительных удостоверений выданных ТИК	6	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	158	26	9	21	1	10	1	4	4	2	3	9	0	24	16	9	0	0	0	0	14	1	4					
		1.20%	1.18%	2.20%	1.98%	0.91%	3.21%	0.30%	1.87%	3.33%	0.33%	3.57%	0.97%	0.0%	2.94%	2.38%	2.16%	0.0%	0.0%	0.0%	0.0%	1.08%	0.24%	1.53%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	671	33	17	11	1	3	5	15	1	3	0	51	74	4	7	21	0	8	156	10	211	28	12					
		5.11%	1.50%	4.15%	1.03%	0.91%	0.96%	1.53%	7.04%	0.83%	0.50%	0.0%	5.51%	8.66%	0.49%	1.04%	5.04%	0.0%	3.37%	18.41%	1.31%	16.36%	6.98%	4.59%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	304	18	5	14	4	14	149	0	20	7	2	7	0	27	14	1	0	3	5	5	6	3	0					
		2.31%	0.81%	1.22%	1.32%	3.66%	4.50%	45.70%	0.0%	16.66%	1.16%	2.38%	0.75%	0.0%	3.31%	2.08%	0.24%	0.0%	1.26%	0.59%	0.65%	0.46%	0.74%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	424	152	3	23	0	4	2	0	0	4	0	3	58	17	15	1	0	2	40	0	91	9	0					
		3.23%	6.91%	0.73%	2.17%	0.0%	1.28%	0.61%	0.0%	0.0%	0.66%	0.0%	0.32%	6.79%	2.08%	2.23%	0.24%	0.0%	0.84%	4.72%	0.0%	7.05%	2.24%	0.0%					
22	"5. ""За Русь Святую"""	13	0	0	0	0	0	1	0	2	2	0	0	0	5	3	0	0	0	0	0	0	0	0					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	1.66%	0.33%	0.0%	0.0%	0.0%	0.61%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	25	0	0	1	3	0	0	0	0	10	0	0	0	5	4	1	0	1	0	0	0	0	0					
		0.19%	0.0%	0.0%	0.09%	2.75%	0.0%	0.0%	0.0%	0.0%	1.66%	0.0%	0.0%	0.0%	0.61%	0.59%	0.24%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	14	0	0	3	0	1	2	0	1	0	0	0	0	4	3	0	0	0	0	0	0	0	0					
		0.10%	0.0%	0.0%	0.28%	0.0%	0.32%	0.61%	0.0%	0.83%	0.0%	0.0%	0.0%	0.0%	0.49%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	54	9	0	36	0	2	0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0					
