Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																				
Дата голосования: 04.12.2011																				
																				
Наименование Избирательной комиссии:    Котовская городская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №955					
1	"Число избирателей, внесенных в список избирателей"	27373	2536	1127	2525	1779	1566	1996	2547	2500	2566	2800	2843	2477	111					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22022	2070	970	2030	1360	1180	1620	2040	2030	2070	2260	2250	2030	112					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15782	1550	704	1646	928	1009	824	1423	1517	1409	1609	1611	1524	28					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1313	64	69	118	91	26	84	142	86	160	73	166	151	83					
6	Число погашенных избирательных бюллетеней	4927	456	197	266	341	145	712	475	427	501	578	473	355	1					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1313	64	69	118	91	26	84	142	86	160	73	166	151	83					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15740	1550	704	1646	928	1009	821	1423	1517	1409	1609	1573	1523	28					
9	Число недействительных избирательных бюллетеней	125	1	9	23	22	13	3	2	2	6	3	29	12	0					
10	Число действительных избирательных бюллетеней	16928	1613	764	1741	997	1022	902	1563	1601	1563	1679	1710	1662	111					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	443	43	20	40	27	27	42	40	45	40	38	40	41	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	428	42	19	40	26	23	38	40	41	40	38	40	41	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	373	18	56	13	100	68	12	18	20	23	12	17	15	1					
14	Число погашенных неиспользованных открепительных удостоверений	15	1	1	0	1	4	4	0	4	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	1	0	1	1	0	1	0	1	1	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	529	32	83	41	98	93	10	22	32	17	34	42	24	1					
		3.10%	1.98%	10.74%	2.32%	9.62%	8.99%	1.10%	1.41%	1.99%	1.08%	2.02%	2.42%	1.43%	0.90%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	896	21	57	92	111	130	45	89	98	41	62	65	85	0					
		5.25%	1.30%	7.37%	5.22%	10.89%	12.56%	4.97%	5.69%	6.11%	2.61%	3.69%	3.74%	5.08%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	67	8	3	15	6	7	2	5	5	6	2	5	3	0					
		0.39%	0.50%	0.39%	0.85%	0.59%	0.68%	0.22%	0.32%	0.31%	0.38%	0.12%	0.29%	0.18%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3420	220	228	329	304	221	166	275	288	387	302	384	314	2					
		20.06%	13.63%	29.50%	18.65%	29.83%	21.35%	18.34%	17.57%	17.97%	24.67%	17.95%	22.08%	18.76%	1.80%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	142	6	22	14	23	22	4	5	10	12	5	15	4	0					
		0.83%	0.37%	2.85%	0.79%	2.26%	2.13%	0.44%	0.32%	0.62%	0.76%	0.30%	0.86%	0.24%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11836	1326	367	1242	454	545	671	1163	1165	1099	1273	1193	1230	108					
		69.41%	82.16%	47.48%	70.41%	44.55%	52.66%	74.14%	74.31%	72.68%	70.04%	75.68%	68.60%	73.48%	97.30%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	38	0	4	8	1	4	4	4	3	1	1	6	2	0					
		0.22%	0.00%	0.52%	0.45%	0.10%	0.39%	0.44%	0.26%	0.19%	0.06%	0.06%	0.35%	0.12%	0.00%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
