Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    район Лефортово																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №3214	УИК №3215	УИК №3216					
1	"Число избирателей, внесенных в списки избирателей"	55211	1722	1828	1677	1557	1488	1461	2673	1970	2806	3189	2367	2670	2854	1408	2316	2096	2996	3071	2726	2658	2612	2613	1659	1787	805	45	157					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	48020	1500	1700	1400	1400	1300	1300	2400	1700	2500	2600	2000	2400	2400	1300	1900	1700	2200	2500	2300	2400	2400	2400	1500	1600	1000	50	170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	29991	780	831	772	783	765	725	1333	987	1369	1697	1260	1440	2161	682	1337	1615	2051	1730	1499	1296	1284	1292	872	913	315	45	157					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1206	29	14	21	12	34	23	60	39	45	20	42	35	10	16	4	35	35	31	23	58	45	55	27	37	456	0	0					
6	Число погашенных избирательных бюллетеней	16823	691	855	607	605	501	552	1007	674	1086	883	698	925	229	602	559	50	114	739	778	1046	1071	1053	601	650	229	5	13					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1206	29	14	21	12	34	23	60	39	45	20	42	35	10	16	4	35	35	31	23	58	45	55	27	37	456	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29899	776	830	770	782	765	725	1329	987	1355	1695	1258	1437	2160	682	1336	1608	2046	1718	1492	1292	1281	1288	867	903	315	45	157					
9	Число недействительных избирательных бюллетеней	498	15	12	11	11	9	7	29	10	23	42	20	24	82	14	26	17	24	18	20	15	24	17	11	15	2	0	0					
10	Число действительных избирательных бюллетеней	30607	790	832	780	783	790	741	1360	1016	1377	1673	1280	1448	2088	684	1314	1626	2057	1731	1495	1335	1302	1326	883	925	769	45	157					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1350	35	45	25	30	35	35	40	35	40	40	55	55	100	45	190	40	165	60	45	55	55	55	40	30	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1217	27	35	16	28	23	27	36	32	33	29	51	55	98	39	190	17	165	60	44	54	55	49	33	21	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1635	30	32	54	60	39	32	25	67	113	294	94	56	238	33	29	38	27	179	43	53	19	16	11	14	20	9	10					
14	Число погашенных неиспользованных открепительных удостоверений	133	8	10	9	2	12	8	4	3	7	11	4	0	2	6	0	23	0	0	1	1	0	6	7	9	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	242	4	9	2	0	0	0	5	0	0	2	4	2	6	1	183	0	11	2	6	0	3	1	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
