Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Ханкайская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053					
1	"Число избирателей, внесенных в список избирателей"	19040	1621	1993	790	2087	529	1705	1829	173	924	624	174	607	466	193	1197	198	182	511	461	461	114	260	912	437	390	82	120					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19120	1640	1970	820	2100	540	1730	1870	170	920	640	170	620	460	190	1220	190	180	510	460	460	110	250	920	400	390	80	110					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	34	0	0	0	14	0	18					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9977	871	1161	416	1466	284	774	812	93	411	285	103	328	263	103	576	122	120	226	251	202	35	113	426	215	227	52	42					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	747	45	80	31	100	21	45	66	4	27	44	3	47	20	0	42	14	8	23	8	18	0	18	36	20	24	0	3					
6	Число погашенных избирательных бюллетеней	8316	724	729	373	533	235	911	992	73	482	311	64	245	177	87	602	54	52	261	201	227	41	119	458	165	125	28	47					
7	Число избирательных бюллетеней в переносных ящиках для голосования	826	45	80	31	100	21	45	66	4	27	44	3	47	20	0	42	14	8	23	8	31	34	18	36	20	38	0	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9976	871	1161	416	1466	284	774	811	93	411	285	103	328	263	103	576	122	120	226	251	202	35	113	426	215	227	52	42					
9	Число недействительных избирательных бюллетеней	293	17	23	10	23	10	20	20	4	13	11	7	21	11	3	17	6	3	8	6	5	2	6	22	7	13	2	3					
10	Число действительных избирательных бюллетеней	10509	899	1218	437	1543	295	799	857	93	425	318	99	354	272	100	601	130	125	241	253	228	67	125	440	228	252	50	60					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	324	25	34	44	15	12	18	18	7	5	13	2	15	5	7	21	5	10	5	5	12	2	5	17	5	5	5	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	290	24	31	42	15	12	17	18	7	4	13	0	15	4	5	20	1	10	5	4	9	1	2	16	3	5	2	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	218	15	21	10	3	5	8	10	4	5	2	5	4	5	6	7	5	6	8	4	23	11	7	9	19	6	6	4					
14	Число погашенных неиспользованных открепительных удостоверений	34	1	3	2	0	0	1	0	0	1	0	2	0	1	2	1	4	0	0	1	3	1	3	1	2	0	3	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	2	6	9	1	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1716	194	252	60	125	72	155	136	23	63	43	17	65	49	13	81	25	30	44	32	56	17	14	64	37	32	12	5					
		15.89%	21.18%	20.31%	13.42%	7.98%	23.61%	18.93%	15.51%	23.71%	14.38%	13.07%	16.04%	17.33%	17.31%	12.62%	13.11%	18.38%	23.44%	17.67%	12.36%	24.03%	24.64%	10.69%	13.85%	15.74%	12.08%	23.08%	7.94%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2416	220	273	111	327	89	213	209	19	131	80	30	44	90	35	121	26	40	46	68	27	19	30	69	23	53	9	14					
		22.37%	24.02%	21.99%	24.83%	20.88%	29.18%	26.01%	23.83%	19.59%	29.91%	24.32%	28.30%	11.73%	31.80%	33.98%	19.58%	19.12%	31.25%	18.47%	26.25%	11.59%	27.54%	22.90%	14.94%	9.79%	20.00%	17.31%	22.22%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	69	5	7	3	12	2	1	9	0	1	0	0	3	2	0	5	1	0	1	1	1	1	1	6	2	4	1	0					
		0.64%	0.55%	0.56%	0.67%	0.77%	0.66%	0.12%	1.03%	0.00%	0.23%	0.00%	0.00%	0.80%	0.71%	0.00%	0.81%	0.74%	0.00%	0.40%	0.39%	0.43%	1.45%	0.76%	1.30%	0.85%	1.51%	1.92%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1715	182	265	66	158	42	157	167	10	60	56	10	51	53	15	89	11	9	50	50	38	4	20	80	33	26	3	10					
		15.88%	19.87%	21.35%	14.77%	10.09%	13.77%	19.17%	19.04%	10.31%	13.70%	17.02%	9.43%	13.60%	18.73%	14.56%	14.40%	8.09%	7.03%	20.08%	19.31%	16.31%	5.80%	15.27%	17.32%	14.04%	9.81%	5.77%	15.87%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	118	10	14	4	6	7	8	20	1	6	2	0	2	8	2	9	0	0	2	2	3	2	0	5	1	2	1	1					
		1.09%	1.09%	1.13%	0.89%	0.38%	2.30%	0.98%	2.28%	1.03%	1.37%	0.61%	0.00%	0.53%	2.83%	1.94%	1.46%	0.00%	0.00%	0.80%	0.77%	1.29%	2.90%	0.00%	1.08%	0.43%	0.75%	1.92%	1.59%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4431	285	402	191	910	82	261	312	40	161	137	41	187	68	33	296	66	46	97	100	102	24	59	215	129	134	23	30					
		41.02%	31.11%	32.39%	42.73%	58.11%	26.89%	31.87%	35.58%	41.24%	36.76%	41.64%	38.68%	49.87%	24.03%	32.04%	47.90%	48.53%	35.94%	38.96%	38.61%	43.78%	34.78%	45.04%	46.54%	54.89%	50.57%	44.23%	47.62%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	44	3	5	2	5	1	4	4	0	3	0	1	2	2	2	0	1	0	1	0	1	0	1	1	3	1	1	0					
		0.41%	0.33%	0.40%	0.45%	0.32%	0.33%	0.49%	0.46%	0.00%	0.68%	0.00%	0.94%	0.53%	0.71%	1.94%	0.00%	0.74%	0.00%	0.40%	0.00%	0.43%	0.00%	0.76%	0.22%	1.28%	0.38%	1.92%	0.00%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
