Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Усолье-Сибирская городская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313					
1	"Число избирателей, внесенных в список"	69556	344	2950	2812	2936	2737	1211	2102	2766	1697	2718	2718	2709	2561	1100	1567	2245	2398	81	1579	2084	2208	1426	2684	2661	1860	2605	2826	2995	2989	2985	2890	112					
2	Число полученных избирательных бюллетеней	62905	298	2642	2530	2631	2490	1070	1930	2483	1494	2460	2470	2450	2330	965	1415	2040	2180	110	1423	1890	2010	1267	2420	2440	1742	2350	2540	2695	2700	2690	2600	150					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	31666	119	1247	1465	1137	1332	373	967	1203	522	1280	1185	1227	1254	586	642	1003	1202	31	840	1031	1010	597	1294	1266	868	1255	1314	1407	1339	1278	1305	87					
5	"Число избирательных бюллетеней, выданных вне помещения"	788	1	29	18	32	55	18	15	32	30	47	43	16	24	25	17	15	13	34	16	33	16	32	22	29	30	22	24	23	13	25	14	25					
6	Число погашенных избирательных бюллетеней	30451	178	1366	1047	1462	1103	679	948	1248	942	1133	1242	1207	1052	354	756	1022	965	45	567	826	984	638	1104	1145	844	1073	1202	1265	1348	1387	1281	38					
7	Число избирательных бюллетеней в переносных ящиках	788	1	29	18	32	55	18	15	32	30	47	43	16	24	25	17	15	13	34	16	33	16	32	22	29	30	22	24	23	13	25	14	25					
8	Число бюллетеней в стационарных ящиках для голосования	31660	119	1246	1465	1137	1332	373	967	1203	522	1280	1184	1227	1252	586	642	1003	1202	31	839	1031	1010	597	1294	1266	868	1255	1314	1407	1338	1278	1305	87					
9	Число недействительных избирательных бюллетеней	251	0	6	8	15	13	11	2	9	5	10	7	10	15	9	5	8	12	0	4	9	8	5	14	15	8	5	8	9	7	9	5	0					
10	Число действительных избирательных бюллетеней	32197	120	1269	1475	1154	1374	380	980	1226	547	1317	1220	1233	1261	602	654	1010	1203	65	851	1055	1018	624	1302	1280	890	1272	1330	1421	1344	1294	1314	112					
11	Число полученных открепительных  удостоверений	980	5	42	40	39	39	17	30	39	22	39	39	39	37	17	22	32	33	0	22	29	31	19	38	39	27	38	39	42	42	42	41	0					
12	Число выданных открепительных удостоверений	262	0	10	8	17	11	2	6	8	5	11	9	10	11	7	8	10	15	0	9	8	5	4	15	10	4	7	9	11	15	5	12	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	205	9	0	5	2	3	2	4	7	2	7	3	1	5	2	6	4	1	27	4	1	7	4	2	5	0	4	7	7	3	8	3	60					
14	Число неиспользованных открепительных удостоверений	718	5	32	32	22	28	15	24	31	17	28	30	29	26	10	14	22	18	0	13	21	26	15	23	29	23	31	30	31	27	37	29	0					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	2208	12	54	107	90	95	21	80	48	23	88	103	73	131	48	61	50	71	3	44	69	54	29	110	101	72	82	111	98	100	76	96	8					
		6.80%	10.00%	4.24%	7.22%	7.70%	6.85%	5.37%	8.15%	3.89%	4.17%	6.63%	8.39%	5.87%	10.27%	7.86%	9.26%	4.91%	5.84%	4.62%	5.15%	6.48%	5.26%	4.61%	8.36%	7.80%	8.02%	6.42%	8.30%	6.85%	7.40%	5.83%	7.28%	7.14%					
19	. Малышкин Олег Александрович	1721	6	61	69	76	72	28	63	93	36	77	77	56	82	29	26	60	53	0	41	49	51	27	69	61	45	65	61	69	59	78	77	5					
