Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Стерлибашевская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №2883	УИК №2884	УИК №2885	УИК №2886	УИК №2887	УИК №2888	УИК №2889	УИК №2890	УИК №2891	УИК №2892	УИК №2893	УИК №2894	УИК №2895	УИК №2896	УИК №2897	УИК №2898	УИК №2899	УИК №2900	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918					
1	"Число избирателей, внесенных в списки избирателей"	15793	663	774	180	286	525	632	49	214	295	449	550	499	488	379	262	205	333	271	658	1102	1065	1117	999	126	507	398	597	136	296	234	123	343	309	190	380	159					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15694	689	815	186	294	535	654	50	218	313	460	561	530	498	398	265	215	338	280	683	986	940	992	888	126	506	409	620	139	313	242	121	359	329	196	383	163					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13937	620	741	154	235	445	569	44	183	262	415	475	483	428	354	251	180	330	267	652	851	886	876	865	117	490	384	487	116	270	198	105	318	259	161	331	135					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	974	30	33	22	43	42	34	5	20	28	33	70	16	50	25	8	23	0	0	0	39	44	91	18	7	8	14	70	17	10	34	16	16	34	22	40	12					
6	Число погашенных избирательных бюллетеней	783	39	41	10	16	48	51	1	15	23	12	16	31	20	19	6	12	8	13	31	96	10	25	5	2	8	11	63	6	33	10	0	25	36	13	12	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	974	30	33	22	43	42	34	5	20	28	33	70	16	50	25	8	23	0	0	0	39	44	91	18	7	8	14	70	17	10	34	16	16	34	22	40	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13937	620	741	154	235	445	569	44	183	262	415	475	483	428	354	251	180	330	267	652	851	886	876	865	117	490	384	487	116	270	198	105	318	259	161	331	135					
9	Число недействительных избирательных бюллетеней	39	0	0	0	0	0	1	0	2	0	0	0	0	5	1	0	0	0	0	0	0	6	5	3	0	2	0	13	0	0	0	0	0	1	0	0	0					
10	Число действительных избирательных бюллетеней	14872	650	774	176	278	487	602	49	201	290	448	545	499	473	378	259	203	330	267	652	890	924	962	880	124	496	398	544	133	280	232	121	334	292	183	371	147					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	356	6	22	3	3	10	6	0	3	8	11	10	15	5	5	3	3	10	8	6	40	30	20	40	3	10	15	4	2	17	3	2	5	15	2	9	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	278	4	20	3	3	8	6	0	3	7	10	8	7	2	2	3	2	9	5	6	35	27	18	37	0	7	10	1	0	12	3	0	3	12	1	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	117	3	6	1	2	4	4	0	3	1	1	4	4	2	2	2	1	6	2	4	6	4	10	9	1	4	2	4	1	12	2	1	1	3	1	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	78	2	2	0	0	2	0	0	0	1	1	2	8	3	3	0	1	1	3	0	5	3	2	3	3	3	5	3	2	5	0	2	2	3	1	6	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	6	1	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	3	1	1	4	0	0	0	0	0	6	0	0	0	3	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	1.Политическая партия «Аграрная партия России»	68	2	0	0	1	0	4	0	0	0	1	0	3	3	1	1	1	0	1	0	2	3	2	3	1	0	0	29	1	6	0	1	0	2	0	0	0					
		0.46%	0.31%	0.00%	0.00%	0.36%	0.00%	0.66%	0.00%	0.00%	0.00%	0.22%	0.00%	0.60%	0.63%	0.26%	0.39%	0.49%	0.00%	0.37%	0.00%	0.22%	0.32%	0.21%	0.34%	0.81%	0.00%	0.00%	5.21%	0.75%	2.14%	0.00%	0.83%	0.00%	0.68%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.11%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	3.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	377	2	12	8	7	15	37	1	12	8	5	10	4	5	2	2	1	0	4	0	45	24	41	61	2	4	6	5	0	15	2	2	5	13	5	3	9					
