Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Стерлибашевская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №2871	УИК №2872	УИК №2873	УИК №2874	УИК №2875	УИК №2876	УИК №2877	УИК №2878	УИК №2879	УИК №2880	УИК №2881	УИК №2882	УИК №2883	УИК №2884	УИК №2885	УИК №2886	УИК №2887	УИК №2888	УИК №2889	УИК №2890	УИК №2891	УИК №2892	УИК №2893	УИК №2894	УИК №2895	УИК №2896	УИК №2897	УИК №2898	УИК №2899	УИК №2900	УИК №2901	УИК №2902	УИК №2903					
1	"Число избирателей, внесенных в список избирателей"	16521	641	768	175	274	511	634	264	321	446	580	517	504	384	264	223	349	268	639	1265	1181	1239	1263	572	456	313	201	619	124	303	350	349	355	169					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17600	676	815	182	284	530	760	271	329	466	600	641	520	417	271	244	354	269	762	1283	1186	1356	1301	607	467	332	204	756	123	324	371	359	366	174					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12557	537	476	144	200	380	581	209	277	398	492	477	274	331	249	194	303	217	569	873	710	754	808	524	273	253	161	505	105	270	289	317	282	125					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1304	95	94	23	47	50	20	39	36	44	75	17	46	16	9	23	18	26	26	41	85	89	47	15	23	30	22	88	18	11	40	20	52	19					
6	Число погашенных избирательных бюллетеней	3739	44	245	15	37	100	159	23	16	24	33	147	200	70	13	27	33	26	167	369	391	513	446	68	171	49	21	163	0	43	42	22	32	30					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1304	95	94	23	47	50	20	39	36	44	75	17	46	16	9	23	18	26	26	41	85	89	47	15	23	30	22	88	18	11	40	20	52	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12557	537	476	144	200	380	581	209	277	398	492	477	274	331	249	194	303	217	569	873	710	754	808	524	273	253	161	505	105	270	289	317	282	125					
9	Число недействительных избирательных бюллетеней	135	0	10	0	5	3	10	24	0	3	0	7	10	3	0	0	0	0	9	11	6	10	11	0	2	0	0	6	0	0	0	0	1	4					
10	Число действительных избирательных бюллетеней	13726	632	560	167	242	427	591	224	313	439	567	487	310	344	258	217	321	243	586	903	789	833	844	539	294	283	183	587	123	281	329	337	333	140					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	367	22	29	5	5	10	10	5	6	10	6	5	12	18	3	10	3	5	10	27	20	20	32	23	5	5	0	21	0	10	7	5	11	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	363	22	29	5	5	10	10	5	6	10	6	5	12	18	3	10	3	5	10	27	20	19	31	23	5	5	0	21	0	10	5	5	11	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	107	10	5	1	2	4	1	4	4	0	5	2	3	2	1	2	2	1	6	6	8	10	5	4	0	0	1	5	3	0	1	1	3	5					
14	Число погашенных неиспользованных открепительных удостоверений	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	10	0	0	0	0	1	0	0	0	1	1	0	1	0	2	0	0	0	3	4	2	1	2	0	1	1	2	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1153	9	63	21	20	79	50	20	4	5	18	21	39	10	3	2	2	2	62	138	142	131	135	5	51	16	3	45	3	5	2	8	28	11					
		8.32%	1.42%	11.05%	12.57%	8.10%	18.37%	8.32%	8.06%	1.28%	1.13%	3.17%	4.25%	12.19%	2.88%	1.16%	0.92%	0.62%	0.82%	10.42%	15.10%	17.86%	15.54%	15.79%	0.93%	17.23%	5.65%	1.64%	7.59%	2.44%	1.78%	0.61%	2.37%	8.38%	7.64%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	369	3	20	8	26	9	31	10	4	3	3	9	20	1	1	1	1	1	18	15	45	49	45	2	11	2	2	17	0	0	3	0	2	7					
		2.66%	0.47%	3.51%	4.79%	10.53%	2.09%	5.16%	4.03%	1.28%	0.68%	0.53%	1.82%	6.25%	0.29%	0.39%	0.46%	0.31%	0.41%	3.03%	1.64%	5.66%	5.81%	5.26%	0.37%	3.72%	0.71%	1.09%	2.87%	0.00%	0.00%	0.91%	0.00%	0.60%	4.86%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	56	0	3	0	0	2	3	4	5	0	0	1	2	1	1	0	1	0	1	2	6	7	12	0	1	0	0	3	0	0	0	0	0	1					
		0.40%	0.00%	0.53%	0.00%	0.00%	0.47%	0.50%	1.61%	1.60%	0.00%	0.00%	0.20%	0.63%	0.29%	0.39%	0.00%	0.31%	0.00%	0.17%	0.22%	0.75%	0.83%	1.40%	0.00%	0.34%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2076	7	112	21	45	76	171	15	27	3	12	73	52	11	4	1	52	40	69	222	208	222	243	34	70	47	8	81	3	23	26	3	62	33					
		14.98%	1.11%	19.65%	12.57%	18.22%	17.67%	28.45%	6.05%	8.63%	0.68%	2.12%	14.78%	16.25%	3.17%	1.55%	0.46%	16.20%	16.46%	11.60%	24.29%	26.16%	26.33%	28.42%	6.31%	23.65%	16.61%	4.37%	13.66%	2.44%	8.19%	7.90%	0.89%	18.56%	22.92%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	110	0	6	0	5	6	0	2	0	0	0	5	5	1	0	0	1	0	13	14	4	22	15	1	5	0	0	2	0	0	0	0	1	2					
		0.79%	0.00%	1.05%	0.00%	2.02%	1.40%	0.00%	0.81%	0.00%	0.00%	0.00%	1.01%	1.56%	0.29%	0.00%	0.00%	0.31%	0.00%	2.18%	1.53%	0.50%	2.61%	1.75%	0.19%	1.69%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.30%	1.39%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9925	613	351	117	146	253	336	171	273	428	534	378	190	319	248	213	263	200	422	504	381	397	389	496	156	218	170	439	117	253	298	326	240	86					
		71.60%	96.99%	61.58%	70.06%	59.11%	58.84%	55.91%	68.95%	87.22%	96.83%	94.18%	76.52%	59.38%	91.93%	96.12%	98.16%	81.93%	82.30%	70.92%	55.14%	47.92%	47.09%	45.50%	92.02%	52.70%	77.03%	92.90%	74.03%	95.12%	90.04%	90.58%	96.74%	71.86%	59.72%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	37	0	5	0	0	2	0	2	0	0	0	0	2	1	1	0	1	0	1	8	3	5	5	1	0	0	0	0	0	0	0	0	0	0					
		0.27%	0.00%	0.88%	0.00%	0.00%	0.47%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.63%	0.29%	0.39%	0.00%	0.31%	0.00%	0.17%	0.88%	0.38%	0.59%	0.58%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
