Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
"Наименование Избирательной комиссии:    Самара, Куйбышевская"																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841					
1	"Число избирателей, внесенных в список избирателей"	62795	1874	2409	2036	1806	2256	1114	1367	2854	2502	2189	1296	1573	2874	2995	2218	2288	2748	2902	1971	1729	2619	2278	1662	1996	2040	2055	3195	1950	1999					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	56265	1500	2000	2000	2500	2000	1000	1000	2500	2500	2000	1265	1500	2500	2500	2000	2000	2500	2500	1500	1500	2500	2000	1500	2000	2000	2000	2500	1500	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	27853	826	1152	817	1769	862	356	570	1324	1178	953	340	603	1413	884	589	1002	1283	1462	897	750	1227	1111	846	1015	984	1013	1090	765	772					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1349	28	15	29	37	141	70	16	32	41	115	61	35	27	46	53	128	21	13	35	40	13	30	26	12	22	30	164	29	40					
6	Число погашенных избирательных бюллетеней	27063	646	833	1154	694	997	574	414	1144	1281	932	864	862	1060	1570	1358	870	1196	1025	568	710	1260	859	628	973	994	957	1246	706	688					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1349	28	15	29	37	141	70	16	32	41	115	61	35	27	46	53	128	21	13	35	40	13	30	26	12	22	30	164	29	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27844	826	1152	817	1769	862	355	570	1324	1178	953	340	603	1413	884	589	1002	1283	1462	897	746	1225	1111	846	1015	984	1013	1088	765	772					
9	Число недействительных избирательных бюллетеней	520	29	25	21	0	16	4	12	16	18	9	13	6	31	10	5	26	34	24	13	11	25	8	25	25	16	24	28	30	16					
10	Число действительных избирательных бюллетеней	28673	825	1142	825	1806	987	421	574	1340	1201	1059	388	632	1409	920	637	1104	1270	1451	919	775	1213	1133	847	1002	990	1019	1224	764	796					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	890	25	35	30	40	30	20	20	40	40	30	20	20	30	40	30	30	40	40	25	25	40	35	30	25	30	30	40	20	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	750	25	30	25	21	18	9	18	40	23	26	5	20	13	36	24	30	40	40	25	25	38	35	30	25	30	30	19	20	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	487	10	7	16	14	11	7	12	14	15	26	7	12	12	15	6	19	16	18	43	15	16	14	14	12	10	12	94	9	11					
14	Число погашенных неиспользованных открепительных удостоверений	140	0	5	5	19	12	11	2	0	17	4	15	0	17	4	6	0	0	0	0	0	2	0	0	0	0	0	21	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	110	5	1	4	3	4	0	4	5	4	4	1	4	3	6	2	4	6	7	3	5	4	4	3	6	7	3	2	2	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3708	170	222	55	121	89	32	121	242	91	79	41	79	87	52	29	92	222	218	108	122	185	110	156	168	197	206	159	114	141					
