Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Руднянская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442					
1	"Число избирателей, внесенных в список избирателей"	20223	1436	1153	1309	1099	637	1420	1008	714	497	708	819	344	313	232	585	259	136	178	451	142	414	641	228	291	300	366	502	254	486	685	212	903	206	232	317	175	190	196	185					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20464	1439	1158	1304	1096	639	1422	1019	718	499	724	844	338	314	232	602	256	136	184	452	139	441	648	235	297	323	367	514	269	490	709	218	916	215	241	323	167	186	203	187					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9871	595	579	621	537	330	760	582	316	271	341	426	129	135	64	250	81	79	74	246	78	257	380	99	169	124	185	193	87	272	388	116	404	74	115	111	129	100	121	53					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2932	142	66	46	78	21	89	64	99	31	24	20	115	83	80	149	110	31	47	117	39	47	55	78	37	59	118	162	89	55	74	45	229	86	48	104	25	59	41	70					
6	Число погашенных избирательных бюллетеней	7661	702	513	637	481	288	573	373	303	197	359	398	94	96	88	203	65	26	63	89	22	137	213	58	91	140	64	159	93	163	247	57	283	55	78	108	13	27	41	64					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2932	142	66	46	78	21	89	64	99	31	24	20	115	83	80	149	110	31	47	117	39	47	55	78	37	59	118	162	89	55	74	45	229	86	48	104	25	59	41	70					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9870	595	578	621	537	330	760	582	316	271	341	426	129	135	64	250	81	79	74	246	78	257	380	99	169	124	185	193	87	272	388	116	404	74	115	111	129	100	121	53					
9	Число недействительных избирательных бюллетеней	157	6	5	15	2	6	0	10	16	5	3	10	2	1	7	2	1	1	0	2	3	2	7	13	1	1	4	3	0	2	4	10	6	0	0	1	4	2	0	0					
10	Число действительных избирательных бюллетеней	12645	731	639	652	613	345	849	636	399	297	362	436	242	217	137	397	190	109	121	361	114	302	428	164	205	182	299	352	176	325	458	151	627	160	163	214	150	157	162	123					
