Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Щигровская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153					
1	"Число избирателей, внесенных в список избирателей"	9739	373	462	97	319	291	393	144	298	162	491	468	192	555	357	443	361	452	368	636	650	515	430	963	98	221					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8512	325	377	77	254	258	332	122	272	130	426	423	194	475	350	379	338	370	325	548	566	460	402	813	102	194					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4410	173	146	22	138	160	251	62	154	60	290	229	94	271	143	172	154	215	138	199	248	248	146	537	50	110					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1517	55	103	38	97	54	26	25	44	29	103	65	35	50	62	93	73	99	76	77	89	21	110	41	19	33					
6	Число погашенных избирательных бюллетеней	2585	97	128	17	19	44	55	35	74	41	33	129	65	154	145	114	111	56	111	272	229	191	146	235	33	51					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1517	55	103	38	97	54	26	25	44	29	103	65	35	50	62	93	73	99	76	77	89	21	110	41	19	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4410	173	146	22	138	160	251	62	154	60	290	229	94	271	143	172	154	215	138	199	248	248	146	537	50	110					
9	Число недействительных избирательных бюллетеней	67	1	6	1	0	4	6	0	0	0	2	3	0	4	5	4	3	3	0	3	5	7	1	5	2	2					
10	Число действительных избирательных бюллетеней	5860	227	243	59	235	210	271	87	198	89	391	291	129	317	200	261	224	311	214	273	332	262	255	573	67	141					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	262	10	10	10	10	10	10	10	10	10	10	15	10	15	10	10	10	10	10	10	10	10	10	12	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	159	3	0	0	1	10	10	0	10	1	3	15	10	13	10	1	7	5	9	10	7	1	5	12	10	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	105	5	4	1	3	4	5	2	1	2	2	2	3	5	4	9	7	18	3	1	7	4	6	3	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	103	7	10	10	9	0	0	10	0	9	7	0	0	2	0	9	3	5	1	0	3	9	5	0	0	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	2	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	933	43	34	3	26	25	52	20	25	6	75	38	15	76	28	42	28	32	41	42	78	63	36	95	5	5					
		15.74%	18.86%	13.65%	5.00%	11.06%	11.68%	18.77%	22.99%	12.63%	6.74%	19.08%	12.93%	11.63%	23.68%	13.66%	15.85%	12.33%	10.19%	19.16%	15.22%	23.15%	23.42%	14.06%	16.44%	7.25%	3.50%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	588	13	22	2	35	18	19	4	24	9	32	26	10	30	17	42	22	19	17	15	30	23	27	87	17	28					
		9.92%	5.70%	8.84%	3.33%	14.89%	8.41%	6.86%	4.60%	12.12%	10.11%	8.14%	8.84%	7.75%	9.35%	8.29%	15.85%	9.69%	6.05%	7.94%	5.43%	8.90%	8.55%	10.55%	15.05%	24.64%	19.58%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	4	2	0	0	4	2	0	0	1	8	0	2	0	3	1	2	3	0	2	4	3	1	12	1	2					
		0.96%	1.75%	0.80%	0.00%	0.00%	1.87%	0.72%	0.00%	0.00%	1.12%	2.04%	0.00%	1.55%	0.00%	1.46%	0.38%	0.88%	0.96%	0.00%	0.72%	1.19%	1.12%	0.39%	2.08%	1.45%	1.40%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1028	46	35	10	45	35	47	19	29	16	61	43	19	27	37	29	23	62	47	62	76	38	40	127	12	43					
		17.34%	20.18%	14.06%	16.67%	19.15%	16.36%	16.97%	21.84%	14.65%	17.98%	15.52%	14.63%	14.73%	8.41%	18.05%	10.94%	10.13%	19.75%	21.96%	22.46%	22.55%	14.13%	15.63%	21.97%	17.39%	30.07%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	40	4	3	0	1	2	2	0	2	1	2	1	1	0	2	2	1	4	1	3	0	2	0	4	1	1					
		0.67%	1.75%	1.20%	0.00%	0.43%	0.93%	0.72%	0.00%	1.01%	1.12%	0.51%	0.34%	0.78%	0.00%	0.98%	0.75%	0.44%	1.27%	0.47%	1.09%	0.00%	0.74%	0.00%	0.69%	1.45%	0.70%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3189	115	146	44	127	126	148	44	118	54	212	181	81	183	112	141	146	191	108	148	144	133	150	245	31	61					
		53.80%	50.44%	58.63%	73.33%	54.04%	58.88%	53.43%	50.57%	59.60%	60.67%	53.94%	61.56%	62.79%	57.01%	54.63%	53.21%	64.32%	60.83%	50.47%	53.62%	42.73%	49.44%	58.59%	42.39%	44.93%	42.66%					
