Выборы Президента Российской Федерации																																																																						
Дата голосования: 04.03.2012																																																																						
																																																																						
Наименование Избирательной комиссии:    Братская																																																																						
																																																																						
Сводная таблица итогов голосования																																																																						
																																																																						
	Число участковых избирательных комиссий	59																																																																				
	Число участковых избирательных комиссий, приступивших к передаче сведений	59																																																																				
																																																																						
		Сумма	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №1873	УИК №1874	УИК №1875	УИК №1876	УИК №1877	УИК №1878	УИК №1879	УИК №1880	УИК №1881									
1	Число избирателей, включенных в список избирателей	44726	225	2207	911	360	94	486	126	1670	210	191	503	333	2401	230	334	876	1128	158	182	216	532	565	405	421	552	493	1060	338	420	1512	824	410	954	781	1144	1131	1207	1215	1200	1252	1452	624	257	288	227	362	372	1191	330	1165	1125	1203	604	505	1113	1179	1115	1108	1249									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	47104	257	2328	943	383	92	590	160	1699	212	204	519	353	2540	251	353	959	1292	176	241	241	645	699	522	530	611	576	1089	339	435	1534	862	436	985	828	1152	1163	1211	1230	1210	1264	1528	676	280	330	224	367	388	1401	468	1208	1130	1129	607	500	1119	1204	1119	1092	1220									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	22951	142	1062	440	180	48	315	85	889	106	98	267	192	1082	103	202	443	585	99	149	140	292	315	259	367	516	298	468	160	168	692	389	169	457	369	498	596	610	622	567	648	653	289	95	147	122	219	136	634	189	684	565	669	285	268	615	652	541	547	554									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1977	27	89	62	50	10	48	12	80	5	6	14	20	48	14	25	42	37	7	2	15	20	55	35	14	22	47	54	27	44	43	41	34	42	149	18	12	12	12	35	10	167	35	12	11	4	6	15	73	51	9	19	75	9	7	17	36	26	33	33									
6	Число погашенных избирательных бюллетеней	22176	88	1177	441	153	34	227	63	730	101	100	238	141	1410	134	126	474	670	70	90	86	333	329	228	149	73	231	567	152	223	799	432	233	486	310	636	555	589	596	608	606	708	352	173	172	98	142	237	694	228	515	546	385	313	225	487	516	552	512	633									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1976	27	89	62	50	10	48	12	80	5	6	14	20	48	14	25	42	37	7	2	15	20	55	35	14	22	47	54	27	44	42	41	34	42	149	18	12	12	12	35	10	167	35	12	11	4	6	15	73	51	9	19	75	9	7	17	36	26	33	33									
