Выборы Президента Российской Федерации																																																																						
Дата голосования: 02.03.2008																																																																						
																																																																						
Наименование Избирательной комиссии:    Братская																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
	Число участковых избирательных комиссий	63																																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	63																																																																				
																																																																						
		Сумма	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206					
1	"Число избирателей, включенных в списки избирателей"	43830	249	52	2261	841	266	51	106	538	134	1448	143	178	434	284	2132	216	348	907	1287	203	242	59	249	637	30	601	454	431	536	27	516	997	291	424	1329	662	407	895	684	1087	1043	1098	1605	1155	1187	1078	1201	1267	1087	1136	830	981	1318	1020	1458	589	248	267	214	315	346	1355	396					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	42879	250	52	2329	860	288	53	108	561	137	1485	150	185	454	290	2476	228	339	940	1320	212	242	67	258	654	63	651	507	540	596	43	557	1051	316	429	1368	776	413	931	766	934	895	930	1378	974	1024	916	1000	916	927	970	716	830	1117	858	1510	676	267	260	209	332	396	1414	485					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	29012	197	52	1503	596	210	32	74	455	89	972	94	130	354	213	1741	156	286	656	699	173	230	56	185	521	30	335	420	410	471	25	480	574	222	280	850	463	229	642	575	508	614	599	816	696	631	690	670	849	669	681	568	588	614	557	1052	368	170	170	154	315	231	773	349					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2581	21	0	137	59	27	16	17	47	32	113	15	24	18	16	137	28	45	70	46	10	6	0	0	0	0	90	22	18	59	0	33	71	15	27	74	55	42	40	76	97	39	37	92	80	49	29	87	19	25	51	6	29	87	34	102	48	0	20	6	0	15	113	10					
6	Число погашенных избирательных бюллетеней	11286	32	0	689	205	51	5	17	59	16	400	41	31	82	61	598	44	8	214	575	29	6	11	73	133	33	226	65	112	66	18	44	406	79	122	444	258	142	249	115	329	242	294	470	198	344	197	243	48	233	238	142	213	416	267	356	260	97	70	49	17	150	528	126					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2581	21	0	137	59	27	16	17	47	32	113	15	24	18	16	137	28	45	70	46	10	6	0	0	0	0	90	22	18	59	0	33	71	15	27	74	55	42	40	76	97	39	37	92	80	49	29	87	19	25	51	6	29	87	34	102	48	0	20	6	0	15	113	10					
8	Число бюллетеней в стационарных ящиках для голосования	29008	197	52	1503	596	210	32	74	455	89	972	94	130	354	213	1741	156	286	656	699	173	230	56	185	521	30	335	420	410	471	25	480	574	222	280	849	463	229	642	575	508	613	599	816	696	631	690	670	849	667	681	568	588	614	557	1052	368	170	170	154	315	231	773	349					
9	Число недействительных избирательных бюллетеней	347	2	0	16	8	6	0	0	9	0	5	1	1	3	2	25	7	2	9	4	3	0	0	0	1	0	2	13	1	10	0	6	4	0	4	12	6	2	3	9	7	12	4	11	8	9	16	7	14	4	10	8	9	4	12	8	10	1	0	0	0	7	3	7					
10	Число действительных избирательных бюллетеней	31242	216	52	1624	647	231	48	91	493	121	1080	108	153	369	227	1853	177	329	717	741	180	236	56	185	520	30	423	429	427	520	25	507	641	237	303	911	512	269	679	642	598	640	632	897	768	671	703	750	854	688	722	566	608	697	579	1146	406	169	190	160	315	239	883	352					
11	Число полученных открепительных  удостоверений	1174	4	2	48	13	4	1	2	28	2	36	7	6	21	4	185	8	4	14	19	3	3	1	4	9	1	9	7	8	58	15	22	64	20	6	18	16	6	29	42	16	15	15	16	17	17	16	15	16	16	17	18	16	17	15	36	30	12	14	3	13	6	47	22					
