Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Татарская городская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024					
1	"Число избирателей, внесенных в списки избирателей"	20101	57	1342	1280	1282	1296	1199	1333	1406	1302	1386	1517	1158	1591	1215	994	1252	491					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20250	80	1330	1300	1280	1290	1220	1340	1420	1350	1400	1470	1180	1610	1240	980	1270	490					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9869	57	742	611	727	754	607	676	669	768	709	708	458	623	486	443	532	299					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1286	0	63	73	125	114	62	122	57	50	78	149	83	80	46	83	81	20					
6	Число погашенных избирательных бюллетеней	9095	23	525	616	428	422	551	542	694	532	613	613	639	907	708	454	657	171					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1285	0	63	73	125	113	62	122	57	50	78	149	83	80	46	83	81	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9849	57	722	611	727	754	607	676	669	768	709	708	458	623	486	443	532	299					
9	Число недействительных избирательных бюллетеней	134	0	48	12	6	6	5	9	7	3	2	4	5	5	5	7	4	6					
10	Число действительных избирательных бюллетеней	11000	57	737	672	846	861	664	789	719	815	785	853	536	698	527	519	609	313					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	361	5	20	21	21	21	21	22	22	36	23	23	23	30	20	16	22	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	160	0	4	6	15	15	16	10	6	30	8	12	7	5	7	9	6	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	105	2	8	5	8	10	6	5	8	4	8	9	4	5	4	12	3	4					
14	Число погашенных неиспользованных открепительных удостоверений	201	5	16	15	6	6	5	12	16	6	15	11	16	25	13	7	16	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	0	2	1	3	4	3	5	4	3	3	2	2	3	1	0	2	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	145	0	6	5	15	16	10	10	7	11	13	9	6	8	9	9	7	4					
		1.30%	0.00%	0.76%	0.73%	1.76%	1.85%	1.49%	1.25%	0.96%	1.34%	1.65%	1.05%	1.11%	1.14%	1.69%	1.71%	1.14%	1.25%					
19	2.Всероссийская политическая партия «Гражданская Сила»	31	0	3	3	0	2	3	2	2	3	2	2	0	2	2	2	2	1					
		0.28%	0.00%	0.38%	0.44%	0.00%	0.23%	0.45%	0.25%	0.28%	0.37%	0.25%	0.23%	0.00%	0.28%	0.38%	0.38%	0.33%	0.31%					
20	3.Политическая партия «Демократическая партия России»	12	0	1	1	1	0	2	1	2	0	0	1	2	0	0	1	0	0					
		0.11%	0.00%	0.13%	0.15%	0.12%	0.00%	0.30%	0.13%	0.28%	0.00%	0.00%	0.12%	0.37%	0.00%	0.00%	0.19%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1550	2	66	79	167	158	97	134	107	143	107	100	86	87	55	52	70	40					
		13.92%	3.51%	8.41%	11.55%	19.60%	18.22%	14.50%	16.79%	14.74%	17.48%	13.60%	11.67%	15.90%	12.38%	10.34%	9.89%	11.42%	12.54%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	85	6	6	5	1	3	5	10	4	6	4	4	2	2	4	6	14	3					
		0.76%	10.53%	0.76%	0.73%	0.12%	0.35%	0.75%	1.25%	0.55%	0.73%	0.51%	0.47%	0.37%	0.28%	0.75%	1.14%	2.28%	0.94%					
23	6.Политическая партия «Партия социальной справедливости»	19	0	0	4	1	0	0	1	0	1	1	1	1	2	3	1	2	1					
		0.17%	0.00%	0.00%	0.58%	0.12%	0.00%	0.00%	0.13%	0.00%	0.12%	0.13%	0.12%	0.18%	0.28%	0.56%	0.19%	0.33%	0.31%					
24	7.Политическая партия «Либерально-демократическая партия России»	906	5	68	66	47	56	47	59	75	56	45	72	40	66	39	53	80	32					
		8.14%	8.77%	8.66%	9.65%	5.52%	6.46%	7.03%	7.39%	10.33%	6.85%	5.72%	8.40%	7.39%	9.39%	7.33%	10.08%	13.05%	10.03%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	958	0	57	63	89	71	79	59	63	95	81	77	30	65	34	40	29	26					
		8.60%	0.00%	7.26%	9.21%	10.45%	8.19%	11.81%	7.39%	8.68%	11.61%	10.29%	8.98%	5.55%	9.25%	6.39%	7.60%	4.73%	8.15%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	78	0	4	0	9	5	8	5	3	6	7	10	5	6	4	2	1	3					
		0.70%	0.00%	0.51%	0.00%	1.06%	0.58%	1.20%	0.63%	0.41%	0.73%	0.89%	1.17%	0.92%	0.85%	0.75%	0.38%	0.16%	0.94%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7151	44	519	441	508	548	406	504	452	489	521	572	363	458	376	349	399	202					
		64.23%	77.19%	66.11%	64.47%	59.62%	63.21%	60.69%	63.16%	62.26%	59.78%	66.20%	66.74%	67.10%	65.15%	70.68%	66.35%	65.09%	63.32%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	65	0	7	5	8	2	7	4	4	5	4	5	1	2	1	4	5	1					
		0.58%	0.00%	0.89%	0.73%	0.94%	0.23%	1.05%	0.50%	0.55%	0.61%	0.51%	0.58%	0.18%	0.28%	0.19%	0.76%	0.82%	0.31%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
