Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Енисейская городская																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96					
1	"Число избирателей, внесенных в списки"	15983	1531	1677	1636	1638	1593	1980	1564	1495	1346	1523					
2	"Число бюллетеней, полученных участковыми комиссиями"	15100	1480	1600	1530	1580	1500	1780	1460	1440	1300	1430					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6385	598	607	608	604	558	692	612	522	533	1051					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	482	19	14	50	40	67	151	71	47	22	1					
6	Число погашенных бюллетеней	8233	863	979	872	936	875	937	777	871	745	378					
7	Число бюллетеней в переносных ящиках для голосования	482	19	14	50	40	67	151	71	47	22	1					
8	Число бюллетеней в стационарных ящиках для голосования	6385	598	607	608	604	558	692	612	522	533	1051					
9	Число недействительных бюллетеней	80	8	7	10	6	7	11	10	7	5	9					
10	Число действительных бюллетеней	6787	609	614	648	638	618	832	673	562	550	1043					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	187	20	20	20	20	20	20	20	20	10	17					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	37	2	3	2	4	1	8	1	1	7	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	22	0	5	3	0	1	6	0	4	0	3					
14	Число погашенных открепительных удостоверений	150	18	17	18	16	19	12	19	19	3	9					
15	Число открепительных удостоверений выданных ТИК	13	1	2	0	2	1	0	3	0	3	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
																	
18	"1. ""ЕДИНЕНИЕ"""	74	4	3	10	6	10	9	7	7	4	14					
		1.07%	0.64%	0.48%	1.51%	0.93%	1.6%	1.06%	1.02%	1.23%	0.72%	1.33%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	196	17	21	11	15	8	18	30	17	12	47					
		2.85%	2.75%	3.38%	1.67%	2.32%	1.28%	2.13%	4.39%	2.98%	2.16%	4.46%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	133	24	8	14	11	12	15	10	14	12	13					
		1.93%	3.88%	1.28%	2.12%	1.70%	1.92%	1.77%	1.46%	2.46%	2.16%	1.23%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	325	39	26	28	37	30	35	33	23	32	42					
		4.73%	6.32%	4.18%	4.25%	5.74%	4.8%	4.15%	4.83%	4.04%	5.76%	3.99%					
22	"5. ""За Русь Святую"""	34	3	8	4	1	1	3	3	4	3	4					
		0.49%	0.48%	1.28%	0.60%	0.15%	0.16%	0.35%	0.43%	0.70%	0.54%	0.38%					
23	"6. ""Объединенная Российская партия ""Русь"""	10	0	0	2	0	0	3	0	1	1	3					
		0.14%	0.0%	0.0%	0.30%	0.0%	0.0%	0.35%	0.0%	0.17%	0.18%	0.28%					
24	"7. ""Новый курс - Автомобильная Россия"""	50	4	4	4	1	3	7	6	6	4	11					
		0.72%	0.64%	0.64%	0.60%	0.15%	0.48%	0.83%	0.87%	1.05%	0.72%	1.04%					
25	"8. ""Народно-республиканская партия России"""	4	0	1	0	0	0	1	0	0	0	2					
		0.05%	0.0%	0.16%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.19%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	0	2	1	1	0	3	3	0	0	11					
		0.30%	0.0%	0.32%	0.15%	0.15%	0.0%	0.35%	0.43%	0.0%	0.0%	1.04%					
27	"10. ""Аграрная партия России"""	117	13	12	9	21	5	19	14	3	10	11					
		1.70%	2.10%	1.93%	1.36%	3.26%	0.8%	2.25%	2.04%	0.52%	1.80%	1.04%					
28	"11. ""Истинные патриоты России"""	11	2	0	0	0	1	3	2	1	1	1					
		0.16%	0.32%	0.0%	0.0%	0.0%	0.16%	0.35%	0.29%	0.17%	0.18%	0.09%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	33	5	2	3	1	4	5	5	1	2	5					
		0.48%	0.81%	0.32%	0.45%	0.15%	0.64%	0.59%	0.73%	0.17%	0.36%	0.47%					
30	"13. ""Демократическая партия России"""	15	3	0	1	0	1	4	1	0	2	3					
		0.21%	0.48%	0.0%	0.15%	0.0%	0.16%	0.47%	0.14%	0.0%	0.36%	0.28%					
31	"14. ""Великая Россия - Евразийский Союз"""	7	0	0	0	2	1	0	2	0	1	1					
		0.10%	0.0%	0.0%	0.0%	0.31%	0.16%	0.0%	0.29%	0.0%	0.18%	0.09%					
32	"15. ""Партия СЛОН"""	8	0	2	2	0	0	2	0	1	0	1					
		0.11%	0.0%	0.32%	0.30%	0.0%	0.0%	0.23%	0.0%	0.17%	0.0%	0.09%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1377	135	117	144	144	121	148	154	127	156	131					
		20.05%	21.88%	18.84%	21.88%	22.36%	19.36%	17.55%	22.54%	22.31%	28.10%	12.45%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	18	6	0	2	1	1	2	0	0	0	6					
		0.26%	0.97%	0.0%	0.30%	0.15%	0.16%	0.23%	0.0%	0.0%	0.0%	0.57%					
35	"18. ""ЛДПР"""	714	65	61	74	56	53	88	59	68	50	140					
		10.39%	10.53%	9.82%	11.24%	8.69%	8.48%	10.43%	8.63%	11.95%	9.00%	13.30%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	73	11	4	9	1	6	6	6	10	7	13					
		1.06%	1.78%	0.64%	1.36%	0.15%	0.96%	0.71%	0.87%	1.75%	1.26%	1.23%					
37	"20. ""Политическая партия ""Единая Россия"""	2320	188	245	209	218	236	281	196	177	151	419					
		33.78%	30.47%	39.45%	31.76%	33.85%	37.76%	33.33%	28.69%	31.10%	27.20%	39.82%					
38	"21. ""Российская Конституционно-демократическая партия"""	15	0	1	2	2	0	5	1	0	2	2					
		0.21%	0.0%	0.16%	0.30%	0.31%	0.0%	0.59%	0.14%	0.0%	0.36%	0.19%					
39	"22. ""Развитие предпринимательства"""	19	0	5	3	0	2	2	1	3	1	2					
		0.27%	0.0%	0.80%	0.45%	0.0%	0.32%	0.23%	0.14%	0.52%	0.18%	0.19%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	868	63	73	93	99	100	126	109	83	77	45					
		12.64%	10.21%	11.75%	14.13%	15.37%	16.0%	14.94%	15.95%	14.58%	13.87%	4.27%					
																	
41	Против всех	345	27	19	23	21	23	47	31	16	22	116					
		5.02%	4.37%	3.05%	3.49%	3.26%	3.68%	5.57%	4.53%	2.81%	3.96%	11.02%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
