Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Кривошеинская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501					
1	"Число избирателей, внесенных в списки"	11427	1121	194	381	111	330	186	75	241	83	630	985	723	126	889	758	1280	845	848	337	152	420	387	325					
2	"Число бюллетеней, полученных участковыми комиссиями"	10447	1000	196	340	117	305	193	77	220	85	560	900	660	124	810	680	1150	770	770	300	150	390	350	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6570	653	134	235	94	219	132	59	136	70	330	543	387	88	451	441	683	423	443	213	100	272	242	222					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	861	89	12	47	7	28	25	6	21	7	72	72	64	17	38	35	50	100	55	27	14	22	32	21					
6	Число погашенных бюллетеней	3016	258	50	58	16	58	36	12	63	8	158	285	209	19	321	204	417	247	272	60	36	96	76	57					
7	Число бюллетеней в переносных ящиках для голосования	861	89	12	47	7	28	25	6	21	7	72	72	64	17	38	35	50	100	55	27	14	22	32	21					
8	Число бюллетеней в стационарных ящиках для голосования	6570	653	134	235	94	219	132	59	136	70	330	543	387	88	451	441	683	423	443	213	100	272	242	222					
9	Число недействительных бюллетеней	104	13	1	2	1	0	0	1	2	3	8	11	8	1	9	6	7	3	2	2	7	6	7	4					
10	Число действительных бюллетеней	7327	729	145	280	100	247	157	64	155	74	394	604	443	104	480	470	726	520	496	238	107	288	267	239					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	172	10	5	6	5	5	5	5	5	5	10	10	10	5	16	10	10	10	15	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	95	4	1	6	4	2	5	2	4	1	1	2	2	1	15	5	10	5	12	3	2	5	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	53	3	1	3	2	3	2	1	0	1	0	2	0	0	5	6	4	0	4	8	1	1	1	5					
14	Число погашенных открепительных удостоверений	77	6	4	0	1	3	0	3	1	4	9	8	8	4	1	5	0	5	3	2	3	0	4	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	160	11	4	5	2	6	4	5	6	0	5	17	6	1	8	3	15	11	10	8	5	15	8	5					
		2.15%	1.48%	2.73%	1.77%	1.98%	2.42%	2.54%	7.69%	3.82%	0.0%	1.24%	2.76%	1.33%	0.95%	1.63%	0.63%	2.04%	2.10%	2.00%	3.33%	4.38%	5.10%	2.91%	2.05%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	57	6	1	2	0	5	2	0	2	0	4	2	6	0	3	5	8	2	3	1	3	0	2	0					
		0.76%	0.80%	0.68%	0.70%	0.0%	2.02%	1.27%	0.0%	1.27%	0.0%	0.99%	0.32%	1.33%	0.0%	0.61%	1.05%	1.09%	0.38%	0.60%	0.41%	2.63%	0.0%	0.72%	0.0%					
