Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Веневская 																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142					
1	"Число избирателей, внесенных в списки"	29486	195	775	470	132	383	303	2523	2383	2733	2586	2551	24	2712	2862	72	515	307	539	1098	300	129	1874	720	648	318	509	480	319	227	322	477					
2	"Число бюллетеней, полученных участковыми комиссиями"	29423	196	790	480	133	380	300	2500	2400	2750	2560	2500	30	2700	2800	100	520	300	540	1100	300	134	1900	730	640	320	500	480	320	220	320	480					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12975	102	306	186	69	217	135	1180	1065	1211	1178	1325	24	1213	1269	72	174	158	206	539	123	70	684	159	285	76	178	189	140	110	145	187					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2082	24	160	108	14	82	53	29	26	23	49	44	0	45	38	0	132	74	73	44	18	33	161	191	90	65	89	132	40	36	110	99					
6	Число погашенных бюллетеней	14366	70	324	186	50	81	112	1291	1309	1516	1333	1131	6	1442	1493	28	214	68	261	517	159	31	1055	380	265	179	233	159	140	74	65	194					
7	Число бюллетеней в переносных ящиках для голосования	2106	24	160	108	14	82	53	29	26	23	49	44	24	45	38	0	132	74	73	44	18	33	161	191	90	65	89	132	40	36	110	99					
8	Число бюллетеней в стационарных ящиках для голосования	12939	102	306	186	69	217	135	1180	1063	1211	1178	1321	0	1209	1269	72	174	158	204	539	123	70	684	159	285	76	178	189	140	110	145	187					
9	Число недействительных бюллетеней	225	0	3	12	4	1	5	24	15	15	17	22	0	13	15	1	2	0	7	21	10	1	8	2	3	3	6	4	8	2	1	0					
10	Число действительных бюллетеней	14820	126	463	282	79	298	183	1185	1074	1219	1210	1343	24	1241	1292	71	304	232	270	562	131	102	837	348	372	138	261	317	172	144	254	286					
