Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    район Зябликово																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №3330					
1	"Число избирателей, внесенных в список избирателей"	77039	2702	2028	1726	2354	2273	1987	1989	2767	2888	2242	2659	2068	2074	2787	2870	2770	2798	2387	2006	2340	2629	2730	2957	2511	2759	2604	2586	2805	2603	2496	1841	803					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	57140	1900	1420	1200	1680	1620	1400	1470	2380	2450	2000	1900	1460	1440	2000	2050	1980	1950	1700	1450	1700	2180	1950	2050	1800	1950	2050	1860	2000	1850	1780	1320	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	48193	1693	1292	818	1640	1314	1181	1435	2323	2283	1893	1808	1167	1058	1738	1882	1555	1538	1579	1121	1585	1898	1807	1662	1523	1401	1917	1626	1263	1356	979	1244	614					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	818	39	31	13	34	22	23	32	18	28	23	26	41	7	13	8	17	22	21	15	23	24	45	13	13	10	28	13	8	24	31	16	137					
6	Число погашенных избирательных бюллетеней	8129	168	97	369	6	284	196	3	39	139	84	66	252	375	249	160	408	390	100	314	92	258	98	375	264	539	105	221	729	470	770	60	449					
7	Число избирательных бюллетеней в переносных ящиках для голосования	818	39	31	13	34	22	23	32	18	28	23	26	41	7	13	8	17	22	21	15	23	24	45	13	13	10	28	13	8	24	31	16	137					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	48111	1693	1291	818	1638	1314	1181	1432	2320	2281	1893	1805	1166	1056	1738	1882	1555	1533	1579	1117	1585	1891	1798	1653	1511	1401	1917	1613	1261	1356	975	1244	614					
9	Число недействительных избирательных бюллетеней	768	33	14	15	8	45	23	19	22	27	19	20	12	25	20	8	29	32	23	19	7	28	18	34	27	11	6	4	30	75	86	20	9					
10	Число действительных избирательных бюллетеней	48161	1699	1308	816	1664	1291	1181	1445	2316	2282	1897	1811	1195	1038	1731	1882	1543	1523	1577	1113	1601	1887	1825	1632	1497	1400	1939	1622	1239	1305	920	1240	742					
