Выборы Президента Российской Федерации																																																																																			
Дата голосования: 04.03.2012																																																																																			
																																																																																			
Наименование Избирательной комиссии:    Ярославль, Дзержинская																																																																																			
																																																																																			
Сводная таблица итогов голосования																																																																																			
																																																																																			
	Число участковых избирательных комиссий	72																																																																																	
	Число участковых избирательных комиссий, приступивших к передаче сведений	72																																																																																	
																																																																																			
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72									
1	Число избирателей, включенных в список избирателей	132275	2165	1924	2098	2197	2205	2079	1957	2025	1899	2030	2071	1955	1700	1838	1806	1781	1866	1798	1726	1890	2005	2049	1880	2203	2232	1873	1856	1901	1926	1883	1961	1956	1777	1840	1888	1981	1722	1845	1650	2391	2119	2140	1823	1990	1998	1997	2127	2134	2183	2200	1586	1868	1896	2040	1887	1749	1941	1720	1829	1718	1739	1866	1728	1871	2009	1877	1969	2020	103	128	33	158									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	117100	1900	1700	1800	1900	2000	1900	1700	1800	1700	1800	1800	1700	1500	1600	1600	1600	1600	1600	1500	1600	1800	1800	1700	1900	2000	1700	1600	1700	1700	1700	1700	1700	1600	1600	1700	1700	1600	1600	1500	2000	1900	1900	1600	1800	1800	1800	1900	1900	1900	1900	1400	1700	1700	1800	1700	1600	1700	1500	1600	1500	1500	1700	1500	1700	1800	1700	1700	1800	130	160	40	170									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	81071	1303	1017	1105	1279	1166	1216	1119	1244	1106	1221	1274	827	1006	1047	1030	1006	1128	1059	1037	1057	1253	1286	1224	1304	1448	1157	1181	1196	1207	1235	1217	1156	1141	1164	1200	1149	1034	1143	921	1629	1278	1336	1199	1237	1293	1283	1352	1367	1499	1425	1000	1164	1201	1145	1203	1102	1191	1080	1156	1050	1164	1131	1182	1189	1365	1162	1232	1278	24	124	33	134									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3451	83	161	116	47	61	53	75	46	61	57	84	44	77	66	65	70	47	81	43	52	39	51	37	46	56	38	43	43	70	69	55	81	47	61	57	51	53	38	39	25	26	46	33	33	42	22	19	36	26	18	58	42	56	18	64	44	20	41	21	30	41	33	8	25	29	49	37	43	79	0	0	24									
6	Число погашенных избирательных бюллетеней	32578	514	522	579	574	773	631	506	510	533	522	442	829	417	487	505	524	425	460	420	491	508	463	439	550	496	505	376	461	423	396	428	463	412	375	443	500	513	419	540	346	596	518	368	530	465	495	529	497	375	457	342	494	443	637	433	454	489	379	423	420	295	536	310	486	406	489	431	479	27	36	7	12									
