Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Малопургинская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542					
1	"Число избирателей, внесенных в списки избирателей"	24845	1478	1425	1459	1235	324	265	512	229	253	1031	1179	1083	1002	568	308	1019	142	270	266	540	328	811	267	558	291	960	155	374	401	695	311	311	397	904	103	737	121	252	585	319	1028	349					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24404	1450	1380	1450	1200	320	235	500	210	245	1010	1150	1075	1003	565	305	1010	140	265	265	535	325	800	255	560	254	975	150	370	405	685	315	300	385	890	110	712	110	245	585	310	1000	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16637	945	1002	963	808	226	170	359	178	170	557	908	710	577	358	200	574	100	175	183	447	222	566	203	376	174	576	101	221	226	448	238	234	241	620	100	525	95	234	389	251	732	255					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	966	7	29	19	25	15	15	13	6	9	99	20	72	17	24	9	34	10	16	1	25	31	29	10	22	30	24	0	44	46	66	16	11	23	28	0	36	7	7	17	5	22	27					
6	Число погашенных избирательных бюллетеней	6801	498	349	468	367	79	50	128	26	66	354	222	293	409	183	96	402	30	74	81	63	72	205	42	162	50	375	49	105	133	171	61	55	121	242	10	151	8	4	179	54	246	68					
7	Число избирательных бюллетеней в переносных ящиках для голосования	966	7	29	19	25	15	15	13	6	9	99	20	72	17	24	9	34	10	16	1	25	31	29	10	22	30	24	0	44	46	66	16	11	23	28	0	36	7	7	17	5	22	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16637	945	1002	963	808	226	170	359	178	170	557	908	710	577	358	200	574	100	175	183	447	222	566	203	376	174	576	101	221	226	448	238	234	241	620	100	525	95	234	389	251	732	255					
9	Число недействительных избирательных бюллетеней	280	6	13	14	9	6	2	10	7	10	15	14	15	9	11	2	11	1	3	6	6	8	7	5	10	2	8	0	2	3	7	3	4	1	12	0	14	0	1	5	5	11	2					
10	Число действительных избирательных бюллетеней	17323	946	1018	968	824	235	183	362	177	169	641	914	767	585	371	207	597	109	188	178	466	245	588	208	388	202	592	101	263	269	507	251	241	263	636	100	547	102	240	401	251	743	280					
