Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Малопургинская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542	УИК №2543	УИК №2544					
1	"Число избирателей, внесенных в список избирателей"	25372	303	1253	1483	1557	1523	283	247	827	392	667	1116	1091	602	148	457	268	271	558	334	1014	582	306	750	359	581	276	929	155	182	1155	392	395	557	167	304	308	106	743	108	277	578	324	1095	349					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25790	305	1270	1510	1580	1550	280	245	830	395	650	1165	1110	590	150	475	265	275	570	335	1030	600	305	770	355	600	285	960	155	180	1160	405	395	560	165	315	310	121	775	124	270	595	335	1105	365					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16013	191	761	930	1101	986	173	177	530	215	308	716	622	371	119	294	164	195	417	166	543	306	189	572	238	371	143	426	102	121	732	274	195	269	108	205	213	99	517	81	238	391	265	752	227					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	879	13	21	28	15	13	10	15	22	10	73	23	70	11	2	7	18	13	22	20	22	22	11	24	19	22	22	9	11	10	58	26	21	17	4	18	6	4	60	13	6	17	8	20	23					
6	Число погашенных избирательных бюллетеней	8898	101	488	552	464	551	97	53	278	170	269	426	418	208	29	174	83	67	131	149	465	272	105	174	98	207	120	525	42	49	370	105	179	274	53	92	91	18	198	30	26	187	62	333	115					
7	Число избирательных бюллетеней в переносных ящиках для голосования	879	13	21	28	15	13	10	15	22	10	73	23	70	11	2	7	18	13	22	20	22	22	11	24	19	22	22	9	11	10	58	26	21	17	4	18	6	4	60	13	6	17	8	20	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16010	191	760	930	1101	986	173	177	529	215	308	716	622	371	119	294	164	195	417	166	543	306	189	572	238	371	143	426	102	121	732	274	195	269	108	205	212	99	517	81	238	391	265	752	227					
9	Число недействительных избирательных бюллетеней	291	6	10	23	18	25	2	1	6	3	5	24	11	9	1	6	4	6	4	6	8	7	1	6	5	15	3	7	3	0	11	7	2	5	0	0	0	0	13	1	3	7	2	8	7					
10	Число действительных избирательных бюллетеней	16598	198	771	935	1098	974	181	191	545	222	376	715	681	373	120	295	178	202	435	180	557	321	199	590	252	378	162	428	110	131	779	293	214	281	112	223	218	103	564	93	241	401	271	764	243					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	449	3	16	20	20	30	3	3	8	3	20	25	23	5	3	8	3	4	3	3	15	5	5	15	3	10	5	10	3	2	8	8	3	10	2	7	3	16	38	18	3	15	13	20	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	376	3	16	17	19	28	1	3	8	1	16	22	20	4	2	5	2	4	3	0	15	1	2	11	1	10	5	5	0	1	7	8	1	5	1	7	3	16	37	15	0	15	11	16	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	174	4	5	6	13	16	3	6	5	5	10	3	7	5	0	5	2	2	1	1	3	3	2	2	1	5	1	2	1	6	16	3	1	5	1	1	1	0	7	2	3	3	1	5	0					
14	Число погашенных неиспользованных открепительных удостоверений	73	0	0	3	1	2	2	0	0	2	4	3	3	1	1	3	1	0	0	3	0	4	3	4	2	0	0	5	3	1	1	0	2	5	1	0	0	0	1	3	3	0	2	4	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2040	24	120	83	191	116	28	32	125	32	46	124	68	26	6	30	10	12	26	16	69	28	10	52	34	54	14	63	5	16	106	78	48	43	9	13	20	3	62	4	9	42	22	91	30					
		12.08%	11.76%	15.36%	8.66%	17.11%	11.61%	15.30%	16.67%	22.69%	14.22%	12.07%	16.78%	9.83%	6.81%	4.96%	9.97%	5.49%	5.77%	5.92%	8.60%	12.21%	8.54%	5.00%	8.72%	13.23%	13.74%	8.48%	14.48%	4.42%	12.21%	13.42%	26.00%	22.22%	15.03%	8.04%	5.83%	9.17%	2.91%	10.75%	4.26%	3.69%	10.29%	8.06%	11.79%	12.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1799	27	70	86	84	103	17	32	79	45	63	166	104	34	8	43	21	12	38	13	70	40	12	69	15	40	17	58	11	8	103	23	20	35	11	17	19	8	49	5	15	36	12	43	18					
		10.65%	13.24%	8.96%	8.98%	7.53%	10.31%	9.29%	16.67%	14.34%	20.00%	16.54%	22.46%	15.03%	8.90%	6.61%	14.29%	11.54%	5.77%	8.66%	6.99%	12.39%	12.20%	6.00%	11.58%	5.84%	10.18%	10.30%	13.33%	9.73%	6.11%	13.04%	7.67%	9.26%	12.24%	9.82%	7.62%	8.72%	7.77%	8.49%	5.32%	6.15%	8.82%	4.40%	5.57%	7.20%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	111	0	3	5	9	8	0	2	4	1	5	3	7	3	0	3	0	2	5	0	3	5	1	2	2	6	1	5	1	0	3	2	0	2	2	2	2	0	4	1	0	3	1	3	0					
		0.66%	0.00%	0.38%	0.52%	0.81%	0.80%	0.00%	1.04%	0.73%	0.44%	1.31%	0.41%	1.01%	0.79%	0.00%	0.99%	0.00%	0.96%	1.14%	0.00%	0.53%	1.52%	0.50%	0.34%	0.78%	1.53%	0.61%	1.15%	0.88%	0.00%	0.38%	0.67%	0.00%	0.70%	1.79%	0.90%	0.92%	0.00%	0.69%	1.06%	0.00%	0.74%	0.37%	0.39%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4012	35	221	256	255	291	37	34	117	45	89	136	174	117	50	85	57	60	93	63	166	101	58	133	58	79	20	90	26	22	202	47	34	70	23	41	43	2	96	25	24	150	54	167	66					
		23.76%	17.16%	28.30%	26.72%	22.85%	29.13%	20.22%	17.71%	21.23%	20.00%	23.36%	18.40%	25.14%	30.63%	41.32%	28.24%	31.32%	28.85%	21.18%	33.87%	29.38%	30.79%	29.00%	22.32%	22.57%	20.10%	12.12%	20.69%	23.01%	16.79%	25.57%	15.67%	15.74%	24.48%	20.54%	18.39%	19.72%	1.94%	16.64%	26.60%	9.84%	36.76%	19.78%	21.63%	26.40%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	150	3	12	8	20	12	0	0	2	5	8	14	8	1	0	1	1	1	6	0	4	7	1	5	2	0	1	2	0	0	8	1	2	2	2	1	1	0	1	1	0	1	2	4	0					
		0.89%	1.47%	1.54%	0.84%	1.79%	1.20%	0.00%	0.00%	0.36%	2.22%	2.10%	1.89%	1.16%	0.26%	0.00%	0.33%	0.55%	0.48%	1.37%	0.00%	0.71%	2.13%	0.50%	0.84%	0.78%	0.00%	0.61%	0.46%	0.00%	0.00%	1.01%	0.33%	0.93%	0.70%	1.79%	0.45%	0.46%	0.00%	0.17%	1.06%	0.00%	0.25%	0.73%	0.52%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8417	108	337	489	537	444	99	91	217	94	165	267	319	192	56	133	88	115	265	88	242	139	117	324	140	198	106	208	66	85	356	142	109	128	63	145	132	90	347	55	191	168	178	455	129					
		49.84%	52.94%	43.15%	51.04%	48.12%	44.44%	54.10%	47.40%	39.38%	41.78%	43.31%	36.13%	46.10%	50.26%	46.28%	44.19%	48.35%	55.29%	60.36%	47.31%	42.83%	42.38%	58.50%	54.36%	54.47%	50.38%	64.24%	47.82%	58.41%	64.89%	45.06%	47.33%	50.46%	44.76%	56.25%	65.02%	60.55%	87.38%	60.14%	58.51%	78.28%	41.18%	65.20%	58.94%	51.60%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	69	1	8	8	2	0	0	0	1	0	0	5	1	0	0	0	1	0	2	0	3	1	0	5	1	1	3	2	1	0	1	0	1	1	2	4	1	0	5	2	2	1	2	1	0					
		0.41%	0.49%	1.02%	0.84%	0.18%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.68%	0.14%	0.00%	0.00%	0.00%	0.55%	0.00%	0.46%	0.00%	0.53%	0.30%	0.00%	0.84%	0.39%	0.25%	1.82%	0.46%	0.88%	0.00%	0.13%	0.00%	0.46%	0.35%	1.79%	1.79%	0.46%	0.00%	0.87%	2.13%	0.82%	0.25%	0.73%	0.13%	0.00%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
