Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Кущевская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849					
1	"Число избирателей, внесенных в список избирателей"	53321	2083	2394	2040	1716	2482	2647	1378	1501	1787	2741	2694	275	506	202	359	258	175	426	1175	164	1044	2725	1399	224	786	2715	1569	325	1029	342	1996	1067	720	901	1086	150	253	165	481	492	587	363	857	246	196	232	2456	1350	562					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	52300	2000	2300	2000	1700	2400	2600	1300	1500	1700	2770	2800	270	500	200	360	260	170	430	1100	150	1000	2700	1430	220	780	2600	1500	260	1000	320	2000	1100	720	900	1000	150	250	160	480	490	580	350	860	230	190	220	2400	1340	560					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	28576	1140	1322	1168	856	1277	1327	703	665	1326	1483	1614	164	330	146	184	158	96	223	621	107	572	1492	717	141	552	1298	863	187	528	211	1026	465	273	512	595	106	150	112	216	259	282	147	370	104	88	70	1380	632	318					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	4531	111	182	190	77	99	109	118	177	18	136	253	24	20	0	69	19	27	35	123	13	76	160	88	20	56	164	59	36	63	24	279	233	180	86	87	15	26	14	80	38	74	126	166	62	55	73	160	159	72					
6	Число погашенных избирательных бюллетеней	19193	749	796	642	767	1024	1164	479	658	356	1151	933	82	150	54	107	83	47	172	356	30	352	1048	625	59	172	1138	578	37	409	85	695	402	267	302	318	29	74	34	184	193	224	77	324	64	47	77	860	549	170					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4531	111	182	190	77	99	109	118	177	18	136	253	24	20	0	69	19	27	35	123	13	76	160	88	20	56	164	59	36	63	24	279	233	180	86	87	15	26	14	80	38	74	126	166	62	55	73	160	159	72					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28571	1140	1322	1168	856	1277	1327	702	665	1326	1483	1614	164	330	146	184	158	96	223	621	107	569	1492	717	141	552	1298	863	187	528	211	1025	465	273	512	595	106	150	112	216	259	282	147	370	104	88	70	1380	632	318					
9	Число недействительных избирательных бюллетеней	519	19	33	15	25	22	21	16	18	31	14	5	2	3	0	1	2	2	7	16	0	12	36	10	2	18	16	15	1	7	4	21	18	5	11	16	4	4	3	5	4	5	2	4	0	2	3	28	7	4					
10	Число действительных избирательных бюллетеней	32583	1232	1471	1343	908	1354	1415	804	824	1313	1605	1862	186	347	146	252	175	121	251	728	120	633	1616	795	159	590	1446	907	222	584	231	1283	680	448	587	666	117	172	123	291	293	351	271	532	166	141	140	1512	784	386					
