Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Старокулаткинская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485					
1	"Число избирателей, внесенных в список избирателей"	11885	2553	1863	707	545	321	100	139	339	601	342	180	113	822	194	802	280	378	581	317	329	379					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11790	2550	1850	700	520	320	90	130	330	590	330	180	110	850	200	810	270	380	570	320	320	370					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7489	1404	999	457	387	228	78	86	229	400	227	132	84	569	146	499	185	276	368	257	211	267					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	962	97	88	89	68	43	8	15	19	65	22	27	13	95	21	60	31	31	60	35	37	38					
6	Число погашенных избирательных бюллетеней	3339	1049	763	154	65	49	4	29	82	125	81	21	13	186	33	251	54	73	142	28	72	65					
7	Число избирательных бюллетеней в переносных ящиках для голосования	962	97	88	89	68	43	8	15	19	65	22	27	13	95	21	60	31	31	60	35	37	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7487	1404	997	457	387	228	78	86	229	400	227	132	84	569	146	499	185	276	368	257	211	267					
9	Число недействительных избирательных бюллетеней	113	20	14	4	3	1	3	1	1	4	7	0	2	7	2	9	7	7	9	7	0	5					
10	Число действительных избирательных бюллетеней	8336	1481	1071	542	452	270	83	100	247	461	242	159	95	657	165	550	209	300	419	285	248	300					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1278	168	130	70	30	30	20	30	40	80	50	30	30	160	40	110	30	40	70	40	40	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1026	87	103	45	27	25	14	20	40	80	32	30	30	143	30	81	17	40	62	40	40	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	144	10	18	7	16	6	5	3	5	8	11	2	3	7	6	5	6	3	7	5	5	6					
14	Число погашенных неиспользованных открепительных удостоверений	252	81	27	25	3	5	6	10	0	0	18	0	0	17	10	29	13	0	8	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	7	12	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0					
