Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Тужинская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159					
1	"Число избирателей, внесенных в списки"	7967	1109	258	213	396	232	249	422	460	414	311	298	200	266	1584	1555					
2	"Число бюллетеней, полученных участковыми комиссиями"	7906	1078	261	215	400	229	253	431	469	416	311	306	199	269	1559	1510					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4101	535	136	128	170	121	128	226	278	211	210	148	110	164	733	803					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	553	31	33	16	72	59	40	43	15	45	16	46	20	25	41	51					
6	Число погашенных бюллетеней	3252	512	92	71	158	49	85	162	176	160	85	112	69	80	785	656					
7	Число бюллетеней в переносных ящиках для голосования	553	31	33	16	72	59	40	43	15	45	16	46	20	25	41	51					
8	Число бюллетеней в стационарных ящиках для голосования	4101	535	136	128	170	121	128	226	278	211	210	148	110	164	733	803					
9	Число недействительных бюллетеней	76	6	0	4	5	5	3	7	2	2	4	4	0	14	9	11					
10	Число действительных бюллетеней	4578	560	169	140	237	175	165	262	291	254	222	190	130	175	765	843					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	98	10	5	5	5	5	5	8	5	5	5	5	5	5	10	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	47	6	2	1	2	0	1	7	2	0	2	5	0	1	10	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	22	7	2	0	2	0	1	1	0	2	1	0	0	1	4	1					
14	Число погашенных открепительных удостоверений	51	4	3	4	3	5	4	1	3	5	3	0	5	4	0	7					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	55	10	1	2	2	0	4	1	10	2	0	1	2	4	11	5					
		1.18%	1.76%	0.59%	1.38%	0.82%	0.0%	2.38%	0.37%	3.41%	0.78%	0.0%	0.51%	1.53%	2.11%	1.42%	0.58%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	44	6	3	0	1	4	0	1	1	0	1	2	1	0	14	10					
		0.94%	1.06%	1.77%	0.0%	0.41%	2.22%	0.0%	0.37%	0.34%	0.0%	0.44%	1.03%	0.76%	0.0%	1.80%	1.17%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	133	7	8	4	8	8	12	8	8	9	6	7	6	2	27	13					
		2.85%	1.23%	4.73%	2.77%	3.30%	4.44%	7.14%	2.97%	2.73%	3.51%	2.65%	3.60%	4.61%	1.05%	3.48%	1.52%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	76	12	2	1	0	2	7	1	8	5	8	6	1	0	12	11					
		1.63%	2.12%	1.18%	0.69%	0.0%	1.11%	4.16%	0.37%	2.73%	1.95%	3.53%	3.09%	0.76%	0.0%	1.55%	1.28%					
22	"5. ""За Русь Святую"""	40	5	4	0	4	2	5	1	3	1	2	2	1	0	5	5					
		0.85%	0.88%	2.36%	0.0%	1.65%	1.11%	2.97%	0.37%	1.02%	0.39%	0.88%	1.03%	0.76%	0.0%	0.64%	0.58%					
23	"6. ""Объединенная Российская партия ""Русь"""	22	5	0	0	2	0	0	1	4	1	1	1	1	2	4	0					
		0.47%	0.88%	0.0%	0.0%	0.82%	0.0%	0.0%	0.37%	1.36%	0.39%	0.44%	0.51%	0.76%	1.05%	0.51%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	11	2	0	0	0	1	1	0	1	0	0	0	1	0	3	2					
		0.23%	0.35%	0.0%	0.0%	0.0%	0.55%	0.59%	0.0%	0.34%	0.0%	0.0%	0.0%	0.76%	0.0%	0.38%	0.23%					
25	"8. ""Народно-республиканская партия России"""	5	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0					
		0.10%	0.17%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.78%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	11	3	1	0	2	0	0	1	0	0	1	0	0	0	0	3					
		0.23%	0.53%	0.59%	0.0%	0.82%	0.0%	0.0%	0.37%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.35%					
27	"10. ""Аграрная партия России"""	938	60	39	46	66	21	23	86	90	127	95	29	31	38	110	77					
		20.15%	10.60%	23.07%	31.94%	27.27%	11.66%	13.69%	31.97%	30.71%	49.60%	42.03%	14.94%	23.84%	20.10%	14.21%	9.01%					
28	"11. ""Истинные патриоты России"""	3	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.12%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	43	7	2	0	3	2	1	4	3	0	0	0	3	6	3	9					
		0.92%	1.23%	1.18%	0.0%	1.23%	1.11%	0.59%	1.48%	1.02%	0.0%	0.0%	0.0%	2.30%	3.17%	0.38%	1.05%					
30	"13. ""Демократическая партия России"""	10	0	0	1	0	1	0	0	1	0	1	1	1	1	2	1					
		0.21%	0.0%	0.0%	0.69%	0.0%	0.55%	0.0%	0.0%	0.34%	0.0%	0.44%	0.51%	0.76%	0.52%	0.25%	0.11%					
31	"14. ""Великая Россия - Евразийский Союз"""	14	1	2	0	1	0	1	0	3	0	0	1	0	3	1	1					
		0.30%	0.17%	1.18%	0.0%	0.41%	0.0%	0.59%	0.0%	1.02%	0.0%	0.0%	0.51%	0.0%	1.58%	0.12%	0.11%					
32	"15. ""Партия СЛОН"""	9	0	0	0	1	0	0	1	1	0	0	3	0	0	2	1					
		0.19%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.37%	0.34%	0.0%	0.0%	1.54%	0.0%	0.0%	0.25%	0.11%					
33	"16. ""Родина"" (народно-патриотический союз)"""	257	34	8	3	8	39	9	5	13	6	8	13	5	11	42	53					
		5.52%	6.00%	4.73%	2.08%	3.30%	21.66%	5.35%	1.85%	4.43%	2.34%	3.53%	6.70%	3.84%	5.82%	5.42%	6.20%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	13	1	1	1	0	1	0	2	2	1	0	1	0	0	2	1					
		0.27%	0.17%	0.59%	0.69%	0.0%	0.55%	0.0%	0.74%	0.68%	0.39%	0.0%	0.51%	0.0%	0.0%	0.25%	0.11%					
35	"18. ""ЛДПР"""	567	97	21	12	23	20	18	22	24	8	24	22	13	21	123	119					
		12.18%	17.13%	12.42%	8.33%	9.50%	11.11%	10.71%	8.17%	8.19%	3.12%	10.61%	11.34%	10.0%	11.11%	15.89%	13.93%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	92	5	0	1	2	4	2	3	6	8	5	4	5	5	20	22					
		1.97%	0.88%	0.0%	0.69%	0.82%	2.22%	1.19%	1.11%	2.04%	3.12%	2.21%	2.06%	3.84%	2.64%	2.58%	2.57%					
37	"20. ""Политическая партия ""Единая Россия"""	1722	255	63	58	78	44	64	105	90	42	53	76	48	65	287	394					
		37.00%	45.05%	37.27%	40.27%	32.23%	24.44%	38.09%	39.03%	30.71%	16.40%	23.45%	39.17%	36.92%	34.39%	37.08%	46.13%					
38	"21. ""Российская Конституционно-демократическая партия"""	4	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1					
		0.08%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.12%	0.11%					
39	"22. ""Развитие предпринимательства"""	11	1	0	0	0	1	1	1	0	0	0	0	0	0	4	3					
		0.23%	0.17%	0.0%	0.0%	0.0%	0.55%	0.59%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.35%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	413	38	10	10	30	19	10	15	18	38	15	14	10	13	79	94					
