Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Каларская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159					
1	"Число избирателей, внесенных в списки избирателей"	7207	582	610	643	520	527	174	387	814	417	524	118	474	578	573	266					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7022	575	576	628	500	501	181	378	788	410	517	116	460	560	568	264					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	85	0	0	0	0	0	0	0	0	40	0	0	0	0	0	45					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3672	320	312	347	240	215	84	193	474	158	270	83	283	283	312	98					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	82	3	0	0	2	8	4	3	5	9	4	0	8	20	12	4					
6	Число погашенных избирательных бюллетеней	3183	252	264	281	258	278	93	182	309	203	243	33	169	257	244	117					
7	Число избирательных бюллетеней в переносных ящиках для голосования	167	3	0	0	2	8	4	3	5	49	4	0	8	20	12	49					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3671	320	311	347	240	215	84	193	474	158	270	83	283	283	312	98					
9	Число недействительных избирательных бюллетеней	27	2	1	3	3	1	0	3	1	1	3	1	1	4	1	2					
10	Число действительных избирательных бюллетеней	3811	321	310	344	239	222	88	193	478	206	271	82	290	299	323	145					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	297	23	23	23	23	22	17	22	18	18	20	15	20	20	19	14					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	56	1	6	4	5	1	15	1	3	2	1	0	2	9	5	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	40	0	17	1	1	0	3	3	3	2	2	1	5	1	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	241	22	17	19	18	21	2	21	15	16	19	15	18	11	14	13					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	94	5	7	10	6	4	3	3	11	6	10	0	5	9	12	3					
