Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Енотаевская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123					
1	"Число избирателей, внесенных в списки избирателей"	20055	339	1147	1515	351	668	94	404	842	600	2471	1781	1888	821	640	151	687	417	824	1885	2035	495					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18345	310	1040	1390	320	620	75	365	790	560	2250	1640	1690	740	580	135	640	400	760	1730	1860	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	189	0	0	0	0	15	0	0	33	0	0	0	0	20	0	0	0	0	69	22	0	30					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13160	211	751	1005	229	454	70	308	574	426	1543	1194	1190	556	456	103	548	370	606	1015	1179	372					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1012	27	53	103	14	20	5	23	35	20	78	66	106	62	49	11	42	20	54	99	100	25					
6	Число погашенных избирательных бюллетеней	3984	72	236	282	77	131	0	34	148	114	629	380	394	102	75	21	50	10	31	594	581	23					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1201	27	53	103	14	35	5	23	68	20	78	66	106	82	49	11	42	20	123	121	100	55					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13160	211	751	1005	229	454	70	308	574	426	1543	1194	1190	556	456	103	548	370	606	1015	1179	372					
9	Число недействительных избирательных бюллетеней	165	1	10	10	4	10	1	1	2	11	17	15	18	0	4	1	9	1	9	11	24	6					
10	Число действительных избирательных бюллетеней	14196	237	794	1098	239	479	74	330	640	435	1604	1245	1278	638	501	113	581	389	720	1125	1255	421					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	266	0	21	25	5	11	1	5	25	10	27	17	18	5	5	3	10	29	10	18	16	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	265	0	21	25	5	11	1	5	25	10	27	17	18	5	5	3	10	29	10	17	16	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	117	1	5	12	5	7	0	5	4	2	20	12	14	4	3	2	1	5	6	5	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	110	1	2	10	0	4	0	1	8	2	16	17	16	0	4	0	3	1	5	10	9	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	250	6	7	23	2	19	2	6	7	9	28	14	26	0	8	0	7	9	3	28	34	12					
		1.74%	2.52%	0.87%	2.08%	0.82%	3.89%	2.67%	1.81%	1.09%	2.02%	1.73%	1.11%	2.01%	0.00%	1.58%	0.00%	1.19%	2.31%	0.41%	2.46%	2.66%	2.81%					
19	2.Всероссийская политическая партия «Гражданская Сила»	38	1	3	2	2	0	0	0	2	1	8	6	5	0	3	0	0	0	0	0	4	1					
		0.26%	0.42%	0.37%	0.18%	0.82%	0.00%	0.00%	0.00%	0.31%	0.22%	0.49%	0.48%	0.39%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.23%					
20	3.Политическая партия «Демократическая партия России»	7	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	1	1					
