Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Нюрбинская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434					
1	"Число избирателей, внесенных в список"	14997	664	630	661	673	666	616	556	572	518	500	1308	121	175	222	524	27	414	502	204	136	449	465	265	54	310	98	560	440	291	284	982	332	778					
2	Число полученных избирательных бюллетеней	14955	620	600	650	700	650	550	500	500	490	500	1300	95	180	230	540	40	400	500	240	150	490	460	280	60	350	110	540	460	300	310	1000	360	800					
3	"Число избирательных бюллетеней, выданных  досрочно"	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11731	482	502	519	481	515	435	415	443	383	364	987	94	140	188	454	25	326	354	165	118	331	442	234	49	281	98	469	353	242	245	806	267	524					
5	"Число избирательных бюллетеней, выданных вне помещения"	1348	47	89	45	48	33	22	19	34	17	38	113	1	21	17	47	2	35	73	37	7	57	11	20	3	9	0	38	48	29	20	85	41	242					
6	Число погашенных избирательных бюллетеней	1862	91	9	86	171	102	93	66	23	90	98	200	0	19	25	39	13	39	73	38	25	102	7	26	8	60	12	33	59	29	45	95	52	34					
7	Число избирательных бюллетеней в переносных ящиках	1362	47	89	45	48	33	22	19	34	17	38	113	1	21	17	47	2	35	73	37	7	57	11	20	3	9	0	38	48	29	20	99	41	242					
8	Число бюллетеней в стационарных ящиках для голосования	11730	482	502	519	481	515	435	415	443	383	364	987	94	140	188	454	25	326	354	165	118	331	442	234	49	281	98	469	353	242	245	806	267	523					
9	Число недействительных избирательных бюллетеней	110	2	7	2	4	7	1	3	4	5	5	12	1	0	1	10	0	4	5	2	1	4	2	3	1	7	0	3	5	0	4	1	4	0					
10	Число действительных избирательных бюллетеней	12982	527	584	562	525	541	456	431	473	395	397	1088	94	161	204	491	27	357	422	200	124	384	451	251	51	283	98	504	396	271	261	904	304	765					
11	Число полученных открепительных  удостоверений	545	25	25	25	25	25	20	20	15	20	20	30	5	6	10	20	2	15	20	15	5	20	15	10	7	15	10	20	20	10	15	35	20	0					
12	Число выданных открепительных удостоверений	339	8	17	14	9	13	16	10	10	14	10	24	4	5	3	12	2	8	15	14	4	12	3	4	2	8	4	17	14	8	13	31	11	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	386	4	3	8	5	7	6	8	6	3	16	7	8	1	2	2	0	3	5	4	0	2	3	3	1	4	0	5	2	3	5	6	0	254					
