Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Вышневолоцкая городская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232					
1	"Число избирателей, внесенных в списки"	46116	1534	1843	2344	1691	992	2431	819	1206	1726	2383	2182	1748	1422	1075	521	719	583	757	943	957	1594	584	1689	1684	861	1390	1010	1125	2246	1660	1376	2442	472	59	15	33					
2	"Число бюллетеней, полученных участковыми комиссиями"	42205	1400	1700	2150	1550	900	2200	800	1100	1600	2150	2000	1600	1300	1000	450	650	550	700	850	900	1450	550	1550	1450	800	1300	900	1050	2050	1500	1250	2200	480	74	16	35					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	24187	628	952	1174	863	469	1442	498	619	870	1402	1178	1000	704	597	245	332	299	392	412	528	749	272	1029	820	466	625	514	551	1147	999	784	1233	320	31	15	28					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1116	42	30	36	49	41	24	12	30	38	54	40	39	40	8	21	7	14	10	19	8	41	8	52	29	33	92	37	34	40	26	36	37	56	28	0	5					
6	Число погашенных бюллетеней	16902	730	718	940	638	390	734	290	451	692	694	782	561	556	395	184	311	237	298	419	364	660	270	469	601	301	583	349	465	863	475	430	930	104	15	1	2					
7	Число бюллетеней в переносных ящиках для голосования	1116	42	30	36	49	41	24	12	30	38	54	40	39	40	8	21	7	14	10	19	8	41	8	52	29	33	92	37	34	40	26	36	37	56	28	0	5					
8	Число бюллетеней в стационарных ящиках для голосования	24176	628	952	1174	863	469	1441	498	619	870	1401	1178	999	704	597	245	331	299	392	411	528	749	272	1028	820	466	623	513	549	1147	999	784	1233	320	31	15	28					
9	Число недействительных бюллетеней	533	3	13	19	22	4	19	4	13	10	14	33	13	10	4	2	10	4	19	10	15	46	10	17	5	12	7	7	8	30	27	21	16	82	1	0	3					
10	Число действительных бюллетеней	24759	667	969	1191	890	506	1446	506	636	898	1441	1185	1025	734	601	264	328	309	383	420	521	744	270	1063	844	487	708	543	575	1157	998	799	1254	294	58	15	30					
