Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Кирово-Чепецкая городская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588					
1	"Число избирателей, внесенных в списки"	72202	1830	1317	2212	2061	2538	2733	2066	2228	1512	2156	3037	2610	2588	3061	2950	1094	2228	2982	2277	2452	1246	1915	2244	2586	2495	2475	2800	1885	1484	901	952	1851	502	984	200	1750					
2	"Число бюллетеней, полученных участковыми комиссиями"	71000	1600	1300	2300	2000	2500	2800	2000	2200	1500	2200	3000	2500	2600	3000	2800	1200	2000	2800	2300	2300	1300	1800	2200	2500	2400	2400	2800	1900	1500	1000	1000	2000	500	800	300	1700					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	43576	987	828	1434	1277	1635	1604	1168	1198	984	1381	1764	1611	1479	1793	1653	496	1447	1776	1593	1485	811	1103	1474	1617	1579	1533	1757	1258	965	635	440	923	156	574	42	1116					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	698	7	12	11	34	37	28	20	14	13	37	14	22	16	18	18	2	8	8	13	10	13	7	22	18	10	17	14	11	20	0	109	23	26	30	21	15					
6	Число погашенных бюллетеней	26726	606	460	855	689	828	1168	812	988	503	782	1222	867	1105	1189	1129	702	545	1016	694	805	476	690	704	865	811	850	1029	631	515	365	451	1054	318	196	237	569					
7	Число бюллетеней в переносных ящиках для голосования	698	7	12	11	34	37	28	20	14	13	37	14	22	16	18	18	2	8	8	13	10	13	7	22	18	10	17	14	11	20	0	109	23	26	30	21	15					
8	Число бюллетеней в стационарных ящиках для голосования	43541	987	828	1434	1277	1635	1604	1168	1197	984	1381	1764	1607	1490	1793	1651	496	1438	1771	1590	1473	811	1103	1473	1616	1579	1530	1757	1257	965	633	440	923	156	574	42	1114					
9	Число недействительных бюллетеней	665	12	9	7	19	29	26	30	24	23	31	12	26	32	22	17	16	22	16	26	16	14	11	13	19	24	7	19	17	14	33	7	42	5	10	1	14					
10	Число действительных бюллетеней	43574	982	831	1438	1292	1643	1606	1158	1187	974	1387	1766	1603	1474	1789	1652	482	1424	1763	1577	1467	810	1099	1482	1615	1565	1540	1752	1251	971	600	542	904	177	594	62	1115					
