Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Александровская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170					
1	"Число избирателей, внесенных в список избирателей"	37387	2545	318	1012	1717	1158	1536	2279	406	2208	1823	2011	1256	1758	1734	1408	748	1925	1386	1876	1753	1493	1920	1061	2056					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	37200	2550	300	1000	1750	1150	1500	2250	400	2100	1800	2000	1250	1750	1800	1400	750	1900	1350	1900	1750	1500	1900	1050	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15798	962	139	364	621	471	620	945	219	1005	855	803	574	630	818	640	340	932	569	790	736	519	804	388	1054					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2394	158	52	97	188	93	68	106	21	126	54	130	43	111	131	60	40	94	80	75	47	164	214	109	133					
6	Число погашенных избирательных бюллетеней	19008	1430	109	539	941	586	812	1199	160	969	891	1067	633	1009	851	700	370	874	701	1035	967	817	882	553	913					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2394	158	52	97	188	93	68	106	21	126	54	130	43	111	131	60	40	94	80	75	47	164	214	109	133					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15798	962	139	364	621	471	620	945	219	1005	855	803	574	630	818	640	340	932	569	790	736	519	804	388	1054					
9	Число недействительных избирательных бюллетеней	302	20	7	7	14	11	7	21	0	22	21	14	19	8	19	7	7	22	4	18	14	17	8	0	15					
10	Число действительных избирательных бюллетеней	17890	1100	184	454	795	553	681	1030	240	1109	888	919	598	733	930	693	373	1004	645	847	769	666	1010	497	1172					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	317	14	6	14	14	14	14	14	6	14	14	14	14	14	14	19	6	14	14	14	14	14	14	14	14					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	185	5	4	6	4	4	3	6	2	14	11	12	10	4	6	15	5	7	10	13	13	5	10	2	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	106	6	6	2	3	4	6	5	3	6	3	3	7	3	2	1	1	6	7	14	2	7	4	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	132	9	2	8	10	10	11	8	4	0	3	2	4	10	8	4	1	7	4	1	1	9	4	12	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	1	2	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
