Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Алапаевская городская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098					
1	"Число избирателей, внесенных в списки избирателей"	37034	377	1755	1486	1183	1312	1398	871	1748	1872	1648	1797	1754	2274	906	1397	1372	1576	1181	2272	509	819	1283	1407	829	925	973	257	951	902					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34750	350	1600	1400	1050	1300	1350	800	1700	1800	1600	1700	1700	2100	800	1300	1200	1500	1100	2200	450	700	1100	1200	900	900	1000	250	900	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20460	201	795	810	614	723	874	491	1144	1222	949	1052	1008	1209	408	809	702	954	665	1254	257	373	643	656	448	506	584	115	528	466					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2072	119	327	58	39	80	69	43	33	74	59	41	61	71	47	32	69	52	35	92	63	72	46	73	104	38	84	46	64	81					
6	Число погашенных избирательных бюллетеней	12218	30	478	532	397	497	407	266	523	504	592	607	631	820	345	459	429	494	400	854	130	255	411	471	348	356	332	89	308	253					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2072	119	327	58	39	80	69	43	33	74	59	41	61	71	47	32	69	52	35	92	63	72	46	73	104	38	84	46	64	81					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20459	201	795	810	614	723	874	491	1143	1222	949	1052	1008	1209	408	809	702	954	665	1254	257	373	643	656	448	506	584	115	528	466					
9	Число недействительных избирательных бюллетеней	170	5	10	10	2	8	7	3	9	13	8	3	10	11	4	5	2	2	5	11	0	4	4	5	1	2	15	0	5	6					
10	Число действительных избирательных бюллетеней	22361	315	1112	858	651	795	936	531	1167	1283	1000	1090	1059	1269	451	836	769	1004	695	1335	320	441	685	724	551	542	653	161	587	541					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	434	0	18	18	7	14	23	12	16	23	25	10	23	11	5	20	13	31	12	40	4	3	4	15	24	8	35	4	8	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	429	0	18	18	7	14	23	11	16	23	25	10	23	10	4	20	13	31	12	40	4	3	4	15	24	8	35	4	6	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	298	10	11	20	5	15	14	7	14	23	12	20	12	9	14	16	10	9	11	11	7	3	10	4	3	11	3	0	5	9					
14	Число погашенных неиспользованных открепительных удостоверений	5	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0					
