Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Оленегорская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360					
1	"Число избирателей, внесенных в список избирателей"	25329	1696	1806	38	2172	2063	1717	1647	1783	2166	1844	1474	1516	1180	1290	22	67	285	1811	752					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24920	1650	1800	70	2200	1950	1700	1650	1700	2100	1800	1450	1500	1100	1250	30	70	300	1800	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13288	726	859	1	1000	871	859	762	958	1054	923	704	734	718	731	19	50	115	1489	715					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	649	26	26	37	29	103	39	67	19	18	23	20	22	8	4	0	0	147	61	0					
6	Число погашенных избирательных бюллетеней	10983	898	915	32	1171	976	802	821	723	1028	854	726	744	374	515	11	20	38	250	85					
7	Число избирательных бюллетеней в переносных ящиках для голосования	649	26	26	37	29	103	39	67	19	18	23	20	22	8	4	0	0	147	61	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13245	726	858	1	1000	870	859	761	957	1033	921	703	734	717	731	19	50	115	1475	715					
9	Число недействительных избирательных бюллетеней	233	12	16	1	15	20	20	22	15	12	13	17	19	11	8	0	0	2	16	14					
10	Число действительных избирательных бюллетеней	13661	740	868	37	1014	953	878	806	961	1039	931	706	737	714	727	19	50	260	1520	701					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	530	30	30	0	30	30	30	30	30	30	30	20	20	50	50	3	12	25	40	40					
