Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Асиновская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293					
1	"Число избирателей, внесенных в списки избирателей"	29421	302	2166	1700	1431	353	779	932	1518	598	894	1495	1445	1239	1997	1472	761	661	647	119	678	682	135	82	172	595	248	287	872	305	921	357	319	456	319	170	132	117	205	140	452	128	600	330	210					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26545	270	1790	1530	1310	300	690	825	1370	540	810	1300	1300	1100	1790	1320	675	590	580	105	600	610	120	80	160	590	230	275	820	300	920	350	290	440	300	150	120	105	200	120	400	120	530	320	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16020	162	1036	883	828	214	482	513	840	209	378	881	747	614	909	735	318	362	256	83	422	424	89	55	93	361	163	205	485	176	543	216	195	266	210	94	94	79	136	93	292	92	405	221	161					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1479	28	173	88	64	22	32	39	44	41	64	47	41	62	54	65	56	28	38	7	41	34	12	6	15	27	14	10	71	8	23	16	25	29	15	7	2	18	9	3	29	9	35	25	3					
6	Число погашенных избирательных бюллетеней	9046	80	581	559	418	64	176	273	486	290	368	372	512	424	827	520	301	200	286	15	137	152	19	19	52	202	53	60	264	116	354	118	70	145	75	49	24	8	55	24	79	19	90	74	36					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1479	28	173	88	64	22	32	39	44	41	64	47	41	62	54	65	56	28	38	7	41	34	12	6	15	27	14	10	71	8	23	16	25	29	15	7	2	18	9	3	29	9	35	25	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16018	162	1036	883	828	214	482	513	840	209	378	880	747	614	909	735	318	362	256	83	422	424	89	55	93	361	163	205	485	176	542	216	195	266	210	94	94	79	136	93	292	92	405	221	161					
9	Число недействительных избирательных бюллетеней	218	1	17	7	8	4	2	9	9	0	4	9	11	11	12	11	6	3	6	0	8	7	2	1	2	11	2	4	7	2	4	1	0	2	3	3	2	0	0	1	10	0	13	2	1					
10	Число действительных избирательных бюллетеней	17279	189	1192	964	884	232	512	543	875	250	438	918	777	665	951	789	368	387	288	90	455	451	99	60	106	377	175	211	549	182	561	231	220	293	222	98	94	97	145	95	311	101	427	244	163					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	670	20	20	20	20	10	20	20	20	20	20	20	20	20	20	20	20	20	20	10	15	15	10	10	10	15	15	10	15	15	15	15	10	15	15	10	10	10	10	10	15	10	15	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	135	1	17	8	15	1	1	7	7	1	3	8	3	8	6	0	1	0	4	0	0	0	0	1	0	5	6	3	0	0	2	0	0	2	10	0	0	0	1	0	4	4	6	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	116	1	8	4	4	10	0	2	4	1	2	5	4	5	2	6	1	2	1	1	2	1	0	1	1	0	2	1	5	4	2	0	3	4	1	3	2	1	1	4	1	2	8	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	535	19	3	12	5	9	19	13	13	19	17	12	17	12	14	20	19	20	16	10	15	15	10	9	10	10	9	7	15	15	13	15	10	13	5	10	10	10	9	10	11	6	9	10	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	1.Политическая партия «Аграрная партия России»	256	1	18	12	17	3	12	13	10	3	5	12	5	10	8	7	5	3	4	2	5	4	0	2	0	8	1	0	19	8	7	8	7	6	4	0	0	2	2	4	3	0	7	5	4					
		1.46%	0.53%	1.49%	1.24%	1.91%	1.27%	2.33%	2.36%	1.13%	1.20%	1.13%	1.29%	0.63%	1.48%	0.83%	0.88%	1.34%	0.77%	1.36%	2.22%	1.08%	0.87%	0.00%	3.28%	0.00%	2.06%	0.56%	0.00%	3.42%	4.35%	1.24%	3.45%	3.18%	2.03%	1.78%	0.00%	0.00%	2.06%	1.38%	4.17%	0.93%	0.00%	1.59%	2.03%	2.44%					
19	2.Всероссийская политическая партия «Гражданская Сила»	95	1	6	7	5	3	3	3	5	0	5	11	6	3	7	6	1	1	0	2	2	2	0	0	0	2	1	0	3	0	1	1	1	1	1	0	0	1	0	0	0	1	2	1	0					
		0.54%	0.53%	0.50%	0.72%	0.56%	1.27%	0.58%	0.54%	0.57%	0.00%	1.13%	1.19%	0.76%	0.44%	0.73%	0.75%	0.27%	0.26%	0.00%	2.22%	0.43%	0.44%	0.00%	0.00%	0.00%	0.52%	0.56%	0.00%	0.54%	0.00%	0.18%	0.43%	0.45%	0.34%	0.44%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%	0.99%	0.45%	0.41%	0.00%					
20	3.Политическая партия «Демократическая партия России»	23	0	2	3	0	0	0	0	2	1	0	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0					
		0.13%	0.00%	0.17%	0.31%	0.00%	0.00%	0.00%	0.00%	0.23%	0.40%	0.00%	0.11%	0.00%	0.15%	0.10%	0.13%	0.27%	0.26%	0.34%	0.00%	0.22%	0.22%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.34%	0.00%	0.00%	1.04%	1.03%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1884	10	122	125	131	21	67	68	89	35	59	170	112	72	113	64	31	55	28	1	42	28	9	10	5	66	20	12	81	16	33	23	14	22	18	2	9	3	6	12	16	18	18	20	8					
		10.77%	5.26%	10.09%	12.87%	14.69%	8.90%	13.04%	12.32%	10.07%	14.00%	13.35%	18.34%	14.21%	10.65%	11.73%	8.00%	8.29%	14.10%	9.52%	1.11%	9.07%	6.11%	8.91%	16.39%	4.63%	17.01%	11.30%	5.58%	14.57%	8.70%	5.84%	9.91%	6.36%	7.46%	8.00%	1.98%	9.38%	3.09%	4.14%	12.50%	4.98%	17.82%	4.09%	8.13%	4.88%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	57	0	9	7	4	5	1	2	4	0	0	1	0	2	4	2	0	1	0	0	1	1	0	0	0	2	1	0	3	0	0	0	1	2	1	0	0	0	0	0	2	0	1	0	0					
		0.33%	0.00%	0.74%	0.72%	0.45%	2.12%	0.19%	0.36%	0.45%	0.00%	0.00%	0.11%	0.00%	0.30%	0.42%	0.25%	0.00%	0.26%	0.00%	0.00%	0.22%	0.22%	0.00%	0.00%	0.00%	0.52%	0.56%	0.00%	0.54%	0.00%	0.00%	0.00%	0.45%	0.68%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.23%	0.00%	0.00%					
