Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Идринская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249					
1	"Число избирателей, внесенных в список"	11178	1744	1883	764	150	316	71	79	361	104	538	36	216	138	424	318	297	417	300	427	212	137	301	89	44	434	377	142	476	65	59	170	89					
2	Число полученных избирательных бюллетеней	11251	1751	1892	771	150	308	73	82	363	107	545	38	215	144	426	322	297	418	302	436	208	137	303	93	47	438	377	145	476	66	61	166	94					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	5608	695	764	351	77	168	56	54	205	62	258	35	103	93	189	187	154	220	176	273	131	72	174	70	37	203	195	83	276	49	41	95	62					
5	"Число избирательных бюллетеней, выданных вне помещения"	375	74	44	33	14	5	0	0	20	6	13	0	8	0	20	11	15	8	8	6	4	11	24	0	0	25	5	3	17	1	0	0	0					
6	Число погашенных избирательных бюллетеней	5268	982	1084	387	59	135	17	28	138	39	274	3	104	51	217	124	128	190	118	157	73	54	105	23	10	210	177	59	183	16	20	71	32					
7	Число избирательных бюллетеней в переносных ящиках	375	74	44	33	14	5	0	0	20	6	13	0	8	0	20	11	15	8	8	6	4	11	24	0	0	25	5	3	17	1	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	5575	695	764	318	77	168	56	54	205	62	258	35	103	93	189	187	154	220	176	273	131	72	174	70	37	203	195	83	276	49	41	95	62					
9	Число недействительных избирательных бюллетеней	35	9	5	2	1	2	0	0	1	0	0	0	0	0	1	0	0	2	0	1	2	0	0	0	0	5	1	0	2	0	0	1	0					
10	Число действительных избирательных бюллетеней	5915	760	803	349	90	171	56	54	224	68	271	35	111	93	208	198	169	226	184	278	133	83	198	70	37	223	199	86	291	50	41	94	62					
11	Число полученных открепительных  удостоверений	96	10	11	6	2	3	2	2	3	2	3	2	3	2	3	2	3	3	2	3	3	2	2	1	1	3	3	2	3	2	2	3	2					
12	Число выданных открепительных удостоверений	13	5	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	11	2	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0					
