Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    район Южное Бутово																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344	УИК №2345	УИК №2346	УИК №2347	УИК №2348	УИК №2349	УИК №2350	УИК №2351					
1	"Число избирателей, внесенных в списки избирателей"	101280	2096	2250	2498	2204	2354	593	2358	2287	2413	2080	2243	2685	2434	2724	2351	2646	2714	2594	2605	2021	1837	2550	2234	2103	2063	1923	1917	2606	2618	2714	2651	2785	2611	2476	2493	2169	1857	2124	2122	2025	2654	2570	2498	1530					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	85400	1700	2000	2000	2000	2000	500	2000	2000	2000	1700	2000	2000	2000	2200	2000	2200	2200	2200	2200	1700	1700	2200	2000	2000	1700	1700	1700	2200	2200	2200	2200	2300	2200	2000	2000	2000	1700	2000	1700	1700	2200	2200	2000	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	51210	903	1026	1137	1073	1129	216	967	1225	1389	1053	1120	1410	1359	1374	1171	1326	1469	1410	1381	1227	1142	1202	1156	1262	1038	936	915	1762	1559	1334	1326	1335	1271	1242	1451	1027	891	932	1002	852	1253	1246	1039	672					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1382	28	78	87	35	72	31	37	26	42	3	13	25	18	12	16	12	21	17	15	18	40	78	63	32	16	54	46	35	38	70	17	9	29	39	10	8	22	9	47	44	30	16	18	6					
6	Число погашенных избирательных бюллетеней	32808	769	896	776	892	799	253	996	749	569	644	867	565	623	814	813	862	710	773	804	455	518	920	781	706	646	710	739	403	603	796	857	956	900	719	539	965	787	1059	651	804	917	938	943	322					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1380	28	78	87	35	72	31	37	26	42	3	13	25	18	12	16	12	21	17	15	18	40	78	63	32	16	54	46	35	38	70	17	9	29	39	10	8	22	9	47	42	30	16	18	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	51106	903	1023	1134	1073	1129	216	961	1223	1389	1053	1120	1410	1359	1369	1171	1326	1465	1407	1381	1227	1142	1202	1154	1262	1038	933	915	1762	1559	1334	1309	1335	1271	1242	1430	1025	866	932	1002	852	1251	1246	1033	672					
9	Число недействительных избирательных бюллетеней	554	5	11	15	15	15	4	7	8	11	8	5	18	18	17	8	28	24	14	15	0	0	22	13	9	21	9	14	19	13	14	14	6	20	13	11	19	11	10	13	7	18	11	13	8					
10	Число действительных избирательных бюллетеней	51932	926	1090	1206	1093	1186	243	991	1241	1420	1048	1128	1417	1359	1364	1179	1310	1462	1410	1381	1245	1182	1258	1204	1285	1033	978	947	1778	1584	1390	1312	1338	1280	1268	1429	1014	877	931	1036	887	1263	1251	1038	670					
