Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Ейская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325					
1	"Число избирателей, внесенных в списки"	32210	2470	1361	1450	1644	890	536	1295	2452	1781	1671	213	1836	372	340	345	141	605	1512	1892	686	2710	1832	878	1589	1709					
2	"Число бюллетеней, полученных участковыми комиссиями"	30901	2400	1300	1400	1700	860	500	1200	2300	1700	1600	200	1800	360	300	340	141	600	1400	1800	600	2700	1700	800	1500	1700					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18968	1291	831	834	1033	595	356	705	1166	852	1070	164	1152	215	200	226	105	387	815	1047	457	1730	1240	588	858	1051					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1104	58	23	75	39	28	15	28	157	30	42	8	76	0	0	0	2	21	102	104	93	57	29	29	55	33					
6	Число погашенных бюллетеней	10829	1051	446	491	628	237	129	467	977	818	488	28	572	145	100	114	34	192	483	649	50	913	431	183	587	616					
7	Число бюллетеней в переносных ящиках для голосования	1104	58	23	75	39	28	15	28	157	30	42	8	76	0	0	0	2	21	102	104	93	57	29	29	55	33					
8	Число бюллетеней в стационарных ящиках для голосования	18951	1291	831	834	1030	592	351	705	1165	849	1070	164	1152	215	200	226	105	387	814	1047	457	1730	1240	588	858	1050					
9	Число недействительных бюллетеней	293	19	36	12	7	10	7	12	13	10	15	1	33	1	2	5	7	8	16	18	12	8	5	7	8	21					
10	Число действительных бюллетеней	19762	1330	818	897	1062	610	359	721	1309	869	1097	171	1195	214	198	221	100	400	900	1133	538	1779	1264	610	905	1062					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	400	20	20	20	20	10	10	20	20	20	20	10	20	10	10	10	10	10	20	20	10	20	20	10	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	81	4	4	8	4	2	1	2	2	4	5	0	14	0	0	0	2	3	4	4	5	3	4	2	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	39	3	2	1	2	0	0	0	1	3	2	0	3	1	2	0	1	1	3	2	2	6	2	1	1	0					
