Выборы Президента Российской Федерации																																																																	
Дата голосования: 02.03.2008																																																																	
																																																																	
Наименование Избирательной комиссии:    Узловская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
	Число участковых избирательных комиссий	58																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	58																																																															
																																																																	
		Сумма	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143					
1	"Число избирателей, включенных в списки избирателей"	71158	1762	1955	1994	1464	1543	1005	1985	2077	1982	1745	1776	1572	1326	1822	2217	2494	2522	1888	1997	1992	1767	1326	1374	1448	1926	1542	425	1376	1391	1882	1115	1874	1764	2390	2097	2256	653	257	204	321	615	178	625	464	244	302	276	320	315	510	755	574	414	550	169	118	100	123					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	71170	1800	2000	2000	1400	1600	1000	2000	2100	2000	1700	1800	1600	1300	1800	2200	2500	2500	1900	2000	2000	1800	1400	1300	1400	1900	1600	400	1400	1400	1900	1100	1900	1800	2400	2100	2200	600	250	200	300	600	190	600	450	250	300	250	300	300	500	800	600	400	500	200	130	100	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	35167	859	1026	921	738	736	376	1016	1040	973	900	900	755	585	1043	1141	1277	1258	944	890	1137	892	646	577	805	786	811	192	687	705	826	440	924	848	1145	985	1083	283	138	138	104	272	111	274	357	181	180	117	146	190	356	383	228	182	152	167	118	100	123					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	5253	81	172	173	58	88	234	84	61	73	93	30	134	119	98	146	60	91	72	115	61	62	119	110	113	91	126	26	102	77	214	136	72	61	97	183	117	99	75	43	94	148	41	162	37	46	25	35	46	62	93	108	168	71	151	0	0	0	0					
6	Число погашенных избирательных бюллетеней	30750	860	802	906	604	776	390	900	999	954	707	870	711	596	659	913	1163	1151	884	995	802	846	635	613	482	1023	663	182	611	618	860	524	904	891	1158	932	1000	218	37	19	102	180	38	164	56	23	95	98	108	48	51	309	204	147	197	33	12	0	27					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5252	81	172	173	58	88	234	84	61	73	93	30	134	119	97	146	60	91	72	115	61	62	119	110	113	91	126	26	102	77	214	136	72	61	97	183	117	99	75	43	94	148	41	162	37	46	25	35	46	62	93	108	168	71	151	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	35148	858	1025	920	738	736	376	1016	1039	973	900	895	755	585	1043	1138	1275	1258	944	890	1137	891	644	577	805	786	811	192	687	705	826	440	924	848	1145	984	1083	283	138	138	104	272	111	274	357	181	180	116	146	190	356	383	228	182	152	167	118	100	123					
9	Число недействительных избирательных бюллетеней	478	13	10	6	5	13	9	15	12	19	9	15	7	9	12	23	12	16	9	10	14	11	9	3	18	9	9	15	5	11	8	6	20	15	5	23	30	5	1	0	1	3	0	4	2	0	2	1	1	1	2	2	1	1	4	2	6	2	2					
10	Число действительных избирательных бюллетеней	39922	926	1187	1087	791	811	601	1085	1088	1027	984	910	882	695	1128	1261	1323	1333	1007	995	1184	942	754	684	900	868	928	203	784	771	1032	570	976	894	1237	1144	1170	377	212	181	197	417	152	432	392	227	203	150	191	251	447	489	395	252	299	165	112	98	121					
11	Число полученных открепительных  удостоверений	1981	57	65	68	40	39	22	65	80	55	56	37	50	35	47	31	51	67	51	38	51	41	55	46	33	36	68	8	27	42	60	25	52	49	57	50	30	10	17	7	7	32	14	11	7	7	11	12	10	20	25	44	33	20	10	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1964	57	65	68	40	39	22	65	80	55	56	35	50	28	47	31	51	59	51	38	51	41	55	46	33	36	68	8	27	42	60	25	52	49	57	50	30	10	17	7	7	32	14	11	7	7	11	12	10	20	25	44	33	20	10	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1284	20	22	31	25	21	18	29	41	16	20	9	20	20	21	19	18	17	20	14	17	16	22	54	18	16	23	6	14	7	12	14	28	10	13	11	12	7	4	13	9	8	5	11	8	4	10	11	4	7	13	4	5	8	8	151	118	80	102					
