Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Кимовская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406					
1	"Число избирателей, внесенных в список избирателей"	35626	894	1474	1353	1236	987	1439	1192	394	543	114	303	377	725	176	1217	1284	1225	1372	1569	1477	943	1741	1150	1213	558	448	987	155	244	222	206	193	190	440	230	154	284	561	362	146	506	225	433	260	174	255	416	492	895	423	1185	584					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	36970	910	1480	1390	1270	1000	1490	1190	520	600	200	370	470	800	320	1270	1320	1220	1410	1600	1540	960	1750	1180	1220	570	430	1020	150	240	220	220	190	190	450	230	160	290	590	370	140	520	220	460	260	180	260	450	490	910	460	1210	610					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20230	508	988	824	681	801	857	725	247	239	55	255	165	226	109	839	713	890	713	826	1029	531	1135	919	497	145	179	348	96	108	109	105	80	104	178	101	76	124	290	184	66	269	133	110	144	120	196	253	231	460	179	720	350					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3449	90	54	93	42	20	33	50	105	57	59	24	117	129	23	45	42	40	23	53	71	54	43	68	77	113	29	148	29	53	60	46	63	53	161	105	63	114	81	106	53	150	60	179	64	18	24	38	49	62	31	51	34					
6	Число погашенных избирательных бюллетеней	13291	312	438	473	547	179	600	415	168	304	86	91	188	445	188	386	565	290	674	721	440	375	572	193	646	312	222	524	25	79	51	69	47	33	111	24	21	52	219	80	21	101	27	171	52	42	40	159	210	388	250	439	226					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3449	90	54	93	42	20	33	50	105	57	59	24	117	129	23	45	42	40	23	53	71	54	43	68	77	113	29	148	29	53	60	46	63	53	161	105	63	114	81	106	53	150	60	179	64	18	24	38	49	62	31	51	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20228	508	988	824	681	801	857	725	247	239	55	255	165	226	109	839	713	890	711	826	1029	531	1135	919	497	145	179	348	96	108	109	105	80	104	178	101	76	124	290	184	66	269	133	110	144	120	196	253	231	460	179	720	350					
9	Число недействительных избирательных бюллетеней	363	8	13	26	7	3	9	3	9	12	13	1	7	6	2	53	7	19	8	12	14	4	5	18	6	4	2	5	1	18	1	0	0	0	1	15	0	3	5	2	0	1	1	6	1	0	0	0	4	8	6	8	6					
10	Число действительных избирательных бюллетеней	23314	590	1029	891	716	818	881	772	343	284	101	278	275	349	130	831	748	911	726	867	1086	581	1173	969	568	254	206	491	124	143	168	151	143	157	338	191	139	235	366	288	119	418	192	283	207	138	220	291	276	514	204	763	378					
