Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
Наименование Избирательной комиссии:    Адамовская																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85					
1	"Число избирателей, внесенных в списки"	21555	1623	1625	1182	1401	84	437	77	746	208	280	744	185	206	175	262	196	320	70	237	988	302	161	1157	83	50	783	192	275	533	615	202	640	236	1027	597	268	286	222	1261	695	601	323					
2	"Число бюллетеней, полученных участковыми комиссиями"	21889	1670	1700	1220	1440	87	431	75	760	206	276	780	180	210	170	253	186	302	69	230	1000	288	155	1200	98	50	800	188	275	550	630	200	660	220	1040	580	268	282	210	1300	718	610	322					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13644	765	728	628	751	59	239	54	505	158	204	499	136	162	131	154	151	252	65	142	618	204	137	693	78	47	596	159	210	314	400	125	514	186	745	343	204	207	156	876	378	431	240					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	381	40	16	25	0	0	1	0	14	0	0	19	0	10	10	0	0	0	0	0	29	0	0	31	5	0	18	0	0	15	0	3	19	10	7	2	0	13	10	30	42	8	4					
6	Число погашенных бюллетеней	7864	865	956	567	689	28	191	21	241	48	72	262	44	38	29	99	35	50	4	88	353	84	18	476	15	3	186	29	65	221	230	72	127	24	288	235	64	62	44	394	298	171	78					
7	Число бюллетеней в переносных ящиках для голосования	381	40	16	25	0	0	1	0	14	0	0	19	0	10	10	0	0	0	0	0	29	0	0	31	5	0	18	0	0	15	0	3	19	10	7	2	0	13	10	30	42	8	4					
8	Число бюллетеней в стационарных ящиках для голосования	13644	765	728	628	751	59	239	54	505	158	204	499	136	162	131	154	151	252	65	142	618	204	137	693	78	47	596	159	210	314	400	125	514	186	745	343	204	207	156	876	378	431	240					
9	Число недействительных бюллетеней	301	10	12	12	28	0	3	1	6	2	0	9	5	1	5	4	2	12	0	5	28	15	1	16	3	0	6	3	18	5	7	0	4	1	12	7	7	11	0	24	8	7	1					
10	Число действительных бюллетеней	13724	795	732	641	723	59	237	53	513	156	204	509	131	171	136	150	149	240	65	137	619	189	136	708	80	47	608	156	192	324	393	128	529	195	740	338	197	209	166	882	412	432	243					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	309	25	20	20	20	1	1	1	13	1	1	12	1	1	1	8	1	4	1	1	13	1	1	13	1	1	13	1	1	15	14	1	14	1	13	15	1	1	1	20	20	14	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	52	6	13	4	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	3	0	0	1	0	0	1	0	2	0	0	1	0	3	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	38	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	1	5	1	1	2	0	1	1	2	1	0	1	1	2	0	1	1	2	0	1	1					
14	Число погашенных открепительных удостоверений	257	19	7	16	15	1	1	1	12	1	1	12	1	1	1	8	1	4	1	1	7	1	1	8	1	1	10	1	1	14	14	1	13	1	11	15	1	0	1	17	19	14	1					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
