Выборы Президента Российской Федерации																																																																					
Дата голосования: 18.03.2018																																																																					
																																																																					
Наименование Избирательной комиссии:    Ухтинская городская																																																																					
																																																																					
Сводная таблица предварительных итогов голосования																																																																					
																																																																					
	Число участковых избирательных комиссий	58																																																																			
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	58																																																																			
																																																																					
		Сумма	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405									
1	"Число избирателей, включенных в список избирателей"	87861	2456	1648	1795	1048	2189	1988	1704	1880	1642	1793	2378	2776	1141	2462	1041	1339	1440	2023	2160	1517	702	757	301	2100	2381	822	1138	1780	2656	2168	1487	1403	1477	1580	1581	1400	1893	1856	1370	1778	1588	1290	1713	2174	697	734	271	1648	1611	1628	1069	766	2119	1547	1645	212	54	45									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	78971	2200	1640	1490	1000	2000	1700	1600	1500	1400	1500	2100	2300	1050	2200	1000	1200	1250	1800	1850	1400	695	780	300	1800	2200	800	1000	1600	2400	1900	1300	1200	1300	1400	1400	1300	1600	1600	1200	1500	1400	1100	1500	2000	675	700	271	1500	1500	1500	1170	700	1800	1400	1500	600	100	100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	38	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	52913	1501	896	1333	656	1334	1227	1072	1176	1027	1087	1481	1941	668	1402	597	803	768	1026	1205	855	304	502	126	1267	1328	516	638	979	1687	1357	928	864	976	1000	1084	902	1298	1166	773	1067	908	808	1098	1286	405	422	120	873	965	822	521	347	1326	989	989	123	49	45									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1246	38	9	22	12	21	19	22	34	21	20	23	12	19	46	13	26	13	11	18	22	24	18	0	53	24	12	10	17	54	15	8	25	16	10	14	41	15	17	14	14	10	8	20	32	12	22	9	41	49	41	60	13	25	12	21	49	0	0									
6	Число погашенных избирательных бюллетеней	24652	661	735	135	332	644	454	506	290	352	393	596	347	363	752	390	371	469	763	627	523	367	260	96	480	848	272	352	604	659	528	364	311	308	390	302	357	287	417	413	419	482	284	382	682	258	256	99	586	486	637	551	340	449	399	490	428	51	55									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1405	38	9	22	12	21	19	22	34	21	20	23	12	19	46	13	26	13	11	18	22	24	18	78	53	24	12	10	17	54	15	8	25	16	10	14	41	15	17	14	14	10	8	20	32	12	22	52	41	49	41	98	13	25	12	21	49	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	52894	1501	895	1332	656	1333	1225	1072	1176	1027	1087	1480	1939	668	1402	596	803	768	1026	1203	855	304	502	126	1267	1328	516	638	979	1686	1357	928	864	976	1000	1084	902	1298	1165	773	1067	908	805	1098	1286	403	422	120	872	965	822	521	347	1326	989	989	123	49	45									
9	Число недействительных избирательных бюллетеней	884	37	11	62	9	12	18	23	19	26	22	35	38	16	21	11	18	12	13	15	16	10	11	1	15	31	7	18	14	22	25	15	13	20	13	19	19	11	9	11	18	7	11	13	8	4	7	0	14	7	8	8	7	19	15	19	0	1	0									
10	Число действительных избирательных бюллетеней	53415	1502	893	1292	659	1342	1226	1071	1191	1022	1085	1468	1913	671	1427	598	811	769	1024	1206	861	318	509	203	1305	1321	521	630	982	1718	1347	921	876	972	997	1079	924	1302	1173	776	1063	911	802	1105	1310	411	437	172	899	1007	855	611	353	1332	986	991	172	48	45									
11	Число утраченных избирательных бюллетеней	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																					
13	Бабурин Сергей Николаевич	419	14	4	23	3	10	6	8	11	7	12	14	14	2	8	4	6	9	4	10	4	2	2	0	10	5	4	4	10	15	9	7	4	6	8	7	4	11	12	5	12	5	8	13	10	2	6	1	4	10	8	6	4	13	10	7	1	0	1									
