Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Шатковская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436	УИК №2437	УИК №2438	УИК №2439	УИК №2440	УИК №2441	УИК №2442					
1	"Число избирателей, внесенных в список избирателей"	21292	1528	1528	1505	2204	1490	841	642	286	1792	189	845	355	552	644	421	395	84	396	948	418	524	289	195	594	320	202	319	139	367	562	215	235	268					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21441	1517	1549	1426	2231	1502	842	626	287	1785	179	877	375	562	658	433	407	79	389	993	429	521	289	198	605	317	199	329	144	376	577	217	240	283					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10583	828	713	888	1284	820	468	310	73	787	74	460	159	371	231	155	176	42	160	569	177	201	94	89	244	145	81	143	82	161	281	129	106	82					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2132	31	47	100	37	40	42	180	87	142	40	121	145	57	134	81	75	10	37	38	53	84	68	15	100	21	34	22	28	52	78	20	39	74					
6	Число погашенных избирательных бюллетеней	8726	658	789	438	910	642	332	136	127	856	65	296	71	134	293	197	156	27	192	386	199	236	127	94	261	151	84	164	34	163	218	68	95	127					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2132	31	47	100	37	40	42	180	87	142	40	121	145	57	134	81	75	10	37	38	53	84	68	15	100	21	34	22	28	52	78	20	39	74					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10583	828	713	888	1284	820	468	310	73	787	74	460	159	371	231	155	176	42	160	569	177	201	94	89	244	145	81	143	82	161	281	129	106	82					
9	Число недействительных избирательных бюллетеней	210	38	14	15	19	6	6	12	0	14	1	9	7	3	2	9	1	0	3	12	1	0	2	1	4	5	0	6	3	8	5	3	0	1					
10	Число действительных избирательных бюллетеней	12505	821	746	973	1302	854	504	478	160	915	113	572	297	425	363	227	250	52	194	595	229	285	160	103	340	161	115	159	107	205	354	146	145	155					
