Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Намская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382					
1	"Число избирателей, внесенных в списки избирателей"	12543	143	167	219	234	246	350	313	459	183	306	234	296	248	329	348	324	174	369	229	464	437	768	521	140	274	217	347	354	398	404	347	305	316	325	255	310	354	172	382	114	79	89					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11400	132	173	198	219	252	333	284	428	182	284	265	292	223	271	318	301	194	361	198	465	409	828	480	126	284	200	285	275	261	253	259	286	255	282	278	265	285	170	260	113	83	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9482	127	142	196	192	224	307	266	378	149	259	203	253	207	259	276	262	114	302	161	417	337	554	372	117	173	141	271	249	252	223	190	219	229	248	170	211	231	114	250	107	60	70					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	545	0	6	2	13	9	9	18	39	10	8	11	13	13	12	26	21	15	20	11	16	18	41	6	5	14	12	6	19	7	21	15	10	11	29	6	9	20	6	10	1	5	2					
6	Число погашенных избирательных бюллетеней	1373	5	25	0	14	19	17	0	11	23	17	51	26	3	0	16	18	65	39	26	32	54	233	102	4	97	47	8	7	2	9	54	57	15	5	102	45	34	50	0	5	18	18					
7	Число избирательных бюллетеней в переносных ящиках для голосования	545	0	6	2	13	9	9	18	39	10	8	11	13	13	12	26	21	15	20	11	16	18	41	6	5	14	12	6	19	7	21	15	10	11	29	6	9	20	6	10	1	5	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9481	127	142	196	192	224	307	266	378	149	259	203	253	207	259	276	262	114	302	161	417	337	554	372	117	173	141	271	249	252	223	190	219	229	248	170	211	230	114	250	107	60	70					
9	Число недействительных избирательных бюллетеней	60	0	1	0	0	0	2	2	3	2	4	1	1	0	2	4	0	2	1	2	3	3	6	1	0	0	0	0	5	1	0	0	1	3	1	1	3	1	0	1	1	2	0					
10	Число действительных избирательных бюллетеней	9966	127	147	198	205	233	314	282	414	157	263	213	265	220	269	298	283	127	321	170	430	352	589	377	122	187	153	277	263	258	244	205	228	237	276	175	217	249	120	259	107	63	72					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	244	4	2	8	3	3	3	3	8	2	4	2	2	3	8	2	2	6	8	2	5	3	5	2	2	10	10	15	10	10	6	10	10	5	10	10	10	10	10	10	2	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	113	0	2	8	0	0	2	0	7	2	4	0	0	1	5	0	1	6	8	2	5	3	4	2	0	4	1	15	0	9	0	5	6	0	1	2	0	2	0	2	1	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	56	1	0	3	2	2	4	0	0	0	1	1	2	1	3	2	0	1	2	0	2	0	0	2	2	2	1	2	0	1	4	2	0	0	0	4	0	1	0	1	1	1	5					
14	Число погашенных неиспользованных открепительных удостоверений	131	4	0	0	3	3	1	3	1	0	0	2	2	2	3	2	1	0	0	0	0	0	1	0	2	6	9	0	10	1	6	5	4	5	9	8	10	8	10	8	1	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	172	2	3	3	8	1	7	12	1	4	11	4	6	3	3	5	10	2	15	10	9	10	1	1	2	1	4	1	1	3	3	3	6	2	0	0	3	2	1	0	2	3	4					
		1.72%	1.57%	2.03%	1.52%	3.90%	0.43%	2.22%	4.23%	0.24%	2.52%	4.12%	1.87%	2.26%	1.36%	1.11%	1.66%	3.53%	1.55%	4.66%	5.81%	2.08%	2.82%	0.17%	0.26%	1.64%	0.53%	2.61%	0.36%	0.37%	1.16%	1.23%	1.46%	2.62%	0.83%	0.00%	0.00%	1.36%	0.80%	0.83%	0.00%	1.85%	4.62%	5.56%					
19	2.Всероссийская политическая партия «Гражданская Сила»	21	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	2	0	1	2	0	2	1	0	1	0					
