Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Иланская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286					
1	"Число избирателей, внесенных в списки"	20163	1698	1760	1252	1684	1100	946	2665	1134	759	401	209	74	713	212	257	360	79	94	73	448	76	109	449	139	133	101	251	728	54	51	61	75	1115	178	272	148	305					
2	"Число бюллетеней, полученных участковыми комиссиями"	19845	1659	1696	1233	1625	979	914	2689	1063	796	397	211	75	706	195	240	361	83	98	75	453	79	110	459	143	138	107	263	725	55	50	62	74	1133	179	267	147	306					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8115	524	626	424	599	345	257	1217	343	178	175	67	59	425	116	107	160	57	94	50	203	59	82	267	81	84	55	163	297	33	41	34	45	374	83	119	89	183					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	465	25	15	9	60	4	14	63	24	10	18	0	6	9	10	55	0	0	0	0	29	0	0	0	0	0	0	9	63	0	0	0	9	5	4	20	4	0					
6	Число погашенных бюллетеней	11265	1110	1055	800	966	630	643	1409	696	608	204	144	10	272	69	78	201	26	4	25	221	20	28	192	62	54	52	91	365	22	9	28	20	754	92	128	54	123					
7	Число бюллетеней в переносных ящиках для голосования	465	25	15	9	60	4	14	63	24	10	18	0	6	9	10	55	0	0	0	0	29	0	0	0	0	0	0	9	63	0	0	0	9	5	4	20	4	0					
8	Число бюллетеней в стационарных ящиках для голосования	8114	524	626	424	599	345	256	1217	343	178	175	67	59	425	116	107	160	57	94	50	203	59	82	267	81	84	55	163	297	33	41	34	45	374	83	119	89	183					
9	Число недействительных бюллетеней	139	7	7	1	5	12	4	16	6	5	1	1	0	11	3	3	4	0	1	0	1	1	3	8	4	1	0	7	8	0	0	2	0	11	0	4	1	1					
10	Число действительных бюллетеней	8440	542	634	432	654	337	266	1264	361	183	192	66	65	423	123	159	156	57	93	50	231	58	79	259	77	83	55	165	352	33	41	32	54	368	87	135	92	182					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	250	15	10	15	15	10	10	25	10	8	6	3	3	8	3	3	8	3	3	3	8	3	3	8	5	5	5	7	10	3	3	3	3	8	3	6	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	46	3	2	2	1	1	2	13	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	2	6	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	17	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	3	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	204	12	8	13	14	9	8	12	10	7	6	3	3	7	3	2	7	3	3	3	8	3	3	8	5	3	5	7	2	3	3	3	1	2	3	6	3	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
